training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours,completed_flag
304345,101118,Enterprise Sales Methodology,Sales,2023-06-15,,Not Started,,14.6,False
304346,101118,Cybersecurity Awareness,Compliance,2022-02-28,2022-04-14,Completed,70.9,2.6,True
304347,101119,New Hire Onboarding,Onboarding,2024-01-17,2024-02-07,Completed,94.2,8.8,True
304348,101119,New Hire Onboarding,Onboarding,2024-04-16,2024-05-08,Completed,74.7,8.3,True
304349,101119,Sql For Business Analysts,Technical,2025-01-01,2025-02-15,Completed,49.7,20.7,True
304350,101119,Secure Coding Basics,Technical,2025-03-30,2025-04-27,Completed,81.6,8.3,True
304351,101119,Enterprise Sales Methodology,Sales,2025-11-12,2025-11-30,Completed,84.0,17.0,True
304352,101119,Leadership Essentials,Leadership,2025-11-22,,In Progress,,20.0,False
304353,101120,New Hire Onboarding,Onboarding,2025-04-03,2025-05-12,Completed,67.3,12.3,True
304354,101120,Secure Coding Basics,Technical,2024-09-06,2024-09-25,Completed,76.7,11.5,True
304355,101120,Data Privacy And Gdpr,Compliance,2024-12-20,2025-01-15,Completed,,3.4,True
304356,101120,Leadership Essentials,Leadership,2025-09-26,2025-11-06,Completed,86.3,23.3,True
304357,101121,Secure Coding Basics,Technical,2024-02-05,2024-02-15,Completed,92.6,8.1,True
304358,101121,Power Bi Fundamentals,Technical,2025-07-19,2025-08-27,Completed,75.1,15.6,True
304359,101121,Enterprise Sales Methodology,Sales,2024-02-06,2024-06-19,Completed,93.3,14.3,True
304360,101121,Cybersecurity Awareness,Compliance,2024-11-03,2024-12-16,Completed,77.4,2.1,True
304361,101121,Leadership Essentials,Leadership,2025-05-20,2025-06-25,Completed,74.8,26.3,True
304362,101121,Manager Coaching Skills,Leadership,2025-03-11,2025-04-17,Completed,85.5,10.7,True
304363,101122,New Hire Onboarding,Onboarding,2025-09-29,,In Progress,,5.1,False
304364,101122,Power Bi Fundamentals,Technical,2023-08-19,2023-09-22,Completed,73.2,12.1,True
304365,101122,Sql For Business Analysts,Technical,2021-05-29,2021-07-04,Completed,85.8,20.8,True
304366,101123,New Hire Onboarding,Onboarding,2024-07-21,,In Progress,,6.7,False
304367,101124,New Hire Onboarding,Onboarding,2026-03-18,2026-04-21,Completed,80.5,6.0,True
304368,101124,Advanced Customer Handling,Customer Experience,2026-02-16,,Completed,88.8,10.6,True
304369,101125,New Hire Onboarding,Onboarding,2021-01-01,2021-02-01,Completed,76.8,10.2,True
304370,101125,Enterprise Sales Methodology,Sales,2021-01-01,2021-01-11,Completed,85.4,17.2,True
304371,101125,Leadership Essentials,Leadership,2021-01-01,2021-01-24,Completed,67.6,16.9,True
304372,101125,Advanced Customer Handling,Customer Experience,2021-01-01,,Not Started,,8.8,False
304373,101125,Conflict Resolution,Soft Skills,2021-01-01,2021-01-16,Completed,55.6,5.9,True
304374,101126,New Hire Onboarding,Onboarding,2024-09-13,,Completed,85.8,6.6,True
304375,101126,Conflict Resolution,Soft Skills,2026-04-23,2026-04-28,Completed,93.9,7.4,True
304376,101127,Product Discovery Basics,Product,2025-08-14,,In Progress,,9.3,False
304377,101127,Cybersecurity Awareness,Compliance,2025-01-21,,In Progress,,2.1,False
304378,101127,Sql For Business Analysts,Technical,2024-10-19,,Not Started,,17.2,False
304379,101127,Data Privacy And Gdpr,Compliance,2023-10-28,2023-10-29,Completed,72.5,3.5,True
304380,101127,Manager Coaching Skills,Leadership,2022-05-07,2022-05-27,Completed,70.0,15.3,True
304381,101127,Manager Coaching Skills,Leadership,2021-12-18,,In Progress,,11.9,False
304382,101128,Leadership Essentials,Leadership,2024-10-03,2024-10-19,Completed,88.0,21.8,True
304383,101128,Cybersecurity Awareness,Compliance,2024-03-15,2024-04-28,Completed,75.6,2.0,True
304384,101128,Product Discovery Basics,Product,2025-08-25,2025-08-30,Completed,85.7,12.1,True
304385,101128,Power Bi Fundamentals,Technical,2025-06-15,2025-07-29,Completed,55.0,11.4,True
304386,101128,Data Privacy And Gdpr,Compliance,2025-05-01,,Completed,91.6,3.0,True
304387,101128,Manager Coaching Skills,Leadership,2025-03-23,2025-04-10,Completed,76.0,15.7,True
304388,101128,Secure Coding Basics,Technical,2024-09-18,2024-10-13,Completed,61.9,7.1,True
304389,101129,Manager Coaching Skills,Leadership,2024-11-08,2024-12-07,Completed,63.7,20.8,True
304390,101129,Enterprise Sales Methodology,Sales,2022-12-30,,Completed,62.2,17.8,True
304391,101129,Data Privacy And Gdpr,Compliance,2021-09-20,2021-10-30,Completed,56.7,3.0,True
304392,101129,New Hire Onboarding,Onboarding,2025-08-01,2025-09-09,Completed,61.3,7.9,True
304393,101129,Advanced Customer Handling,Customer Experience,2023-06-17,,Not Started,,9.9,False
304394,101130,New Hire Onboarding,Onboarding,2022-02-24,2022-03-28,Completed,65.9,4.4,True
304395,101130,Leadership Essentials,Leadership,2022-03-07,,Not Started,,15.5,False
304396,101131,Conflict Resolution,Soft Skills,2024-11-16,2024-11-29,Completed,86.3,6.2,True
304397,101132,Enterprise Sales Methodology,Sales,2025-03-09,2025-04-23,Completed,79.9,14.6,True
304398,101133,New Hire Onboarding,Onboarding,2021-06-23,2021-07-16,Completed,89.7,9.0,True
304399,101133,Secure Coding Basics,Technical,2022-06-03,,Not Started,,9.0,False
304400,101133,Cybersecurity Awareness,Compliance,2023-01-30,2023-02-02,Completed,74.2,1.4,True
304401,101133,Manager Coaching Skills,Leadership,2022-06-17,,Incomplete,,19.6,False
304402,101133,Data Privacy And Gdpr,Compliance,2025-08-12,2025-12-19,Completed,98.8,3.4,True
304403,101133,Manager Coaching Skills,Leadership,2026-03-30,2026-05-11,Completed,83.1,10.9,True
304404,101134,New Hire Onboarding,Onboarding,2021-12-09,2022-01-10,Completed,71.2,8.7,True
304405,101134,Advanced Customer Handling,Customer Experience,2021-08-09,2021-01-09,Completed,73.7,10.0,True
304406,101134,Conflict Resolution,Soft Skills,2021-03-10,2021-04-03,Completed,57.6,4.2,True
304407,101134,Manager Coaching Skills,Leadership,2023-03-29,2023-11-05,Completed,80.1,16.6,True
304408,101134,New Hire Onboarding,Onboarding,2026-02-13,2026-03-04,Completed,58.4,8.4,True
304409,101134,Enterprise Sales Methodology,Sales,2025-08-25,2025-09-16,Completed,73.0,21.7,True
304410,101135,New Hire Onboarding,Onboarding,2023-06-07,2023-07-03,Completed,60.0,7.1,True
304411,101135,Leadership Essentials,Leadership,2025-02-05,,Incomplete,,18.4,False
304412,101136,Power Bi Fundamentals,Technical,2025-03-20,2025-04-28,Completed,72.4,16.2,True
304413,101136,Conflict Resolution,Soft Skills,2026-01-30,2026-03-15,Completed,88.5,7.7,True
304414,101136,New Hire Onboarding,Onboarding,2025-09-03,,Not Started,,5.7,False
304415,101136,Leadership Essentials,Leadership,2026-02-01,2026-03-15,Completed,83.3,20.8,True
304416,101136,Secure Coding Basics,Technical,2025-03-31,2025-04-26,Completed,90.5,13.0,True
304417,101136,Cybersecurity Awareness,Compliance,2025-03-26,,In Progress,,2.2,False
304418,101136,Advanced Customer Handling,Customer Experience,2025-05-14,,Not Started,,9.7,False
304419,101137,New Hire Onboarding,Onboarding,2024-11-16,2024-11-19,Completed,84.1,9.6,True
304420,101137,Enterprise Sales Methodology,Sales,2023-08-27,,Incomplete,,18.2,False
304421,101137,New Hire Onboarding,Onboarding,2022-01-29,2022-02-25,Completed,66.7,4.2,True
304422,101138,Secure Coding Basics,Technical,2022-09-03,2022-09-18,Completed,,8.7,True
304423,101138,Manager Coaching Skills,Leadership,2025-10-24,2025-12-08,Completed,81.8,7.3,True
304424,101138,Leadership Essentials,Leadership,2023-12-12,2024-01-04,Completed,68.1,21.4,True
304425,101139,New Hire Onboarding,Onboarding,2025-01-29,,In Progress,,8.4,False
304426,101140,New Hire Onboarding,Onboarding,2024-02-23,2024-02-26,Completed,77.2,8.6,True
304427,101140,Secure Coding Basics,Technical,2021-07-07,2021-07-27,Completed,93.2,8.6,True
304428,101140,Enterprise Sales Methodology,Sales,2025-07-18,2025-08-26,Completed,81.3,18.0,True
304429,101140,Data Privacy And Gdpr,Compliance,2021-01-13,2021-01-23,Completed,66.1,3.2,True
304430,101140,Leadership Essentials,Leadership,2023-03-23,,Not Started,,26.6,False
304431,101141,Secure Coding Basics,Technical,2025-11-02,2025-11-28,Completed,55.1,6.7,True
304432,101141,Data Privacy And Gdpr,Compliance,2026-04-29,,Completed,60.7,3.0,True
304433,101141,Advanced Customer Handling,Customer Experience,2025-11-28,,In Progress,,9.5,False
304434,101141,Manager Coaching Skills,Leadership,2026-03-16,2026-04-09,Completed,84.4,12.1,True
304435,101142,New Hire Onboarding,Onboarding,2021-05-20,2021-03-07,Completed,77.0,10.1,True
304436,101143,New Hire Onboarding,Onboarding,2026-02-14,2026-03-15,Completed,84.3,6.5,True
304437,101143,Power Bi Fundamentals,Technical,2022-06-11,2022-06-19,Completed,96.0,13.7,True
304438,101143,Data Privacy And Gdpr,Compliance,2022-10-03,,Completed,79.7,3.3,True
304439,101143,Advanced Customer Handling,Customer Experience,2021-11-18,2021-11-29,Completed,77.2,9.6,True
304440,101143,Conflict Resolution,Soft Skills,2021-10-19,,In Progress,,4.1,False
304441,101143,Enterprise Sales Methodology,Sales,2022-04-11,2022-05-17,Completed,81.6,22.4,True
304442,101143,Leadership Essentials,Leadership,2023-08-04,,Not Started,,21.3,False
304443,101144,New Hire Onboarding,Onboarding,2024-07-04,2024-05-18,Completed,90.7,6.8,True
304444,101144,Advanced Customer Handling,Customer Experience,2024-09-15,2024-10-20,Completed,66.5,10.5,True
304445,101145,New Hire Onboarding,Onboarding,2022-11-03,,Incomplete,,7.0,False
304446,101145,Advanced Customer Handling,Customer Experience,2023-11-26,2023-12-07,Completed,69.4,8.5,True
304447,101146,New Hire Onboarding,Onboarding,2023-12-25,2024-02-02,Completed,69.8,9.5,True
304448,101146,Cybersecurity Awareness,Compliance,2025-10-26,2025-11-22,Completed,72.2,2.0,True
304449,101146,Leadership Essentials,Leadership,2022-03-25,2022-04-06,Completed,89.8,26.2,True
304450,101147,New Hire Onboarding,Onboarding,2026-02-02,2026-02-12,Completed,68.8,8.5,True
304451,101148,Power Bi Fundamentals,Technical,2024-04-24,2024-05-20,Completed,49.4,15.3,True
304452,101148,Data Privacy And Gdpr,Compliance,2021-11-11,2021-12-22,Completed,87.9,3.2,True
304453,101148,Leadership Essentials,Leadership,2023-05-06,2023-06-09,Completed,82.6,22.2,True
304454,101148,Sql For Business Analysts,Technical,2024-03-20,2024-03-26,Completed,76.4,22.0,True
304455,101148,Enterprise Sales Methodology,Sales,2021-03-04,,Not Started,,13.9,False
304456,101148,Advanced Customer Handling,Customer Experience,2021-11-04,2021-12-10,Completed,91.8,10.5,True
304457,101148,New Hire Onboarding,Onboarding,2022-04-15,2022-05-08,Completed,65.1,7.7,True
304458,101149,Sql For Business Analysts,Technical,2026-02-03,2026-02-09,Completed,76.3,20.4,True
304459,101149,Leadership Essentials,Leadership,2026-01-23,2026-02-01,Completed,64.0,14.3,True
304460,101149,Conflict Resolution,Soft Skills,2025-10-29,,In Progress,,4.9,False
304461,101149,Enterprise Sales Methodology,Sales,2025-11-15,2025-12-27,Completed,86.8,16.2,True
304462,101149,Power Bi Fundamentals,Technical,2025-06-11,2025-06-27,Completed,72.6,17.5,True
304463,101149,Advanced Customer Handling,Customer Experience,2025-03-20,,Not Started,,12.5,False
304464,101150,New Hire Onboarding,Onboarding,2023-12-08,2024-01-06,Completed,75.9,6.6,True
304465,101151,Manager Coaching Skills,Leadership,2026-03-10,2026-04-07,Completed,54.6,16.9,True
304466,101151,Power Bi Fundamentals,Technical,2026-01-17,,In Progress,,8.9,False
304467,101152,New Hire Onboarding,Onboarding,2022-07-29,2022-08-03,Completed,88.2,7.9,True
304468,101152,Power Bi Fundamentals,Technical,2024-08-31,,In Progress,,8.3,False
304469,101152,New Hire Onboarding,Onboarding,2025-06-21,,Not Started,,9.3,False
304470,101152,Cybersecurity Awareness,Compliance,2021-09-28,,In Progress,,2.1,False
304471,101152,Advanced Customer Handling,Customer Experience,2024-03-28,,In Progress,,12.1,False
304472,101152,Manager Coaching Skills,Leadership,2021-02-28,2021-03-23,Completed,81.6,14.2,True
304473,101153,New Hire Onboarding,Onboarding,2021-06-11,2021-07-07,Completed,71.5,8.7,True
304474,101153,Enterprise Sales Methodology,Sales,2024-10-26,2024-11-30,Completed,76.1,13.9,True
304475,101153,Cybersecurity Awareness,Compliance,2021-01-14,,In Progress,,2.2,False
304476,101153,Sql For Business Analysts,Technical,2024-05-22,2024-06-03,Completed,92.1,17.5,True
304477,101153,Leadership Essentials,Leadership,2022-04-13,2022-05-14,Completed,78.0,15.6,True
304478,101154,New Hire Onboarding,Onboarding,2022-12-12,2022-12-16,Completed,89.0,7.4,True
304479,101154,Power Bi Fundamentals,Technical,2023-11-05,,Completed,74.1,15.8,True
304480,101155,New Hire Onboarding,Onboarding,2023-01-05,2023-01-12,Completed,64.1,7.5,True
304481,101155,Manager Coaching Skills,Leadership,2023-01-20,2023-05-03,Completed,78.2,13.8,True
304482,101155,Product Discovery Basics,Product,2021-10-23,,Not Started,,9.4,False
304483,101155,Sql For Business Analysts,Technical,2022-04-19,2022-04-27,Completed,84.1,19.0,True
304484,101156,New Hire Onboarding,Onboarding,2025-12-26,2026-01-17,Completed,81.5,7.9,True
304485,101156,Cybersecurity Awareness,Compliance,2026-02-27,2026-04-06,Completed,81.0,2.1,True
304486,101157,New Hire Onboarding,Onboarding,2025-05-19,,In Progress,,7.1,False
304487,101158,New Hire Onboarding,Onboarding,2025-09-25,,Not Started,,8.0,False
304488,101158,Manager Coaching Skills,Leadership,2024-04-29,2024-06-04,Completed,75.8,13.3,True
304489,101158,Conflict Resolution,Soft Skills,2024-10-31,2024-12-01,Completed,82.3,5.8,True
304490,101158,Power Bi Fundamentals,Technical,2023-02-04,,In Progress,,13.1,False
304491,101158,Leadership Essentials,Leadership,2026-01-17,2026-02-08,Completed,78.8,23.3,True
304492,101159,Conflict Resolution,Soft Skills,,,Completed,78.8,5.5,True
304493,101159,Enterprise Sales Methodology,Sales,2024-02-11,,In Progress,,15.4,False
304494,101159,Data Privacy And Gdpr,Compliance,2023-09-26,,In Progress,,4.2,False
304495,101159,Secure Coding Basics,Technical,2023-06-16,2023-02-07,Completed,97.3,10.2,True
304496,101159,Sql For Business Analysts,Technical,2022-12-21,2023-01-17,Completed,53.3,19.0,True
304497,101159,Power Bi Fundamentals,Technical,2022-10-03,2022-10-07,Completed,99.0,16.6,True
304498,101160,New Hire Onboarding,Onboarding,2023-08-24,2023-09-18,Completed,82.6,7.3,True
304499,101160,Leadership Essentials,Leadership,2025-08-16,,Incomplete,,9.6,False
304500,101160,New Hire Onboarding,Onboarding,2024-04-08,2024-04-13,Completed,81.6,6.9,True
304501,101161,New Hire Onboarding,Onboarding,2026-01-19,2026-01-31,Completed,63.2,5.3,True
304502,101161,Manager Coaching Skills,Leadership,2023-03-11,2023-03-21,Completed,91.0,20.0,True
304503,101162,New Hire Onboarding,Onboarding,2021-08-31,2021-09-22,Completed,76.4,9.5,True
304504,101162,Product Discovery Basics,Product,2021-12-04,,In Progress,,6.0,False
304505,101162,Manager Coaching Skills,Leadership,2023-12-14,,In Progress,,15.9,False
304506,101162,Advanced Customer Handling,Customer Experience,2022-07-21,2022-08-19,Completed,67.2,10.6,True
304507,101162,New Hire Onboarding,Onboarding,2024-11-07,2024-08-02,Completed,66.2,8.7,True
304508,101163,New Hire Onboarding,Onboarding,2025-04-29,2025-05-02,Completed,100.0,6.5,True
304509,101164,New Hire Onboarding,Onboarding,2025-11-19,,Not Started,,7.0,False
304510,101164,Advanced Customer Handling,Customer Experience,2025-10-11,,In Progress,,11.5,False
304511,101164,Secure Coding Basics,Technical,2024-11-29,,In Progress,,11.9,False
304512,101165,New Hire Onboarding,Onboarding,2021-07-18,2021-07-08,Completed,97.8,7.1,True
304513,101165,New Hire Onboarding,Onboarding,2026-04-10,2026-04-16,Completed,89.7,8.1,True
304514,101166,New Hire Onboarding,Onboarding,2022-12-13,,Not Started,,7.6,False
304515,101166,Secure Coding Basics,Technical,2022-09-28,,Completed,85.1,8.7,True
304516,101166,Conflict Resolution,Soft Skills,2023-10-05,,In Progress,,5.0,False
304517,101167,New Hire Onboarding,Onboarding,2023-02-26,,Not Started,,6.7,False
304518,101168,Manager Coaching Skills,Leadership,2025-08-11,2025-11-10,Completed,79.5,21.0,True
304519,101168,Cybersecurity Awareness,Compliance,2025-03-17,2025-04-04,Completed,67.2,1.7,True
304520,101168,Manager Coaching Skills,Leadership,2025-03-19,,Completed,73.2,15.6,True
304521,101169,New Hire Onboarding,Onboarding,2026-02-27,2026-04-08,Completed,88.1,6.4,True
304522,101169,Enterprise Sales Methodology,Sales,2026-03-16,2026-04-26,Completed,81.3,18.6,True
304523,101169,Conflict Resolution,Soft Skills,2025-07-21,,In Progress,,7.7,False
304524,101169,Power Bi Fundamentals,Technical,2024-05-07,2024-06-21,Completed,92.6,11.1,True
304525,101170,New Hire Onboarding,Onboarding,2022-08-20,,Not Started,,6.9,False
304526,101170,Advanced Customer Handling,Customer Experience,2025-02-13,2025-03-11,Completed,76.8,13.4,True
304527,101171,New Hire Onboarding,Onboarding,2023-05-13,2023-06-24,Completed,90.8,6.9,True
304528,101171,Cybersecurity Awareness,Compliance,2025-08-26,2025-09-04,Completed,69.5,1.6,True
304529,101171,Leadership Essentials,Leadership,2022-04-25,2022-05-17,Completed,76.8,16.9,True
304530,101172,New Hire Onboarding,Onboarding,2024-04-15,,Incomplete,,9.0,False
304531,101172,Product Discovery Basics,Product,2021-04-02,2021-04-05,Completed,90.0,8.7,True
304532,101172,Advanced Customer Handling,Customer Experience,2023-03-04,2023-03-27,Completed,65.9,16.8,True
304533,101172,Data Privacy And Gdpr,Compliance,2025-05-16,2025-06-09,Completed,72.2,3.8,True
304534,101173,New Hire Onboarding,Onboarding,2022-07-01,2022-08-03,Completed,95.8,6.0,True
304535,101173,Power Bi Fundamentals,Technical,2022-06-18,2022-07-05,Completed,80.8,9.1,True
304536,101173,Product Discovery Basics,Product,2025-10-04,2025-10-20,Completed,65.7,9.1,True
304537,101173,Advanced Customer Handling,Customer Experience,2022-08-19,2022-09-11,Completed,53.0,10.9,True
304538,101173,Manager Coaching Skills,Leadership,2026-01-26,,In Progress,,16.7,False
304539,101173,Enterprise Sales Methodology,Sales,2023-08-18,,In Progress,,15.6,False
304540,101174,New Hire Onboarding,Onboarding,2022-12-03,,In Progress,,9.2,False
304541,101174,New Hire Onboarding,Onboarding,2025-05-30,2025-07-12,Completed,95.6,7.5,True
304542,101174,Product Discovery Basics,Product,2024-01-23,2024-10-02,Completed,,11.7,True
304543,101174,Conflict Resolution,Soft Skills,,2022-02-05,Completed,85.6,5.5,True
304544,101175,New Hire Onboarding,Onboarding,2024-02-06,2024-02-22,Completed,80.8,9.2,True
304545,101175,Secure Coding Basics,Technical,2022-06-15,2022-07-05,Completed,60.7,11.8,True
304546,101175,Advanced Customer Handling,Customer Experience,2026-01-30,,Not Started,,11.7,False
304547,101175,Power Bi Fundamentals,Technical,2022-03-21,2022-05-04,Completed,65.0,19.3,True
304548,101175,Enterprise Sales Methodology,Sales,2021-02-07,2021-02-12,Completed,75.9,14.0,True
304549,101176,Data Privacy And Gdpr,Compliance,2023-10-04,,Not Started,,3.2,False
304550,101176,Secure Coding Basics,Technical,2025-02-01,,Not Started,,13.3,False
304551,101177,New Hire Onboarding,Onboarding,2025-02-11,,Completed,85.4,9.3,True
304552,101177,Sql For Business Analysts,Technical,2026-04-11,,Not Started,,24.1,False
304553,101177,Manager Coaching Skills,Leadership,2025-01-10,,In Progress,,18.6,False
304554,101178,Secure Coding Basics,Technical,2025-03-20,2025-12-04,Completed,96.2,10.1,True
304555,101178,Power Bi Fundamentals,Technical,2021-08-22,2021-09-03,Completed,95.6,8.2,True
304556,101178,Conflict Resolution,Soft Skills,2022-06-01,2022-07-11,Completed,58.3,3.1,True
304557,101178,Leadership Essentials,Leadership,2023-12-27,2024-01-28,Completed,67.3,17.0,True
304558,101178,Data Privacy And Gdpr,Compliance,2023-01-13,2023-02-08,Completed,73.2,3.7,True
304559,101179,New Hire Onboarding,Onboarding,2022-01-21,2022-02-07,Completed,65.5,7.2,True
304560,101180,New Hire Onboarding,Onboarding,2025-07-09,,Not Started,,9.0,False
304561,101180,New Hire Onboarding,Onboarding,2022-04-21,2022-04-29,Completed,63.4,8.1,True
304562,101180,Enterprise Sales Methodology,Sales,2023-01-11,2023-01-28,Completed,53.3,17.5,True
304563,101180,Advanced Customer Handling,Customer Experience,2025-05-06,2025-05-17,Completed,85.0,8.1,True
304564,101180,Manager Coaching Skills,Leadership,2023-12-29,,In Progress,,19.3,False
304565,101180,Leadership Essentials,Leadership,2023-01-10,2023-02-19,Completed,78.1,24.3,True
304566,101181,New Hire Onboarding,Onboarding,2025-12-27,,In Progress,,8.4,False
304567,101181,Manager Coaching Skills,Leadership,2025-08-17,,Not Started,,15.9,False
304568,101181,Advanced Customer Handling,Customer Experience,2025-08-11,2025-09-13,Completed,90.4,14.4,True
304569,101181,Leadership Essentials,Leadership,2026-04-23,2026-05-11,Completed,83.8,17.4,True
304570,101182,Advanced Customer Handling,Customer Experience,2024-02-01,2024-03-01,Completed,88.6,14.1,True
304571,101182,Conflict Resolution,Soft Skills,2021-10-24,2021-11-21,Completed,65.1,7.1,True
304572,101182,Leadership Essentials,Leadership,2025-10-11,2025-11-04,Completed,77.1,23.6,True
304573,101183,New Hire Onboarding,Onboarding,2021-01-14,,In Progress,,9.7,False
304574,101183,Enterprise Sales Methodology,Sales,2022-06-05,2022-06-29,Completed,82.5,23.9,True
304575,101183,Cybersecurity Awareness,Compliance,2023-01-13,2023-02-24,Completed,55.7,1.6,True
304576,101183,Product Discovery Basics,Product,2023-03-26,2023-04-20,Completed,81.6,10.9,True
304577,101184,Enterprise Sales Methodology,Sales,2026-01-09,,In Progress,,16.1,False
304578,101184,Product Discovery Basics,Product,2026-02-21,2026-03-28,Completed,79.8,9.7,True
304579,101184,Manager Coaching Skills,Leadership,2026-02-11,2026-02-18,Completed,100.0,16.8,True
304580,101184,Leadership Essentials,Leadership,2026-04-20,2026-05-11,Completed,100.0,14.6,True
304581,101185,New Hire Onboarding,Onboarding,2021-03-09,,Incomplete,,9.6,False
304582,101185,Enterprise Sales Methodology,Sales,2026-01-17,,Not Started,,13.2,False
304583,101185,Secure Coding Basics,Technical,2022-06-09,2022-06-11,Completed,85.9,9.9,True
304584,101186,New Hire Onboarding,Onboarding,2024-07-03,2024-08-09,Completed,73.7,9.8,True
304585,101186,Sql For Business Analysts,Technical,2024-07-01,,Completed,89.4,16.1,True
304586,101186,Power Bi Fundamentals,Technical,2025-03-22,2025-04-30,Completed,66.6,13.1,True
304587,101186,Product Discovery Basics,Product,2025-02-01,2025-02-06,Completed,90.5,9.3,True
304588,101187,Leadership Essentials,Leadership,2024-09-17,2024-10-28,Completed,84.7,18.2,True
304589,101188,New Hire Onboarding,Onboarding,2021-01-01,2021-01-22,Completed,85.8,5.9,True
304590,101188,New Hire Onboarding,Onboarding,2021-01-01,,Completed,85.7,9.8,True
304591,101188,Sql For Business Analysts,Technical,2021-01-01,,In Progress,,11.4,False
304592,101189,New Hire Onboarding,Onboarding,2021-03-17,2021-05-04,Completed,62.9,8.2,True
304593,101189,Sql For Business Analysts,Technical,2023-03-18,,Not Started,,10.9,False
304594,101190,New Hire Onboarding,Onboarding,2024-05-16,2024-06-09,Completed,77.3,7.0,True
304595,101190,Leadership Essentials,Leadership,2021-09-24,2021-11-03,Completed,59.9,23.7,True
304596,101190,Enterprise Sales Methodology,Sales,2022-03-12,,Not Started,,20.5,False
304597,101190,Data Privacy And Gdpr,Compliance,2021-11-02,,Completed,67.8,4.0,True
304598,101190,Conflict Resolution,Soft Skills,2024-07-16,2024-07-29,Completed,85.0,6.6,True
304599,101190,Cybersecurity Awareness,Compliance,2023-10-27,2023-12-10,Completed,85.9,2.3,True
304600,101190,Sql For Business Analysts,Technical,2023-04-05,,Incomplete,,18.0,False
304601,101191,New Hire Onboarding,Onboarding,2022-02-09,,Not Started,,9.1,False
304602,101191,Secure Coding Basics,Technical,2023-11-12,2023-11-20,Completed,100.0,13.0,True
304603,101191,Conflict Resolution,Soft Skills,2024-03-29,,In Progress,,6.7,False
304604,101191,Leadership Essentials,Leadership,2022-03-13,2022-04-15,Completed,58.1,16.7,True
304605,101191,Product Discovery Basics,Product,2022-10-25,2022-11-05,Completed,89.6,10.5,True
304606,101191,New Hire Onboarding,Onboarding,2025-12-24,,Not Started,,6.3,False
304607,101192,Manager Coaching Skills,Leadership,2025-12-19,,Incomplete,,19.0,False
304608,101192,Data Privacy And Gdpr,Compliance,2025-12-10,,In Progress,,4.5,False
304609,101193,New Hire Onboarding,Onboarding,2021-04-16,2021-05-07,Completed,84.6,8.6,True
304610,101193,Enterprise Sales Methodology,Sales,2025-08-30,2025-09-14,Completed,70.5,16.4,True
304611,101193,Leadership Essentials,Leadership,2021-10-14,2021-10-31,Completed,100.0,23.9,True
304612,101194,Advanced Customer Handling,Customer Experience,2024-10-24,,Incomplete,,14.2,False
304613,101194,Conflict Resolution,Soft Skills,2024-10-31,,Completed,73.5,4.6,True
304614,101194,Secure Coding Basics,Technical,2022-05-12,2022-06-20,Completed,76.3,10.7,True
304615,101194,Cybersecurity Awareness,Compliance,2021-06-24,,In Progress,,2.6,False
304616,101194,Manager Coaching Skills,Leadership,2021-03-19,2021-04-17,Completed,61.0,21.3,True
304617,101194,New Hire Onboarding,Onboarding,2023-08-21,2023-10-01,Completed,72.9,7.0,True
304618,101194,Product Discovery Basics,Product,2023-07-23,2023-03-09,Completed,,7.9,True
304619,101195,New Hire Onboarding,Onboarding,2024-08-07,,Not Started,,9.9,False
304620,101195,Leadership Essentials,Leadership,2024-12-30,2025-01-19,Completed,66.2,23.3,True
304621,101195,Conflict Resolution,Soft Skills,2021-05-12,,Not Started,,6.1,False
304622,101195,Power Bi Fundamentals,Technical,2024-08-12,,In Progress,,14.2,False
304623,101195,New Hire Onboarding,Onboarding,2025-12-02,2025-12-27,Completed,77.7,8.1,True
304624,101195,Secure Coding Basics,Technical,2021-08-26,,Not Started,,11.9,False
304625,101196,New Hire Onboarding,Onboarding,2026-04-22,2026-05-12,Completed,71.9,5.9,True
304626,101196,Leadership Essentials,Leadership,2025-08-01,,In Progress,,25.1,False
304627,101197,New Hire Onboarding,Onboarding,2025-02-13,2025-03-22,Completed,57.0,8.8,True
304628,101197,Advanced Customer Handling,Customer Experience,2026-02-04,2026-03-17,Completed,62.7,6.6,True
304629,101197,Conflict Resolution,Soft Skills,2024-04-28,2024-05-19,Completed,52.2,6.4,True
304630,101197,Cybersecurity Awareness,Compliance,2025-09-17,,In Progress,,1.3,False
304631,101197,Power Bi Fundamentals,Technical,2026-04-25,2026-05-09,Completed,83.3,13.3,True
304632,101197,Leadership Essentials,Leadership,2025-10-03,,In Progress,,17.4,False
304633,101197,Manager Coaching Skills,Leadership,2024-01-27,,Completed,75.2,13.2,True
304634,101198,New Hire Onboarding,Onboarding,2023-09-21,2023-11-04,Completed,65.1,9.2,True
304635,101198,New Hire Onboarding,Onboarding,2022-07-28,2022-08-30,Completed,85.7,8.3,True
304636,101198,Power Bi Fundamentals,Technical,2023-01-29,2023-04-02,Completed,84.3,14.8,True
304637,101198,Product Discovery Basics,Product,2022-09-28,2022-02-10,Completed,90.9,5.5,True
304638,101199,New Hire Onboarding,Onboarding,2025-09-20,,In Progress,,9.3,False
304639,101199,Product Discovery Basics,Product,2025-09-19,2025-09-20,Completed,86.0,10.0,True
