salary_id,employee_id,salary_amount,currency,effective_date,bonus_amount,pay_frequency,exchange_rate_to_usd,salary_amount_usd,bonus_amount_usd,annual_salary_usd,salary_band
502790,101017,103080.98,USD,2026-02-04,10827.08,Annual,1.0,103080.98,10827.08,103080.98,High
502791,101018,80552.32,USD,2018-10-15,14157.83,Annual,1.0,80552.32,14157.83,80552.32,High
502792,101018,85099.31,USD,2018-11-12,12068.77,Monthly,1.0,85099.31,12068.77,85099.31,High
502793,101018,87868.85,USD,2020-02-28,14562.79,Annual,1.0,87868.85,14562.79,87868.85,High
502794,101018,95918.91,USD,2024-01-10,4341.04,Monthly,1.0,95918.91,4341.04,95918.91,High
502795,101018,101952.25,USD,2024-03-22,,Annual,1.0,101952.25,,101952.25,High
502796,101019,23041.8,USD,2017-03-01,0.0,Annual,1.0,23041.8,0.0,23041.8,Low
502797,101019,24649.19,USD,2018-05-16,0.0,Annual,1.0,24649.19,0.0,24649.19,Low
502798,101019,26440.0,AED,2018-12-15,0.0,Annual,0.27,7138.8,0.0,7138.8,Low
502799,101019,27997.11,USD,2019-07-01,0.0,Monthly,1.0,27997.11,0.0,27997.11,Low
502800,101020,89639.51,EGP,2019-05-20,9378.37,Annual,0.021,,196.95,,Unknown
502801,101020,93783.88,JOD,2020-07-11,9371.56,Monthly,1.41,132235.27,13213.9,132235.27,Executive
502802,101020,102000.0,USD,2022-01-16,16361.54,Annual,1.0,102000.0,16361.54,102000.0,High
502803,101021,41649.22,USD,2019-08-07,6395.4,Annual,1.0,41649.22,6395.4,41649.22,Medium
502804,101021,43062.9,EGP,2021-06-13,2027.98,Annual,0.021,,42.59,,Unknown
502805,101021,45471.54,USD,2023-12-29,2810.88,Annual,1.0,45471.54,2810.88,45471.54,Medium
502806,101021,47000.0,USD,2025-12-10,3286.63,Annual,1.0,47000.0,3286.63,47000.0,Medium
502807,101022,42012.76,USD,2026-01-28,4533.74,Annual,1.0,42012.76,4533.74,42012.76,Medium
502808,101022,44243.8,USD,2026-03-07,6993.32,Annual,1.0,44243.8,6993.32,44243.8,Medium
502809,101023,97336.45,USD,2019-02-13,15084.05,Annual,1.0,97336.45,15084.05,97336.45,High
502810,101023,106332.14,USD,2019-12-09,18601.58,Annual,1.0,106332.14,18601.58,106332.14,High
502811,101023,114077.71,USD,2022-06-07,16909.1,Annual,1.0,114077.71,16909.1,114077.71,High
502812,101023,120847.59,USD,2023-05-15,10782.43,Annual,1.0,120847.59,10782.43,120847.59,Executive
502813,101023,125776.47,USD,2026-03-22,7898.04,Annual,1.0,125776.47,7898.04,125776.47,Executive
502814,101024,58143.02,USD,2019-12-21,10294.02,Annual,1.0,58143.02,10294.02,58143.02,Medium
502815,101024,59670.13,AED,2021-02-12,7681.53,Monthly,0.27,16110.94,2074.01,16110.94,Low
502816,101024,63823.37,USD,2023-09-06,4486.29,Annual,1.0,63823.37,4486.29,63823.37,Medium
502817,101024,69876.82,USD,2025-12-23,9004.2,Annual,1.0,69876.82,9004.2,69876.82,Medium
502818,101025,33274.7,JOD,2024-08-07,4057.79,Annual,1.41,46917.33,5721.48,46917.33,Medium
502819,101025,4272.31,USD,2025-08-18,4560.08,Annual,1.0,,4560.08,,Unknown
502820,101026,28352.55,USD,2023-02-23,0.0,Annual,1.0,28352.55,0.0,28352.55,Low
502821,101026,30059.26,EGP,2023-12-31,0.0,Annual,0.021,,0.0,,Unknown
502822,101026,32682.04,INR,2024-01-17,0.0,Annual,0.012,,0.0,,Unknown
502823,101026,35180.42,USD,2024-02-11,0.0,Annual,1.0,35180.42,0.0,35180.42,Medium
502824,101026,,USD,2025-11-19,0.0,Annual,1.0,,0.0,,Unknown
502825,101027,107882.71,USD,2024-09-20,14932.83,Annual,1.0,107882.71,14932.83,107882.71,High
502826,101027,113903.75,JOD,2025-09-28,6604.55,Monthly,1.41,160604.29,9312.42,160604.29,Executive
502827,101028,39791.28,USD,2026-02-06,1619.59,Monthly,1.0,39791.28,1619.59,39791.28,Medium
502828,101028,41819.86,EGP,2026-04-21,2161.42,Annual,0.021,,45.39,,Unknown
502829,101029,34416.79,USD,2024-06-27,0.0,Annual,1.0,34416.79,0.0,34416.79,Medium
502830,101030,100790.47,USD,2025-12-10,15794.05,Annual,1.0,100790.47,15794.05,100790.47,High
502831,101030,109052.0,USD,2026-02-16,11555.75,Annual,1.0,109052.0,11555.75,109052.0,High
502832,101031,40730.0,USD,2019-12-31,6156.36,Annual,1.0,40730.0,6156.36,40730.0,Medium
502833,101031,42529.68,EGP,2021-10-20,1978.26,Annual,0.021,,41.54,,Unknown
502834,101031,46098.22,USD,2022-10-24,3461.38,Monthly,1.0,46098.22,3461.38,46098.22,Medium
502835,101031,48804.24,USD,2022-11-13,7868.13,Annual,1.0,48804.24,7868.13,48804.24,Medium
502836,101031,51002.57,USD,2024-12-22,8744.86,Annual,1.0,51002.57,8744.86,51002.57,Medium
502837,101032,65173.23,USD,2021-02-13,2159.38,Monthly,1.0,65173.23,2159.38,65173.23,Medium
502838,101032,71218.39,USD,2023-03-27,9324.04,Annual,1.0,71218.39,9324.04,71218.39,High
502839,101032,77379.52,USD,2023-11-29,8279.77,Annual,1.0,77379.52,8279.77,77379.52,High
502840,101032,81551.3,USD,2023-12-23,3372.07,Annual,1.0,81551.3,3372.07,81551.3,High
502841,101033,76897.46,USD,2019-09-17,,Annual,1.0,76897.46,,76897.46,High
502842,101033,81446.75,USD,2022-08-14,8716.15,Monthly,1.0,81446.75,8716.15,81446.75,High
502843,101033,86620.3,USD,2024-05-11,14431.83,Annual,1.0,86620.3,14431.83,86620.3,High
502844,101033,89277.6,USD,2024-06-13,,Annual,1.0,89277.6,,89277.6,High
502845,101033,96464.16,USD,2024-12-09,10585.38,Annual,1.0,96464.16,10585.38,96464.16,High
502846,101034,13064.59,AED,2015-08-13,0.0,Annual,0.27,,0.0,,Unknown
502847,101035,15410.02,USD,2024-03-19,0.0,Annual,1.0,15410.02,0.0,15410.02,Low
502848,101035,,USD,2024-12-29,0.0,Annual,1.0,,0.0,,Unknown
502849,101035,17150.03,USD,2025-01-20,0.0,Annual,1.0,17150.03,0.0,17150.03,Low
502850,101035,17615.47,USD,2025-04-09,0.0,Annual,1.0,17615.47,0.0,17615.47,Low
502851,101036,14616.43,JOD,2021-05-13,0.0,Annual,1.41,20609.17,0.0,20609.17,Low
502852,101036,15943.89,USD,2022-03-02,0.0,Annual,1.0,15943.89,0.0,15943.89,Low
502853,101036,17397.97,USD,2022-08-13,0.0,Annual,1.0,17397.97,0.0,17397.97,Low
502854,101036,18058.31,USD,2023-01-07,0.0,Annual,1.0,18058.31,0.0,18058.31,Low
502855,101036,18694.78,USD,2023-05-26,0.0,Annual,1.0,18694.78,0.0,18694.78,Low
502856,101037,9887.87,USD,2019-12-05,-0.0,Annual,1.0,9887.87,-0.0,9887.87,Low
502857,101037,10160.66,USD,2020-05-26,0.0,Annual,1.0,10160.66,0.0,10160.66,Low
502858,101037,10977.0,USD,2021-08-24,0.0,Annual,1.0,10977.0,0.0,10977.0,Low
502859,101038,27461.93,JOD,2024-08-27,654.66,Annual,1.41,38721.32,923.07,38721.32,Medium
502860,101038,29531.24,USD,2024-12-07,3184.36,Annual,1.0,29531.24,3184.36,29531.24,Low
502861,101039,119060.43,JOD,2025-12-30,9047.03,Annual,1.41,167875.21,12756.31,167875.21,Executive
502862,101039,122842.0,USD,2026-01-12,14774.36,Annual,1.0,122842.0,14774.36,122842.0,Executive
502863,101039,132784.32,JOD,2026-03-20,13921.8,Annual,1.41,187225.89,19629.74,187225.89,Executive
502864,101040,115378.48,USD,2023-07-11,15608.5,Annual,1.0,115378.48,15608.5,115378.48,High
502865,101040,124065.19,JOD,2025-08-13,,Annual,1.41,174931.92,,174931.92,Executive
502866,101041,15656.1,JOD,2021-11-08,0.0,Annual,1.41,22075.1,0.0,22075.1,Low
502867,101041,16753.0,USD,2021-11-13,0.0,Annual,1.0,16753.0,0.0,16753.0,Low
502868,101041,18080.2,INR,2024-05-27,0.0,Annual,0.012,,0.0,,Unknown
502869,101041,19470.41,USD,2025-12-11,0.0,Annual,1.0,19470.41,0.0,19470.41,Low
502870,101042,15931.05,USD,2021-11-20,0.0,Annual,1.0,15931.05,0.0,15931.05,Low
502871,101043,80613.44,JOD,2019-10-23,13854.63,Annual,1.41,113664.95,19535.03,113664.95,High
502872,101044,18013.21,USD,2023-04-29,0.0,Monthly,1.0,18013.21,0.0,18013.21,Low
502873,101044,19013.27,USD,2023-10-26,0.0,Annual,1.0,19013.27,0.0,19013.27,Low
502874,101044,20729.6,USD,2024-10-03,0.0,Annual,1.0,20729.6,0.0,20729.6,Low
502875,101044,22260.49,USD,2024-12-21,0.0,Annual,1.0,22260.49,0.0,22260.49,Low
502876,101044,23707.34,USD,2025-03-06,0.0,Annual,1.0,23707.34,0.0,23707.34,Low
502877,101045,20749.67,USD,2023-07-26,0.0,Annual,1.0,20749.67,0.0,20749.67,Low
502878,101045,22650.77,USD,2023-12-08,0.0,Annual,1.0,22650.77,0.0,22650.77,Low
502879,101045,23973.7,AED,2024-05-23,0.0,Annual,0.27,6472.9,0.0,6472.9,Low
502880,101045,25703.0,USD,2024-06-16,0.0,Annual,1.0,25703.0,0.0,25703.0,Low
502881,101045,28120.38,USD,2024-09-23,0.0,Monthly,1.0,28120.38,0.0,28120.38,Low
502882,101046,34504.4,USD,2016-11-25,4058.8,Annual,1.0,34504.4,4058.8,34504.4,Medium
502883,101046,35920.57,USD,,918.95,Annual,1.0,35920.57,918.95,35920.57,Medium
502884,101047,12198.71,USD,2022-03-14,0.0,Monthly,1.0,12198.71,0.0,12198.71,Low
502885,101047,12916.13,USD,2026-04-29,0.0,Annual,1.0,12916.13,0.0,12916.13,Low
502886,101048,249859.57,USD,2019-10-09,3015.34,Annual,1.0,249859.57,3015.34,249859.57,Executive
502887,101049,77762.71,USD,2021-08-23,2077.25,Annual,1.0,77762.71,2077.25,77762.71,High
502888,101049,81744.39,USD,2022-04-23,11962.96,Annual,1.0,81744.39,11962.96,81744.39,High
502889,101050,20305.77,USD,2018-08-19,0.0,Monthly,1.0,20305.77,0.0,20305.77,Low
502890,101050,20847.98,USD,2018-09-19,0.0,Annual,1.0,20847.98,0.0,20847.98,Low
502891,101050,21652.27,USD,2021-03-15,0.0,Monthly,1.0,21652.27,0.0,21652.27,Low
502892,101050,22442.35,INR,2021-12-10,0.0,Annual,0.012,,0.0,,Unknown
502893,101050,23554.74,USD,2022-02-24,0.0,Annual,1.0,23554.74,0.0,23554.74,Low
502894,101051,63342.88,USD,2023-07-14,3165.57,Annual,1.0,63342.88,3165.57,63342.88,Medium
502895,101052,39158.46,USD,2024-07-27,1940.12,Monthly,1.0,39158.46,1940.12,39158.46,Medium
502896,101052,42464.03,USD,2026-02-27,6038.72,Monthly,1.0,42464.03,6038.72,42464.03,Medium
502897,101053,38541.0,USD,2018-04-30,6316.18,Annual,1.0,38541.0,6316.18,38541.0,Medium
502898,101053,39798.11,USD,2024-05-19,3610.57,Annual,1.0,39798.11,3610.57,39798.11,Medium
502899,101054,44978.94,USD,2024-04-12,7478.22,Annual,1.0,44978.94,7478.22,44978.94,Medium
502900,101054,48000.0,USD,2024-08-20,7225.73,Annual,1.0,48000.0,7225.73,48000.0,Medium
502901,101054,49952.45,USD,2024-08-24,6809.22,Annual,1.0,49952.45,6809.22,49952.45,Medium
502902,101055,64397.38,USD,2017-10-05,8249.22,Monthly,1.0,64397.38,8249.22,64397.38,Medium
502903,101055,66440.54,USD,2025-09-14,7549.52,Monthly,1.0,66440.54,7549.52,66440.54,Medium
502904,101055,71775.0,USD,2025-09-30,10674.5,Annual,1.0,71775.0,10674.5,71775.0,High
502905,101056,58903.59,AED,2024-11-24,8472.89,Annual,0.27,15903.97,2287.68,15903.97,Low
502906,101056,61338.0,USD,2025-12-14,1508.92,Annual,1.0,61338.0,1508.92,61338.0,Medium
502907,101057,73044.16,USD,2020-01-01,10458.58,Annual,1.0,73044.16,10458.58,73044.16,High
502908,101057,75000.0,JOD,2021-07-04,2477.57,Annual,1.41,105750.0,3493.37,105750.0,High
502909,101057,81153.37,USD,2021-09-08,13401.58,Annual,1.0,81153.37,13401.58,81153.37,High
502910,101057,87585.88,USD,2022-02-19,14017.74,Annual,1.0,87585.88,14017.74,87585.88,High
502911,101058,,USD,2022-09-15,4057.95,Annual,1.0,,4057.95,,Unknown
502912,101058,50127.0,JOD,2026-02-10,,Annual,1.41,70679.07,,70679.07,High
502913,101059,14134.32,USD,2019-09-02,0.0,Annual,1.0,14134.32,0.0,14134.32,Low
502914,101060,12795.38,AED,2019-10-27,0.0,Annual,0.27,,0.0,,Unknown
502915,101060,13440.08,USD,2019-12-01,0.0,Monthly,1.0,13440.08,0.0,13440.08,Low
502916,101060,14537.95,USD,2019-12-03,0.0,Annual,1.0,14537.95,0.0,14537.95,Low
502917,101061,14660.36,USD,2023-09-20,0.0,Annual,1.0,14660.36,0.0,14660.36,Low
502918,101061,15460.57,USD,2024-06-01,0.0,Monthly,1.0,15460.57,0.0,15460.57,Low
502919,101062,13162.78,USD,2016-01-06,0.0,Annual,1.0,13162.78,0.0,13162.78,Low
502920,101062,14338.37,USD,2019-08-26,0.0,Annual,1.0,14338.37,0.0,14338.37,Low
502921,101062,14734.16,USD,2021-04-04,0.0,Annual,1.0,14734.16,0.0,14734.16,Low
502922,101062,15543.74,USD,2021-08-10,0.0,Annual,1.0,15543.74,0.0,15543.74,Low
502923,101063,,USD,2024-04-29,0.0,Annual,1.0,,0.0,,Unknown
502924,101063,45655.83,USD,2026-04-14,0.0,Annual,1.0,45655.83,0.0,45655.83,Medium
502925,101064,18548.64,USD,2024-01-13,0.0,Annual,1.0,18548.64,0.0,18548.64,Low
502926,101064,19093.0,USD,2025-04-07,0.0,Annual,1.0,19093.0,0.0,19093.0,Low
502927,101064,20370.7,USD,2026-01-24,0.0,Annual,1.0,20370.7,0.0,20370.7,Low
502928,101065,38631.97,USD,2019-07-14,881.28,Annual,1.0,38631.97,881.28,38631.97,Medium
502929,101065,40633.78,USD,2019-08-05,5518.39,Annual,1.0,40633.78,5518.39,40633.78,Medium
502930,101066,43000.0,USD,2021-07-03,4551.4,Monthly,1.0,43000.0,4551.4,43000.0,Medium
502931,101066,224515.54,USD,2022-05-01,1228.97,Annual,1.0,224515.54,1228.97,224515.54,Executive
502932,101066,238796.48,USD,2025-06-10,7164.89,Annual,1.0,238796.48,7164.89,238796.48,Executive
502933,101066,248045.28,USD,2025-07-13,12958.89,Annual,1.0,248045.28,12958.89,248045.28,Executive
502934,101067,43488.3,USD,2023-11-04,1225.59,Annual,1.0,43488.3,1225.59,43488.3,Medium
502935,101067,45106.4,USD,2024-09-28,1097.95,Monthly,1.0,45106.4,1097.95,45106.4,Medium
502936,101067,,USD,2025-05-06,1799.45,Annual,1.0,,1799.45,,Unknown
502937,101067,49524.46,USD,2025-12-13,2880.2,Annual,1.0,49524.46,2880.2,49524.46,Medium
502938,101067,53802.71,USD,2025-12-26,,Monthly,1.0,53802.71,,53802.71,Medium
502939,101068,22843.15,USD,2023-02-01,0.0,Annual,1.0,22843.15,0.0,22843.15,Low
502940,101068,24247.51,JOD,2023-02-11,0.0,Annual,1.41,34188.99,0.0,34188.99,Medium
502941,101068,25184.58,USD,2023-03-30,0.0,Annual,1.0,25184.58,0.0,25184.58,Low
502942,101069,39517.39,USD,2015-07-29,4483.61,Annual,1.0,39517.39,4483.61,39517.39,Medium
502943,101069,42649.8,USD,2019-05-12,1513.85,Annual,1.0,42649.8,1513.85,42649.8,Medium
502944,101069,,USD,2021-06-20,3914.77,Annual,1.0,,3914.77,,Unknown
502945,101069,50000.0,USD,2026-01-24,,Annual,1.0,50000.0,,50000.0,Medium
502946,101070,23987.15,USD,2024-10-23,0.0,Annual,1.0,23987.15,0.0,23987.15,Low
502947,101071,32167.37,USD,2020-05-10,1519.08,Annual,1.0,32167.37,1519.08,32167.37,Medium
502948,101071,34000.0,USD,2021-03-26,2644.74,Annual,1.0,34000.0,2644.74,34000.0,Medium
502949,101071,37214.99,USD,2022-08-21,3455.64,Annual,1.0,37214.99,3455.64,37214.99,Medium
502950,101071,38710.95,INR,2026-04-30,6487.31,Annual,0.012,,77.85,,Unknown
502951,101072,29749.44,USD,2021-10-19,4836.2,Annual,1.0,29749.44,4836.2,29749.44,Low
502952,101072,31581.23,USD,2022-08-08,4249.95,Annual,1.0,31581.23,4249.95,31581.23,Medium
502953,101072,32437.8,INR,2025-07-28,5725.35,Annual,0.012,,68.7,,Unknown
502954,101072,35358.46,USD,2025-09-12,5676.74,Annual,1.0,35358.46,5676.74,35358.46,Medium
502955,101073,19711.24,USD,2022-10-24,0.0,Annual,1.0,19711.24,0.0,19711.24,Low
502956,101074,64155.97,USD,2019-07-07,6766.07,Annual,1.0,64155.97,6766.07,64155.97,Medium
502957,101074,67173.63,USD,2020-08-09,7949.52,Annual,1.0,67173.63,7949.52,67173.63,Medium
502958,101074,,USD,2023-02-20,11547.72,Annual,1.0,,11547.72,,Unknown
502959,101074,75652.87,INR,2025-09-20,11649.0,Annual,0.012,,139.79,,Unknown
502960,101074,78651.78,USD,2025-09-28,11127.95,Monthly,1.0,78651.78,11127.95,78651.78,High
502961,101075,33787.44,USD,2018-01-13,3302.2,Annual,1.0,33787.44,3302.2,33787.44,Medium
502962,101075,35564.34,USD,2020-02-20,5040.15,Annual,1.0,35564.34,5040.15,35564.34,Medium
502963,101076,16844.26,EGP,2024-04-15,0.0,Annual,0.021,,0.0,,Unknown
502964,101077,39309.63,EGP,2026-02-01,991.91,Annual,0.021,,20.83,,Unknown
502965,101077,41133.69,USD,2026-04-12,6408.45,Annual,1.0,41133.69,6408.45,41133.69,Medium
502966,101078,57143.1,USD,2022-02-08,0.0,Annual,1.0,57143.1,0.0,57143.1,Medium
502967,101078,59547.74,USD,2022-05-08,0.0,Annual,1.0,59547.74,0.0,59547.74,Medium
502968,101078,64807.29,JOD,2025-01-19,0.0,Annual,1.41,91378.28,0.0,91378.28,High
502969,101078,66513.98,USD,2025-04-29,0.0,Annual,1.0,66513.98,0.0,66513.98,Medium
502970,101079,13963.96,USD,2022-07-12,0.0,Annual,1.0,13963.96,0.0,13963.96,Low
502971,101080,50534.55,USD,2023-10-01,8133.91,Annual,1.0,50534.55,8133.91,50534.55,Medium
502972,101080,53054.87,USD,2024-07-22,9038.42,Annual,1.0,53054.87,9038.42,53054.87,Medium
502973,101081,48220.0,USD,2024-04-29,6975.07,Annual,1.0,48220.0,6975.07,48220.0,Medium
502974,101082,,USD,2025-10-22,0.0,Annual,1.0,,0.0,,Unknown
502975,101082,31426.76,USD,2026-01-17,0.0,Annual,1.0,31426.76,0.0,31426.76,Medium
502976,101082,32257.72,USD,2026-04-27,0.0,Monthly,1.0,32257.72,0.0,32257.72,Medium
502977,101083,2563.51,USD,2022-08-03,0.0,Annual,1.0,,0.0,,Unknown
502978,101083,2799.61,USD,2024-02-14,0.0,Annual,1.0,,0.0,,Unknown
502979,101083,353.0,JOD,2025-02-05,0.0,Annual,1.41,,0.0,,Unknown
502980,101084,70052.16,USD,2026-02-14,4016.69,Annual,1.0,70052.16,4016.69,70052.16,High
502981,101084,72566.34,AED,2026-02-28,1556.71,Monthly,0.27,19592.91,420.31,19592.91,Low
502982,101085,28000.0,USD,2021-07-07,0.0,Annual,1.0,28000.0,0.0,28000.0,Low
502983,101085,,JOD,2021-12-22,0.0,Annual,1.41,,0.0,,Unknown
502984,101085,33450.44,JOD,2024-08-09,0.0,Annual,1.41,47165.12,0.0,47165.12,Medium
502985,101085,34368.36,USD,2025-04-20,0.0,Annual,1.0,34368.36,0.0,34368.36,Medium
502986,101086,66843.44,AED,2018-12-25,10000.0,Annual,0.27,18047.73,2700.0,18047.73,Low
502987,101086,72843.28,USD,2019-06-28,2077.19,Annual,1.0,72843.28,2077.19,72843.28,High
502988,101086,79144.53,USD,2020-03-15,13832.25,Annual,1.0,79144.53,13832.25,79144.53,High
502989,101086,82200.11,USD,2021-05-18,13056.96,Annual,1.0,82200.11,13056.96,82200.11,High
502990,101086,88123.28,USD,2026-03-14,4093.81,Annual,1.0,88123.28,4093.81,88123.28,High
502991,101087,66394.36,USD,2026-02-15,2107.66,Annual,1.0,66394.36,2107.66,66394.36,Medium
502992,101088,44492.81,USD,2020-10-03,5762.69,Annual,1.0,44492.81,5762.69,44492.81,Medium
502993,101088,47350.94,USD,2021-05-27,3496.56,Annual,1.0,47350.94,3496.56,47350.94,Medium
502994,101088,49328.77,USD,2022-01-07,2645.25,Annual,1.0,49328.77,2645.25,49328.77,Medium
502995,101088,51095.41,USD,2022-11-01,7401.15,Annual,1.0,51095.41,7401.15,51095.41,Medium
502996,101088,54862.16,USD,2026-04-07,1737.6,Annual,1.0,54862.16,1737.6,54862.16,Medium
502997,101089,47262.29,USD,2023-12-18,1560.46,Annual,1.0,47262.29,1560.46,47262.29,Medium
502998,101089,49154.1,USD,2024-12-31,2116.46,Annual,1.0,49154.1,2116.46,49154.1,Medium
502999,101090,51344.46,USD,2025-12-03,6703.78,Monthly,1.0,51344.46,6703.78,51344.46,Medium
503000,101090,54337.74,USD,2025-12-31,4792.84,Annual,1.0,54337.74,4792.84,54337.74,Medium
503001,101091,41033.16,JOD,2015-03-06,7154.04,Annual,1.41,57856.76,10087.2,57856.76,Medium
503002,101091,42371.52,USD,2019-01-14,3861.99,Annual,1.0,42371.52,3861.99,42371.52,Medium
503003,101091,44905.08,USD,2019-02-04,7825.15,Annual,1.0,44905.08,7825.15,44905.08,Medium
503004,101091,46634.75,USD,2019-10-12,5173.95,Monthly,1.0,46634.75,5173.95,46634.75,Medium
503005,101091,48503.47,USD,2024-02-13,6510.43,Annual,1.0,48503.47,6510.43,48503.47,Medium
503006,101092,89971.68,USD,2024-02-15,9839.96,Monthly,1.0,89971.68,9839.96,89971.68,High
503007,101092,98449.57,AED,2024-08-20,17210.32,Annual,0.27,26581.38,4646.79,26581.38,Low
503008,101093,19407.15,USD,2025-02-12,0.0,Annual,1.0,19407.15,0.0,19407.15,Low
503009,101093,20547.61,AED,2026-01-05,0.0,Annual,0.27,5547.85,0.0,5547.85,Low
503010,101094,94740.77,USD,2025-05-01,11920.29,Annual,1.0,94740.77,11920.29,94740.77,High
503011,101094,99677.42,USD,2025-12-03,14175.98,Annual,1.0,99677.42,14175.98,99677.42,High
503012,101094,102304.99,USD,2026-01-25,10288.91,Annual,1.0,102304.99,10288.91,102304.99,High
503013,101095,27274.63,USD,2024-10-18,0.0,Annual,1.0,27274.63,0.0,27274.63,Low
503014,101096,,AED,2024-01-26,6803.83,Annual,0.27,,1837.03,,Unknown
503015,101097,28922.06,USD,2023-04-17,0.0,Monthly,1.0,28922.06,0.0,28922.06,Low
503016,101098,36665.2,USD,2022-08-17,0.0,Monthly,1.0,36665.2,0.0,36665.2,Medium
503017,101098,39966.77,JOD,2024-10-19,0.0,Annual,1.41,56353.15,0.0,56353.15,Medium
503018,101098,42074.66,USD,2024-10-24,0.0,Annual,1.0,42074.66,0.0,42074.66,Medium
503019,101098,45641.7,USD,2025-04-29,0.0,Monthly,1.0,45641.7,0.0,45641.7,Medium
503020,101098,48000.0,USD,2025-07-28,0.0,Monthly,1.0,48000.0,0.0,48000.0,Medium
503021,101099,42175.0,EGP,2020-08-12,1209.35,Annual,0.021,,25.4,,Unknown
503022,101099,43539.43,USD,2022-08-03,4195.29,Monthly,1.0,43539.43,4195.29,43539.43,Medium
503023,101099,46000.0,USD,2025-04-14,4343.15,Annual,1.0,46000.0,4343.15,46000.0,Medium
503024,101100,13089.28,USD,2023-04-20,0.0,Annual,1.0,13089.28,0.0,13089.28,Low
503025,101100,14013.74,AED,2023-04-29,0.0,Annual,0.27,,0.0,,Unknown
503026,101100,14998.86,USD,2025-06-21,0.0,Monthly,1.0,14998.86,0.0,14998.86,Low
503027,101101,91974.64,USD,2017-08-03,11809.7,Annual,1.0,91974.64,11809.7,91974.64,High
503028,101101,97323.34,INR,2017-09-19,11661.42,Monthly,0.012,,139.94,,Unknown
503029,101102,60046.21,USD,2020-04-10,7260.77,Annual,1.0,60046.21,7260.77,60046.21,Medium
503030,101102,65692.77,USD,2020-12-18,7194.51,Annual,1.0,65692.77,7194.51,65692.77,Medium
503031,101102,69941.3,USD,2022-12-13,2029.83,Annual,1.0,69941.3,2029.83,69941.3,Medium
503032,101102,72452.76,AED,2023-02-13,9712.37,Annual,0.27,19562.25,2622.34,19562.25,Low
503033,101103,12921.8,JOD,2025-12-19,0.0,Annual,1.41,18219.74,0.0,18219.74,Low
503034,101103,14131.05,JOD,2026-03-15,0.0,Annual,1.41,19924.78,0.0,19924.78,Low
503035,101104,39274.03,USD,2021-02-07,6448.12,Annual,1.0,39274.03,6448.12,39274.03,Medium
503036,101104,41126.54,USD,2021-08-26,1601.0,Annual,1.0,41126.54,1601.0,41126.54,Medium
503037,101104,43561.28,USD,2022-08-29,6237.94,Annual,1.0,43561.28,6237.94,43561.28,Medium
503038,101104,46550.62,USD,2022-12-26,7848.83,Annual,1.0,46550.62,7848.83,46550.62,Medium
503039,101104,48820.86,USD,2026-03-29,1877.0,Annual,1.0,48820.86,1877.0,48820.86,Medium
503040,101105,36976.0,USD,2018-10-29,2625.74,Annual,1.0,36976.0,2625.74,36976.0,Medium
503041,101105,39730.71,JOD,2022-01-22,1143.59,Annual,1.41,56020.3,1612.46,56020.3,Medium
503042,101106,70401.41,USD,2021-10-26,5518.13,Annual,1.0,70401.41,5518.13,70401.41,High
503043,101106,77057.11,JOD,2022-01-30,8138.86,Annual,1.41,108650.53,11475.79,108650.53,High
503044,101106,80229.37,USD,2022-02-17,5000.0,Annual,1.0,80229.37,5000.0,80229.37,High
503045,101106,86606.47,USD,2023-11-13,1877.89,Annual,1.0,86606.47,1877.89,86606.47,High
503046,101107,88043.55,USD,2020-02-11,8998.17,Annual,1.0,88043.55,8998.17,88043.55,High
503047,101107,94120.98,JOD,2023-06-14,6392.11,Annual,1.41,132710.58,9012.88,132710.58,Executive
503048,101107,102454.43,USD,2024-10-16,12081.0,Annual,1.0,102454.43,12081.0,102454.43,High
503049,101107,107870.86,USD,2026-04-02,12400.23,Annual,1.0,107870.86,12400.23,107870.86,High
503050,101108,26919.54,USD,2016-07-13,0.0,Monthly,1.0,26919.54,0.0,26919.54,Low
503051,101108,135493.7,USD,2020-11-18,0.0,Annual,1.0,135493.7,0.0,135493.7,Executive
503052,101108,146028.3,EGP,2024-04-04,0.0,Annual,0.021,,0.0,,Unknown
503053,101108,152565.08,AED,2026-02-13,0.0,Annual,0.27,41192.57,0.0,41192.57,Medium
503054,101109,40003.21,USD,2022-04-17,5368.42,Annual,1.0,40003.21,5368.42,40003.21,Medium
503055,101109,43579.46,USD,2024-07-09,6752.6,Annual,1.0,43579.46,6752.6,43579.46,Medium
503056,101109,47173.51,USD,2024-07-23,5926.79,Annual,1.0,47173.51,5926.79,47173.51,Medium
503057,101109,,USD,2024-10-09,6700.71,Annual,1.0,,6700.71,,Unknown
503058,101110,16135.93,USD,2015-02-15,0.0,Annual,1.0,16135.93,0.0,16135.93,Low
503059,101111,72448.47,USD,2020-05-24,3503.98,Annual,1.0,72448.47,3503.98,72448.47,High
503060,101111,76235.36,USD,2020-12-27,7754.7,Monthly,1.0,76235.36,7754.7,76235.36,High
503061,101111,78205.99,AED,2021-06-27,9471.55,Annual,0.27,21115.62,2557.32,21115.62,Low
503062,101111,10025.71,USD,2023-04-02,8179.02,Annual,1.0,10025.71,8179.02,10025.71,Low
503063,101111,10637.01,USD,2024-10-22,682.61,Annual,1.0,10637.01,682.61,10637.01,Low
503064,101112,16959.08,USD,2019-10-10,0.0,Annual,1.0,16959.08,0.0,16959.08,Low
