review_id,employee_id,review_date,performance_score,manager_score,goals_met_percentage,promotion_recommended,reviewer_id,performance_category
702469,101026,2025-04-20,2.14,1.72,60.3,False,100638,Low Performer
702470,101026,2025-12-25,2.58,2.07,85.5,False,100638,Meets Expectations
702471,101027,2025-02-22,3.79,3.32,68.0,False,100311,Strong Performer
702472,101027,2025-07-01,3.74,3.77,60.6,False,100311,Strong Performer
702473,101027,2025-07-03,4.88,4.57,,True,100311,High Performer
702474,101027,2026-02-05,4.79,5.0,,False,100311,High Performer
702475,101029,2022-10-10,4.15,3.51,74.1,True,100382,Strong Performer
702476,101029,2023-10-04,3.34,3.18,72.7,False,100382,Meets Expectations
702477,101030,2022-07-09,3.0,2.78,74.0,False,100789,Meets Expectations
702478,101030,2023-01-07,3.61,3.64,64.1,False,100789,Strong Performer
702479,101030,2023-04-07,3.65,3.99,89.2,False,100789,Strong Performer
702480,101030,2025-04-10,3.1,2.28,61.1,False,100789,Meets Expectations
702481,101031,2021-04-20,2.98,3.56,50.5,False,100249,Meets Expectations
702482,101031,2025-05-02,2.25,2.01,47.0,False,100249,Low Performer
702483,101031,2026-03-15,2.45,2.14,56.7,False,100249,Low Performer
702484,101032,2024-08-21,3.12,2.9,54.6,False,100174,Meets Expectations
702485,101033,2021-12-09,3.87,3.59,90.5,False,100242,Strong Performer
702486,101033,2022-08-09,3.85,3.79,77.6,False,100242,Strong Performer
702487,101035,2024-05-15,2.85,3.87,47.6,False,100675,Meets Expectations
702488,101036,2021-06-02,2.18,1.15,23.7,False,100740,Low Performer
702489,101036,2021-02-12,2.59,3.45,56.1,False,100740,Meets Expectations
702490,101036,2022-03-15,1.85,,20.1,False,100740,Low Performer
702491,101036,2023-11-14,1.69,1.37,22.2,False,100740,Low Performer
702492,101037,2021-05-28,3.51,2.73,86.1,False,100039,Strong Performer
702493,101038,2025-05-20,3.71,2.76,70.4,False,100462,Strong Performer
702494,101038,2025-11-20,3.58,3.32,75.3,False,100462,Strong Performer
702495,101039,2025-02-14,4.24,3.79,69.0,True,100327,Strong Performer
702496,101039,2025-03-14,4.83,4.68,96.9,False,100327,High Performer
702497,101039,2025-04-05,4.4,4.33,93.5,False,100327,Strong Performer
702498,101039,2025-08-05,3.94,3.7,66.7,True,100327,Strong Performer
702499,101040,2022-04-18,5.0,4.14,,False,100892,High Performer
702500,101040,2023-07-20,4.66,4.42,94.8,True,100892,High Performer
702501,101040,2025-01-03,4.8,4.86,,False,100892,High Performer
702502,101041,2022-04-18,4.97,4.06,,True,100770,High Performer
702503,101041,2022-09-09,4.41,4.14,69.2,True,100770,Strong Performer
702504,101041,2024-02-21,5.0,4.57,94.3,True,100770,High Performer
702505,101042,2021-11-15,3.73,3.53,82.8,False,100105,Strong Performer
702506,101042,2022-05-05,3.7,3.96,49.0,False,101142,Strong Performer
702507,101043,2021-02-20,3.57,4.43,55.1,False,100055,Strong Performer
702508,101043,2023-12-13,3.1,2.7,53.9,False,100055,Meets Expectations
702509,101043,2025-03-21,3.08,2.57,64.0,False,100055,Meets Expectations
702510,101044,2026-04-15,4.03,3.02,90.9,False,100271,Strong Performer
702511,101045,2023-10-23,3.3,2.86,66.6,False,100968,Meets Expectations
702512,101045,,3.59,3.58,69.1,False,100968,Strong Performer
702513,101046,2024-11-14,3.9,3.76,70.8,False,100289,Strong Performer
702514,101046,2025-02-10,3.57,3.25,65.3,False,100289,Strong Performer
702515,101047,2021-06-03,2.39,2.47,52.2,False,100422,Low Performer
702516,101047,2022-08-13,2.67,2.13,72.4,False,100422,Meets Expectations
702517,101047,2023-05-06,2.22,1.81,34.8,False,100422,Low Performer
702518,101047,2023-08-09,3.1,3.29,45.6,False,100422,Meets Expectations
702519,101048,2023-08-15,3.51,3.71,65.0,False,100481,Strong Performer
702520,101048,2025-11-12,3.46,3.88,59.6,False,100481,Meets Expectations
702521,101048,2026-01-30,3.97,4.55,,True,100481,Strong Performer
702522,101049,2024-03-01,2.83,2.39,74.2,False,100532,Meets Expectations
702523,101049,2024-03-03,3.29,3.02,88.3,False,100532,Meets Expectations
702524,101049,2025-01-08,3.38,2.83,67.4,False,100532,Meets Expectations
702525,101049,2025-03-23,3.53,2.93,62.2,False,100532,Strong Performer
702526,101050,2024-04-09,3.67,4.35,79.3,False,100960,Strong Performer
702527,101050,2025-02-02,3.64,3.6,79.0,False,100707,Strong Performer
702528,101050,2025-02-19,3.28,3.87,52.1,False,100644,Meets Expectations
702529,101051,2023-07-13,4.39,4.66,92.3,True,101411,Strong Performer
702530,101051,2024-08-23,3.74,3.77,98.1,False,100803,Strong Performer
702531,101051,2025-06-24,3.88,3.34,73.1,False,101108,Strong Performer
702532,101052,2022-08-03,3.66,3.5,76.3,False,100927,Strong Performer
702533,101052,2023-11-20,2.98,3.23,66.1,False,100927,Meets Expectations
702534,101052,2025-09-10,4.03,4.4,,False,100927,Strong Performer
702535,101053,2022-05-05,3.11,2.67,67.3,False,100416,Meets Expectations
702536,101053,2023-11-08,3.63,,85.2,False,100416,Strong Performer
702537,101054,2024-12-16,3.72,3.52,76.7,False,101043,Strong Performer
702538,101054,2025-02-09,5.0,4.83,,False,101043,High Performer
702539,101054,2025-07-16,4.91,5.0,,False,101043,High Performer
702540,101055,2021-12-27,3.77,4.34,86.0,False,100437,Strong Performer
702541,101056,2023-09-29,2.73,2.8,58.0,False,101547,Meets Expectations
702542,101057,2021-06-12,,3.58,84.1,False,100913,Unknown
702543,101057,2021-12-10,4.51,4.26,,True,100913,High Performer
702544,101057,2023-07-26,5.0,4.44,81.6,True,100913,High Performer
702545,101057,2024-01-23,5.0,4.57,76.1,True,100913,High Performer
702546,101058,2024-02-08,3.53,4.05,77.7,False,100532,Strong Performer
702547,101058,2026-03-12,3.35,3.45,59.1,False,100532,Meets Expectations
702548,101058,2026-04-03,3.3,2.5,65.7,False,100532,Meets Expectations
702549,101059,2024-03-31,,2.5,63.9,False,100693,Unknown
702550,101059,2025-10-07,2.99,2.34,79.7,False,100316,Meets Expectations
702551,101060,2022-09-06,2.51,2.22,23.1,False,100146,Meets Expectations
702552,101060,2023-02-22,2.67,3.32,58.6,False,100146,Meets Expectations
702553,101060,2023-07-09,3.06,2.6,54.4,False,100146,Meets Expectations
702554,101061,2022-08-14,3.34,3.5,78.2,False,101028,Meets Expectations
702555,101062,2023-10-26,4.89,4.92,,True,100286,High Performer
702556,101063,2024-12-04,3.03,3.24,57.7,False,100585,Meets Expectations
702557,101063,2025-03-13,3.6,4.27,65.9,False,100585,Strong Performer
702558,101063,2025-04-27,2.7,3.89,79.0,False,100585,Meets Expectations
702559,101063,2025-07-29,2.9,3.16,43.8,False,100585,Meets Expectations
702560,101064,2024-10-02,4.11,4.58,76.5,True,100208,Strong Performer
702561,101064,2025-01-13,4.42,4.74,93.9,True,100208,Strong Performer
702562,101064,2025-07-17,3.78,3.41,81.2,False,100208,Strong Performer
702563,101066,2023-03-04,3.96,3.6,83.3,False,101594,Strong Performer
702564,101066,2025-01-13,3.77,3.36,93.2,False,101194,Strong Performer
702565,101066,2025-12-30,3.51,3.38,88.8,False,100270,Strong Performer
702566,101067,2026-01-05,3.92,3.49,69.6,True,100599,Strong Performer
702567,101068,2024-01-24,4.67,3.74,,False,101028,High Performer
702568,101069,2024-07-24,4.64,3.1,98.5,False,100220,High Performer
702569,101070,2024-07-23,4.05,5.0,90.3,False,100979,Strong Performer
702570,101070,2024-10-10,3.9,3.52,89.9,True,100979,Strong Performer
702571,101071,2023-11-19,4.06,3.8,99.1,True,100226,Strong Performer
702572,101071,2025-10-01,4.61,5.0,,True,100226,High Performer
702573,101072,2022-12-03,2.37,2.77,55.9,False,100122,Low Performer
702574,101072,2024-02-16,2.61,3.24,50.7,False,100122,Meets Expectations
702575,101072,2026-02-17,2.41,2.05,53.3,False,100122,Low Performer
702576,101073,2022-11-23,2.51,2.57,28.2,False,100513,Meets Expectations
702577,101074,2026-01-08,3.03,2.83,68.2,False,100558,Meets Expectations
702578,101076,2021-05-14,4.48,4.72,,True,101056,Strong Performer
702579,101076,2022-10-21,3.46,3.61,77.1,False,101056,Meets Expectations
702580,101076,2023-04-12,3.16,2.88,70.3,False,101056,Meets Expectations
702581,101076,2024-04-29,4.34,3.62,63.3,True,101056,Strong Performer
702582,101077,2026-04-22,2.86,2.84,33.7,False,100347,Meets Expectations
702583,101078,2023-10-08,3.89,3.41,75.1,False,100032,Strong Performer
702584,101078,2026-02-15,3.5,3.47,71.1,False,101589,Strong Performer
702585,101079,2022-03-25,2.79,2.89,39.8,False,100422,Meets Expectations
702586,101079,2023-01-28,2.58,1.93,67.9,False,100422,Meets Expectations
702587,101079,2026-02-23,2.58,2.19,47.7,False,100422,Meets Expectations
702588,101080,2025-02-18,3.33,3.21,81.9,False,100896,Meets Expectations
702589,101081,2025-02-17,2.52,3.3,,False,100107,Meets Expectations
702590,101082,2024-10-13,3.36,4.1,92.4,False,100784,Meets Expectations
702591,101082,2025-11-22,3.05,2.74,53.3,False,100784,Meets Expectations
702592,101083,2025-08-29,3.16,3.09,78.1,False,100915,Meets Expectations
702593,101085,2024-06-23,3.62,3.84,78.1,False,100115,Strong Performer
702594,101086,2021-08-18,5.0,4.68,,False,100087,High Performer
702595,101087,2023-05-25,4.04,3.76,80.7,False,100664,Strong Performer
702596,101087,2023-10-15,3.9,4.06,84.6,True,100664,Strong Performer
702597,101088,2021-03-27,4.09,4.33,72.2,True,100651,Strong Performer
702598,101089,2024-10-09,3.39,3.66,56.4,False,100291,Meets Expectations
702599,101089,2025-03-06,3.66,3.94,72.8,False,101275,Strong Performer
702600,101089,2025-06-03,4.23,4.31,92.5,False,100356,Strong Performer
702601,101090,2026-02-20,3.06,3.5,68.6,False,100527,Meets Expectations
702602,101090,2026-03-15,2.91,3.7,44.3,False,100527,Meets Expectations
702603,101090,2026-03-30,3.97,4.83,85.6,False,100527,Strong Performer
702604,101090,2026-04-16,3.86,3.92,,False,100527,Strong Performer
702605,101091,2021-03-12,3.25,3.37,58.4,False,100513,Meets Expectations
702606,101091,2021-10-11,3.62,3.35,62.7,False,100513,Strong Performer
702607,101092,2024-11-17,4.17,3.84,63.4,True,100376,Strong Performer
702608,101092,2025-11-24,4.28,4.72,70.9,True,100376,Strong Performer
702609,101092,2026-03-09,3.89,3.96,90.8,False,100376,Strong Performer
702610,101093,2023-04-19,2.88,2.62,97.0,False,100488,Meets Expectations
702611,101093,2024-09-29,3.12,3.3,87.0,False,100488,Meets Expectations
702612,101093,2025-11-12,2.79,3.69,75.6,False,100488,Meets Expectations
702613,101094,2024-02-19,3.83,2.66,,True,101417,Strong Performer
702614,101094,2024-12-30,3.57,3.21,88.5,False,101556,Strong Performer
702615,101094,2025-08-19,3.74,3.98,93.2,False,100597,Strong Performer
702616,101094,2026-02-09,3.18,3.11,51.7,False,101164,Meets Expectations
702617,101095,2026-04-18,3.43,3.82,88.5,False,101535,Meets Expectations
702618,101096,2021-08-05,3.49,3.48,62.3,False,100891,Meets Expectations
702619,101096,2023-10-17,4.25,4.13,97.3,False,100062,Strong Performer
702620,101096,2024-09-28,4.18,3.56,74.0,False,100511,Strong Performer
702621,101097,2021-08-30,4.05,,69.7,True,100678,Strong Performer
702622,101097,2022-07-13,4.01,3.6,91.2,True,100678,Strong Performer
702623,101097,2024-09-22,4.05,4.1,81.5,True,100678,Strong Performer
702624,101098,2022-08-30,,,54.5,False,100013,Unknown
702625,101098,2025-07-28,2.94,2.37,39.8,False,100013,Meets Expectations
702626,101099,2024-03-15,3.18,3.02,45.1,False,100319,Meets Expectations
702627,101100,2022-03-06,3.93,4.36,,True,100161,Strong Performer
702628,101100,2024-01-22,3.44,3.4,89.8,False,100161,Meets Expectations
702629,101100,2025-10-11,3.38,3.58,79.8,False,100161,Meets Expectations
702630,101101,2021-01-23,4.01,3.69,68.5,False,100658,Strong Performer
702631,101101,2021-02-08,4.28,3.75,89.2,False,100658,Strong Performer
702632,101102,2022-05-24,2.75,1.67,64.3,False,100726,Meets Expectations
702633,101104,2021-04-14,3.8,4.25,69.5,False,100942,Strong Performer
702634,101104,2023-12-07,3.87,3.93,78.6,False,100942,Strong Performer
702635,101104,2025-02-07,3.16,2.63,53.1,False,100942,Meets Expectations
702636,101104,2026-01-29,3.63,2.92,89.4,False,100942,Strong Performer
702637,101105,2023-03-26,3.6,3.06,84.5,False,100693,Strong Performer
702638,101106,2022-07-24,4.8,4.43,97.6,False,100188,High Performer
702639,101106,2025-06-18,4.09,4.13,,True,100188,Strong Performer
702640,101107,2022-02-23,2.61,2.43,40.9,False,100497,Meets Expectations
702641,101108,2022-04-28,3.15,2.94,61.4,False,100536,Meets Expectations
702642,101108,2024-05-27,2.75,2.48,37.6,False,100536,Meets Expectations
702643,101108,2025-01-22,3.52,3.33,82.4,False,100536,Strong Performer
702644,101108,2025-10-12,2.98,2.85,72.0,False,100536,Meets Expectations
702645,101109,2022-08-24,3.22,2.42,64.9,False,101411,Meets Expectations
702646,101109,2026-01-20,3.19,3.09,73.5,False,101745,Meets Expectations
702647,101110,2025-10-30,3.35,3.84,60.2,False,100282,Meets Expectations
702648,101111,2024-08-30,3.86,3.68,85.7,True,100390,Strong Performer
702649,101112,2023-04-01,3.01,3.18,76.5,False,100763,Meets Expectations
702650,101112,2023-07-18,3.31,2.51,58.9,False,100763,Meets Expectations
702651,101112,2024-03-23,2.38,3.49,62.7,False,100763,Low Performer
702652,101112,2024-11-24,2.86,2.44,50.5,False,100763,Meets Expectations
702653,101114,2024-12-15,2.75,2.7,56.3,False,100244,Meets Expectations
702654,101115,2023-10-11,4.55,4.31,66.8,False,100106,High Performer
702655,101115,2024-08-01,4.11,3.37,89.5,False,101046,Strong Performer
702656,101115,2024-09-23,3.22,2.83,41.1,False,100040,Meets Expectations
702657,101117,2024-06-11,4.33,4.32,96.3,False,101849,Strong Performer
702658,101117,2024-06-22,3.6,3.62,56.4,False,100445,Strong Performer
702659,101117,2024-10-22,3.9,3.75,,False,101791,Strong Performer
702660,101118,2023-06-20,4.32,3.56,65.3,True,100016,Strong Performer
702661,101118,2026-03-01,4.27,4.02,,True,100016,Strong Performer
702662,101119,2024-08-03,3.18,2.18,60.0,False,100056,Meets Expectations
702663,101119,2025-02-03,3.13,3.14,61.4,False,100056,Meets Expectations
702664,101119,2025-03-26,2.33,2.38,40.5,False,100056,Low Performer
702665,101119,2025-11-21,2.5,2.36,54.7,False,100056,Meets Expectations
702666,101120,2024-11-14,3.4,3.93,71.1,False,100938,Meets Expectations
702667,101120,2025-06-30,3.58,4.34,71.9,False,101653,Strong Performer
702668,101120,2025-04-11,4.08,4.0,70.0,False,100501,Strong Performer
702669,101121,2024-03-11,3.96,4.06,67.2,False,100184,Strong Performer
702670,101122,2023-05-15,3.03,2.87,70.4,False,100063,Meets Expectations
702671,101122,2023-08-07,3.02,3.28,55.0,False,100063,Meets Expectations
702672,101122,2025-01-09,3.29,2.75,70.4,False,100063,Meets Expectations
702673,101122,2026-03-13,3.1,3.39,57.1,False,100063,Meets Expectations
702674,101123,2023-07-23,2.76,2.98,35.6,False,100467,Meets Expectations
702675,101123,2024-07-20,2.86,3.36,37.9,False,100467,Meets Expectations
702676,101123,2024-09-19,3.65,4.01,43.2,False,100467,Strong Performer
702677,101123,2025-08-22,3.54,3.6,70.3,False,100467,Strong Performer
702678,101126,2025-10-02,2.72,2.36,49.8,False,101033,Meets Expectations
702679,101126,2025-10-09,2.38,2.59,33.6,False,101033,Low Performer
702680,101126,2025-10-23,2.98,3.04,55.3,False,101033,Meets Expectations
702681,101127,2023-05-07,2.3,1.39,34.3,False,100648,Low Performer
702682,101127,2023-07-07,2.97,3.19,50.7,False,100648,Meets Expectations
702683,101127,2025-09-12,2.29,1.4,62.3,False,100648,Low Performer
702684,101127,2025-09-24,2.43,2.36,30.6,False,100648,Low Performer
702685,101128,2025-07-05,4.47,4.57,,False,100858,Strong Performer
702686,101129,2021-05-26,2.97,3.17,72.0,False,100446,Meets Expectations
702687,101129,2021-07-12,2.97,2.1,46.8,False,100195,Meets Expectations
702688,101129,2022-10-22,3.69,3.82,56.3,False,100154,Strong Performer
702689,101129,2025-10-08,3.19,2.86,57.1,False,100680,Meets Expectations
702690,101130,2021-07-13,3.64,4.16,79.8,False,101326,Strong Performer
702691,101131,2024-03-24,3.81,3.89,74.1,True,100289,Strong Performer
702692,101131,2024-10-31,2.93,3.83,62.6,False,100289,Meets Expectations
702693,101131,2025-06-02,3.35,2.46,46.2,False,100289,Meets Expectations
702694,101131,2026-04-30,3.3,3.72,66.1,False,100289,Meets Expectations
702695,101132,2022-09-05,3.73,3.95,93.7,False,100089,Strong Performer
702696,101132,2023-07-16,4.32,4.53,94.8,False,100089,Strong Performer
702697,101132,2024-01-13,3.59,3.24,77.2,False,100089,Strong Performer
702698,101132,2025-03-09,4.18,4.54,84.3,False,100089,Strong Performer
702699,101133,2025-01-18,4.15,,83.8,False,100305,Strong Performer
702700,101133,2025-06-27,4.42,4.72,,True,100305,Strong Performer
702701,101133,2025-09-06,4.31,3.9,74.3,False,100305,Strong Performer
702702,101134,2024-09-05,4.31,4.55,89.4,True,100031,Strong Performer
702703,101134,2025-03-11,4.52,5.0,,True,100936,High Performer
702704,101134,2025-05-12,4.46,3.8,81.4,False,101633,Strong Performer
702705,101135,2025-11-20,3.5,3.86,49.1,False,101006,Strong Performer
702706,101136,2026-02-02,3.21,3.07,55.3,False,100773,Meets Expectations
702707,101136,2026-03-27,3.57,3.21,73.1,False,100773,Strong Performer
702708,101137,2023-06-27,3.92,3.59,91.3,False,100587,Strong Performer
702709,101137,2023-11-17,4.36,3.83,94.3,False,100587,Strong Performer
702710,101137,2025-06-16,4.02,4.36,86.8,False,100587,Strong Performer
702711,101138,2024-08-10,2.91,2.6,85.2,False,101057,Meets Expectations
702712,101139,2024-12-04,4.76,5.0,,False,100721,High Performer
702713,101139,,4.33,4.51,73.1,False,100721,Strong Performer
702714,101139,2025-12-03,4.34,3.8,88.2,True,100721,Strong Performer
702715,101140,2021-11-03,3.06,2.47,72.4,False,100552,Meets Expectations
702716,101141,2025-11-12,4.32,3.66,94.5,False,100978,Strong Performer
702717,101141,2026-01-03,3.58,3.49,74.1,False,100978,Strong Performer
702718,101142,2021-02-15,2.73,2.81,60.3,False,100789,Meets Expectations
702719,101142,2021-04-15,2.89,2.77,87.8,False,100789,Meets Expectations
702720,101142,2021-05-17,2.85,3.24,62.9,False,100789,Meets Expectations
702721,101142,2021-08-05,2.64,2.56,60.9,False,100789,Meets Expectations
702722,101143,2023-02-04,2.76,2.64,54.7,False,100529,Meets Expectations
702723,101144,2024-11-26,4.62,4.59,96.9,True,100882,High Performer
702724,101144,2025-01-19,5.0,4.18,,False,100882,High Performer
702725,101144,2025-05-12,4.46,4.49,87.8,False,100882,Strong Performer
702726,101145,2022-03-27,3.78,4.11,78.3,False,100184,Strong Performer
702727,101145,2022-05-16,4.15,3.58,87.2,False,100184,Strong Performer
702728,101145,2024-10-17,3.83,3.82,76.2,True,100184,Strong Performer
702729,101146,2021-06-14,4.85,4.58,73.8,True,100257,High Performer
702730,101146,2023-03-20,4.73,5.0,,False,100257,High Performer
702731,101146,2024-01-04,4.94,4.72,,True,100257,High Performer
702732,101148,2025-06-08,3.78,4.26,59.3,False,100389,Strong Performer
702733,101148,2026-03-05,4.08,3.91,,True,100389,Strong Performer
702734,101149,2025-12-22,2.49,2.87,57.9,False,100942,Low Performer
702735,101149,2026-03-30,2.24,2.35,31.4,False,100942,Low Performer
702736,101150,2024-11-16,2.4,3.11,45.0,False,100978,Low Performer
702737,101150,2025-06-06,2.36,2.45,48.7,False,100978,Low Performer
702738,101151,2026-01-15,2.85,3.87,71.6,False,100402,Meets Expectations
702739,101151,2026-02-05,3.13,3.85,66.3,False,100402,Meets Expectations
702740,101151,2026-02-26,3.21,3.44,67.7,False,100402,Meets Expectations
702741,101152,2023-06-24,3.94,3.47,76.0,True,100363,Strong Performer
702742,101153,2022-10-15,4.09,3.9,83.7,False,100217,Strong Performer
702743,101153,2024-01-14,3.98,3.91,96.8,True,100217,Strong Performer
702744,101153,2024-04-11,4.24,4.02,88.7,False,100217,Strong Performer
702745,101153,2024-10-30,3.24,3.28,66.4,False,100217,Meets Expectations
702746,101154,2021-01-29,3.38,2.98,81.7,False,101039,Meets Expectations
702747,101154,2021-05-26,3.36,4.21,63.0,False,101039,Meets Expectations
702748,101154,2024-12-27,3.56,3.54,69.8,False,101039,Strong Performer
702749,101155,2022-07-12,4.52,4.68,77.6,False,100586,High Performer
702750,101155,2023-02-04,4.52,4.55,90.0,False,100586,High Performer
702751,101156,2026-04-02,3.34,3.51,63.5,False,100536,Meets Expectations
702752,101156,2026-04-12,3.51,3.23,61.0,False,100536,Strong Performer
702753,101156,2026-04-17,3.41,3.49,62.9,False,100536,Meets Expectations
702754,101156,2026-04-23,3.77,3.25,81.7,False,100536,Strong Performer
702755,101157,2025-10-31,3.0,2.51,66.7,False,100271,Meets Expectations
702756,101158,2023-12-18,4.1,3.82,84.4,True,100224,Strong Performer
702757,101158,2025-11-29,4.08,3.82,86.3,False,100224,Strong Performer
702758,101159,2022-01-25,2.75,3.24,73.0,False,100210,Meets Expectations
702759,101160,2022-06-21,2.58,1.65,83.9,False,100813,Meets Expectations
702760,101160,2025-08-20,2.0,1.45,36.2,False,100813,Low Performer
702761,101161,2021-12-15,2.45,2.59,67.0,False,100560,Low Performer
702762,101161,2025-12-15,2.57,2.55,49.5,False,100560,Meets Expectations
702763,101162,2021-08-31,4.35,4.37,96.4,True,100402,Strong Performer
702764,101162,2024-09-06,3.77,3.74,90.9,False,100402,Strong Performer
702765,101163,2021-06-09,3.52,3.9,65.1,False,100226,Strong Performer
702766,101163,2021-11-13,3.9,3.13,64.7,True,100226,Strong Performer
702767,101163,2024-02-20,3.59,4.06,71.3,False,100226,Strong Performer
702768,101164,2024-08-13,4.39,3.88,,True,101521,Strong Performer
702769,101164,2026-11-01,4.86,4.67,91.5,False,100740,High Performer
702770,101165,2022-06-10,2.58,2.25,46.2,False,101089,Meets Expectations
702771,101165,2025-09-27,2.7,2.83,59.5,False,101089,Meets Expectations
702772,101166,2021-02-05,2.45,2.0,50.4,False,100615,Low Performer
702773,101166,2021-08-14,3.51,2.67,80.3,False,100615,Strong Performer
702774,101166,2021-10-19,2.82,2.83,58.6,False,100615,Meets Expectations
702775,101167,2023-09-16,3.38,2.81,90.2,False,100197,Meets Expectations
702776,101167,2025-06-15,3.35,3.27,62.6,False,100197,Meets Expectations
702777,101167,2025-11-10,3.68,3.44,89.1,False,100197,Strong Performer
702778,101168,2024-06-26,4.0,4.23,94.1,True,100013,Strong Performer
702779,101168,2024-11-24,4.52,4.33,87.8,True,100013,High Performer
702780,101168,2024-12-13,4.21,3.46,72.5,True,100013,Strong Performer
702781,101168,2025-07-12,4.18,4.76,68.2,True,100013,Strong Performer
702782,101169,2022-08-03,4.29,4.34,,False,101019,Strong Performer
702783,101169,2022-12-08,3.85,3.97,82.7,False,101373,Strong Performer
702784,101169,2024-07-17,4.12,4.07,,True,100979,Strong Performer
702785,101170,2024-01-18,4.01,4.3,76.4,False,100010,Strong Performer
702786,101171,2022-05-30,4.4,4.84,99.9,False,100999,Strong Performer
702787,101172,2025-08-15,,3.14,50.2,False,100132,Unknown
702788,101172,2026-02-28,3.12,3.08,57.7,False,100132,Meets Expectations
702789,101173,2023-01-20,3.67,3.86,61.4,False,100021,Strong Performer
702790,101173,2026-04-14,3.2,2.89,58.6,False,100021,Meets Expectations
702791,101174,2022-04-06,3.52,3.68,64.4,False,100351,Strong Performer
702792,101174,,3.59,3.71,81.1,False,100351,Strong Performer
702793,101175,2025-02-21,2.32,1.54,40.9,False,101717,Low Performer
702794,101175,2025-09-03,2.19,1.24,37.5,False,101590,Low Performer
702795,101176,2023-04-20,2.69,2.26,,False,100164,Meets Expectations
702796,101177,2026-01-23,4.19,3.18,74.0,True,100822,Strong Performer
702797,101177,2026-04-14,3.98,,97.2,True,100822,Strong Performer
702798,101178,2021-08-12,3.04,3.25,68.2,False,100678,Meets Expectations
702799,101179,2021-07-30,4.79,5.0,96.6,False,100056,High Performer
702800,101179,2022-07-01,4.4,4.18,78.6,False,100056,Strong Performer
702801,101180,2023-10-14,4.2,4.78,89.3,True,100693,Strong Performer
702802,101180,2024-11-14,3.97,,79.8,True,100693,Strong Performer
702803,101180,2024-12-27,3.43,4.02,52.3,False,100693,Meets Expectations
702804,101180,2025-02-15,4.23,3.18,85.9,True,100693,Strong Performer
702805,101181,2025-12-09,3.5,3.01,72.4,False,100931,Strong Performer
702806,101182,2023-02-16,3.05,3.32,49.4,False,100770,Meets Expectations
702807,101183,2022-01-24,3.92,4.63,89.9,False,101427,Strong Performer
702808,101183,2022-09-28,4.04,3.91,97.2,False,101056,Strong Performer
702809,101183,2023-02-16,4.2,4.02,78.2,False,101096,Strong Performer
702810,101183,2023-10-29,3.86,4.21,64.2,True,100001,Strong Performer
702811,101185,2024-02-09,3.21,3.28,71.4,False,100908,Meets Expectations
702812,101186,2024-07-10,3.03,2.97,59.2,False,100638,Meets Expectations
702813,101186,2025-01-19,3.0,3.04,,False,100638,Meets Expectations
702814,101187,2024-04-13,4.52,4.75,79.1,False,100177,High Performer
702815,101187,2024-07-20,4.5,4.46,,True,100177,High Performer
702816,101187,2024-07-23,4.28,3.97,74.5,False,100177,Strong Performer
702817,101187,2024-12-01,4.67,4.51,70.1,True,100177,High Performer
702818,101189,2022-11-02,4.44,4.49,63.0,True,100928,Strong Performer
702819,101189,2023-09-01,4.08,3.77,75.6,True,100928,Strong Performer
702820,101189,2023-12-18,4.63,5.0,98.3,False,100928,High Performer
702821,101189,2025-01-21,4.75,4.24,,False,100928,High Performer
702822,101190,2021-03-16,3.25,3.15,67.7,False,100901,Meets Expectations
702823,101191,2023-11-11,2.89,3.0,45.3,False,100754,Meets Expectations
702824,101191,2025-12-04,2.92,2.69,57.8,False,100754,Meets Expectations
702825,101192,2025-05-15,3.72,3.67,62.2,False,101074,Strong Performer
702826,101192,2025-06-07,3.23,2.65,73.1,False,101074,Meets Expectations
702827,101192,2025-06-27,3.2,3.18,60.7,False,101074,Meets Expectations
702828,101192,2026-04-20,3.61,3.42,83.5,False,101074,Strong Performer
702829,101193,2023-12-09,2.32,2.15,58.8,False,101087,Low Performer
702830,101193,2025-12-14,3.11,2.4,65.2,False,101087,Meets Expectations
702831,101194,2021-08-22,3.47,3.72,78.8,False,100145,Meets Expectations
702832,101194,2022-12-04,3.47,2.94,66.7,False,100145,Meets Expectations
702833,101194,2025-08-22,3.52,3.63,66.6,False,100145,Strong Performer
702834,101195,2022-02-09,3.29,2.68,71.0,False,100688,Meets Expectations
702835,101195,2022-09-25,4.26,3.91,74.1,False,100688,Strong Performer
702836,101195,,3.71,3.62,64.7,False,100688,Strong Performer
702837,101196,2024-09-12,3.29,3.27,75.7,False,100397,Meets Expectations
702838,101196,2025-01-22,3.44,,98.3,False,100397,Meets Expectations
702839,101197,2024-08-04,5.0,5.0,92.5,True,101018,High Performer
702840,101197,2024-08-31,4.98,4.63,90.4,False,101018,High Performer
702841,101197,2024-12-10,4.44,4.69,68.7,False,101018,Strong Performer
702842,101198,2021-12-04,3.74,4.61,85.6,False,101163,Strong Performer
702843,101198,2022-12-17,3.02,3.62,69.1,False,100649,Meets Expectations
702844,101199,2025-08-28,5.0,5.0,85.7,False,100191,High Performer
702845,101199,2025-11-13,5.0,4.44,,False,100191,High Performer
702846,101199,2025-11-20,5.0,5.0,87.1,True,100191,High Performer
702847,101199,2026-04-05,5.0,4.71,,False,100191,High Performer
702848,101200,2021-01-17,2.72,3.47,55.4,False,101182,Meets Expectations
702849,101200,2021-02-23,3.01,2.74,53.2,False,101182,Meets Expectations
