survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score,overall_satisfaction_score,satisfaction_category
901798,100851,2024-07-01,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
901799,100851,2025-03-03,4.0,4.0,4.0,4.0,5.0,3.0,4.0,High Satisfaction
901800,100851,2025-06-28,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
901801,100851,2025-12-26,4.0,4.0,5.0,5.0,,3.0,4.2,High Satisfaction
901802,100852,2022-03-22,2.0,2.0,2.0,4.0,1.0,2.0,2.17,Low Satisfaction
901803,100852,2024-12-14,2.0,3.0,2.0,2.0,2.0,2.0,2.17,Low Satisfaction
901804,100853,2024-03-15,3.0,2.0,3.0,3.0,2.0,2.0,2.5,Medium Satisfaction
901805,100853,2024-04-19,2.0,3.0,3.0,2.0,3.0,1.0,2.33,Low Satisfaction
901806,100853,2024-04-21,3.0,2.0,,3.0,3.0,3.0,2.8,Medium Satisfaction
901807,100853,2025-03-03,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
901808,100854,2023-06-27,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
901809,100854,2025-01-21,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
901810,100855,2022-07-27,5.0,4.0,5.0,4.0,,5.0,4.6,High Satisfaction
901811,100855,2022-10-26,4.0,4.0,4.0,5.0,5.0,5.0,4.5,High Satisfaction
901812,100855,2023-09-10,5.0,5.0,4.0,4.0,5.0,5.0,4.67,High Satisfaction
901813,100855,2025-07-11,5.0,5.0,4.0,4.0,5.0,4.0,4.5,High Satisfaction
901814,100856,2022-06-28,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
901815,100856,2022-11-16,4.0,3.0,5.0,5.0,4.0,4.0,4.17,High Satisfaction
901816,100856,2025-12-10,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
901817,100857,2022-01-23,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
901818,100857,2024-05-19,2.0,2.0,1.0,3.0,2.0,2.0,2.0,Low Satisfaction
901819,100857,2025-06-28,3.0,3.0,2.0,3.0,4.0,,3.0,Medium Satisfaction
901820,100857,2025-10-20,4.0,3.0,3.0,4.0,3.0,3.0,3.33,High Satisfaction
901821,100859,2025-12-31,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901822,100860,2023-10-12,3.0,3.0,3.0,,4.0,3.0,3.2,Medium Satisfaction
901823,100860,2024-04-27,2.0,3.0,3.0,2.0,1.0,2.0,2.17,Low Satisfaction
901824,100860,2024-08-30,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Low Satisfaction
901825,100860,2025-08-29,2.0,3.0,2.0,2.0,3.0,1.0,2.17,Low Satisfaction
901826,100861,2023-07-19,3.0,3.0,4.0,4.0,3.0,2.0,3.17,Medium Satisfaction
901827,100861,2025-04-25,4.0,3.0,4.0,3.0,3.0,2.0,3.17,High Satisfaction
901828,100862,2024-11-24,4.0,,4.0,3.0,4.0,2.0,3.4,High Satisfaction
901829,100862,2026-02-03,3.0,2.0,3.0,4.0,4.0,3.0,3.17,Medium Satisfaction
901830,100863,2023-11-01,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
901831,100863,2023-11-11,4.0,4.0,3.0,3.0,4.0,3.0,3.5,High Satisfaction
901832,100864,2026-02-18,2.0,1.0,2.0,2.0,2.0,1.0,1.67,Low Satisfaction
901833,100864,2026-04-27,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
901834,100865,2022-03-25,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
901835,100866,2022-05-05,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
901836,100866,2023-06-22,3.0,4.0,2.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901837,100866,2023-09-17,3.0,5.0,4.0,2.0,3.0,3.0,3.33,Medium Satisfaction
901838,100867,2025-03-24,2.0,2.0,2.0,1.0,3.0,3.0,2.17,Low Satisfaction
901839,100868,2023-07-03,4.0,5.0,4.0,4.0,4.0,4.0,4.17,High Satisfaction
901840,100868,2023-11-14,5.0,5.0,5.0,5.0,4.0,5.0,4.83,High Satisfaction
901841,100868,2024-03-27,4.0,4.0,,5.0,5.0,4.0,4.4,High Satisfaction
901842,100869,2022-03-30,4.0,5.0,,3.0,4.0,3.0,3.8,High Satisfaction
901843,100869,2024-03-08,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
901844,100869,2025-06-17,4.0,3.0,4.0,4.0,3.0,3.0,3.5,High Satisfaction
901845,100870,2022-05-17,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
901846,100870,2022-10-18,3.0,3.0,4.0,3.0,2.0,3.0,3.0,Medium Satisfaction
901847,100871,2024-05-27,3.0,3.0,4.0,4.0,4.0,3.0,3.5,Medium Satisfaction
901848,100871,2024-06-09,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
901849,100871,2025-07-23,4.0,4.0,4.0,4.0,4.0,2.0,3.67,High Satisfaction
901850,100871,2025-08-16,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
901851,100872,2023-02-25,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
901852,100873,2022-02-03,3.0,3.0,3.0,2.0,2.0,4.0,2.83,Medium Satisfaction
901853,100873,2022-07-19,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901854,100874,2024-11-13,2.0,3.0,2.0,2.0,2.0,3.0,2.33,Low Satisfaction
901855,100874,2024-12-29,3.0,2.0,,3.0,2.0,3.0,2.6,Medium Satisfaction
901856,100874,2025-01-19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,High Satisfaction
901857,100874,2025-12-10,2.0,3.0,3.0,3.0,3.0,2.0,2.67,Low Satisfaction
901858,100875,2022-07-12,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
901859,100875,2022-07-26,4.0,5.0,5.0,5.0,4.0,,4.6,High Satisfaction
901860,100875,2024-02-19,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
901861,100875,2024-11-02,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
901862,100876,2023-07-22,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
901863,100876,2026-03-21,2.0,3.0,2.0,2.0,2.0,2.0,2.17,Low Satisfaction
901864,100877,2022-03-31,4.0,4.0,4.0,5.0,4.0,3.0,4.0,High Satisfaction
901865,100877,2024-02-13,4.0,5.0,4.0,5.0,4.0,,4.4,High Satisfaction
901866,100877,2024-12-19,4.0,4.0,4.0,5.0,5.0,,4.4,High Satisfaction
901867,100878,2022-04-14,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
901868,100878,2024-08-18,4.0,3.0,4.0,4.0,3.0,4.0,3.67,High Satisfaction
901869,100879,2025-02-27,3.0,2.0,3.0,3.0,3.0,3.0,2.83,Medium Satisfaction
901870,100879,2025-07-14,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
901871,100879,2025-08-30,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
901872,100880,2022-02-06,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
901873,100880,2023-09-17,4.0,3.0,3.0,4.0,4.0,3.0,3.5,High Satisfaction
901874,100880,2026-02-13,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
901875,100881,2025-09-28,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Medium Satisfaction
901876,100881,2026-01-23,4.0,5.0,3.0,4.0,,4.0,4.0,High Satisfaction
901877,100882,2024-02-04,4.0,4.0,3.0,3.0,3.0,4.0,3.5,High Satisfaction
901878,100882,2024-04-18,3.0,3.0,3.0,3.0,4.0,2.0,3.0,Medium Satisfaction
901879,100882,2025-11-13,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901880,100882,2026-10-03,,3.0,,2.0,3.0,3.0,2.75,Unknown
901881,100883,2022-03-27,3.0,4.0,3.0,2.0,2.0,2.0,2.67,Medium Satisfaction
901882,100883,2022-12-23,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
901883,100883,2024-09-01,4.0,3.0,4.0,5.0,3.0,3.0,3.67,High Satisfaction
901884,100883,2025-04-29,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
901885,100884,2023-01-22,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
901886,100884,2023-02-11,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
901887,100884,2023-08-14,2.0,3.0,3.0,2.0,2.0,2.0,2.33,Low Satisfaction
901888,100884,2023-10-09,1.0,1.0,1.0,2.0,1.0,1.0,1.17,Low Satisfaction
901889,100886,2023-07-22,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
901890,100886,2024-01-19,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
901891,100886,2024-06-05,3.0,3.0,4.0,4.0,4.0,3.0,3.5,Medium Satisfaction
901892,100887,2025-01-30,2.0,3.0,3.0,3.0,2.0,3.0,2.67,Low Satisfaction
901893,100887,2025-06-08,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
901894,100887,2025-12-29,2.0,2.0,2.0,2.0,1.0,2.0,1.83,Low Satisfaction
901895,100887,2026-02-07,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
901896,100888,2024-05-27,3.0,3.0,2.0,3.0,2.0,2.0,2.5,Medium Satisfaction
901897,100888,2024-11-14,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
901898,100888,2025-03-21,2.0,3.0,2.0,1.0,2.0,1.0,1.83,Low Satisfaction
901899,100888,2025-07-16,2.0,3.0,2.0,2.0,2.0,3.0,2.33,Low Satisfaction
901900,100889,2026-04-18,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901901,100890,2022-01-19,2.0,3.0,2.0,2.0,2.0,1.0,2.0,Low Satisfaction
901902,100890,2023-10-03,2.0,2.0,2.0,2.0,3.0,1.0,2.0,Low Satisfaction
901903,100890,2024-04-04,1.0,1.0,2.0,1.0,2.0,2.0,1.5,Low Satisfaction
901904,100891,2023-04-24,3.0,4.0,4.0,4.0,4.0,3.0,3.67,Medium Satisfaction
901905,100892,2022-06-19,3.0,3.0,4.0,3.0,3.0,2.0,3.0,Medium Satisfaction
901906,100894,2022-03-04,3.0,3.0,4.0,2.0,4.0,2.0,3.0,Medium Satisfaction
901907,100894,2024-01-01,4.0,4.0,5.0,5.0,4.0,4.0,4.33,High Satisfaction
901908,100894,2025-11-17,4.0,5.0,5.0,5.0,4.0,4.0,4.5,High Satisfaction
901909,100895,2022-10-26,3.0,4.0,3.0,3.0,4.0,3.0,3.33,Medium Satisfaction
901910,100895,2023-01-10,3.0,3.0,3.0,4.0,3.0,,3.2,Medium Satisfaction
901911,100897,2026-02-25,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
901912,100898,2022-11-02,2.0,2.0,2.0,3.0,2.0,2.0,2.17,Low Satisfaction
901913,100898,2024-03-20,2.0,1.0,1.0,1.0,2.0,1.0,1.33,Low Satisfaction
901914,100898,2025-06-24,3.0,2.0,4.0,2.0,3.0,2.0,2.67,Medium Satisfaction
901915,100899,2023-03-06,5.0,5.0,4.0,4.0,5.0,4.0,4.5,High Satisfaction
901916,100899,2023-05-19,5.0,4.0,5.0,4.0,4.0,4.0,4.33,High Satisfaction
901917,100899,2024-05-16,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
901918,100900,2024-01-18,4.0,5.0,5.0,5.0,4.0,4.0,4.5,High Satisfaction
901919,100902,2025-05-11,4.0,4.0,3.0,4.0,3.0,3.0,3.5,High Satisfaction
901920,100903,2022-11-10,2.0,2.0,2.0,4.0,3.0,1.0,2.33,Low Satisfaction
901921,100903,2024-04-03,3.0,2.0,3.0,2.0,3.0,2.0,2.5,Medium Satisfaction
901922,100903,2025-03-16,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
901923,100903,2025-12-18,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
901924,100905,2026-01-20,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
901925,100905,2026-03-01,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
901926,100906,2024-05-30,2.0,1.0,,3.0,2.0,2.0,2.0,Low Satisfaction
901927,100906,2025-08-27,3.0,4.0,4.0,3.0,,4.0,3.6,Medium Satisfaction
901928,100910,2025-10-09,4.0,4.0,4.0,4.0,5.0,3.0,4.0,High Satisfaction
901929,100910,2026-04-22,5.0,4.0,4.0,5.0,4.0,4.0,4.33,High Satisfaction
901930,100911,2025-03-26,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
901931,100911,2025-04-18,4.0,4.0,4.0,5.0,3.0,4.0,4.0,High Satisfaction
901932,100911,2025-10-24,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
901933,100911,2026-02-22,4.0,4.0,4.0,4.0,5.0,5.0,4.33,High Satisfaction
901934,100913,2022-06-17,4.0,3.0,3.0,4.0,4.0,4.0,3.67,High Satisfaction
901935,100913,2022-09-18,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
901936,100914,2023-09-21,3.0,4.0,4.0,4.0,,3.0,3.6,Medium Satisfaction
901937,100914,2026-05-01,4.0,3.0,3.0,3.0,,3.0,3.2,High Satisfaction
901938,100915,2025-06-29,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
901939,100915,2025-07-14,4.0,4.0,3.0,4.0,3.0,4.0,3.67,High Satisfaction
901940,100916,2022-09-24,3.0,3.0,2.0,2.0,3.0,3.0,2.67,Medium Satisfaction
901941,100916,2024-02-26,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
901942,100916,2024-04-22,3.0,2.0,2.0,3.0,3.0,3.0,2.67,Medium Satisfaction
901943,100916,2025-03-04,3.0,2.0,3.0,3.0,2.0,3.0,2.67,Medium Satisfaction
901944,100917,2024-08-08,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
901945,100917,2025-07-29,4.0,4.0,4.0,4.0,4.0,5.0,4.17,High Satisfaction
901946,100917,2025-09-04,3.0,4.0,3.0,4.0,3.0,2.0,3.17,Medium Satisfaction
901947,100917,2025-10-21,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
901948,100920,2024-06-10,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
901949,100920,2025-08-04,4.0,,4.0,3.0,4.0,3.0,3.6,High Satisfaction
901950,100920,2025-12-25,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
901951,100921,2023-05-25,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
901952,100921,2025-02-16,3.0,3.0,4.0,3.0,,2.0,3.0,Medium Satisfaction
901953,100921,2025-05-15,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Medium Satisfaction
901954,100921,2025-05-31,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
901955,100922,2023-07-03,4.0,4.0,3.0,4.0,2.0,5.0,3.67,High Satisfaction
901956,100922,2026-03-30,3.0,3.0,3.0,2.0,2.0,3.0,2.67,Medium Satisfaction
901957,100924,2024-08-04,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
901958,100924,2025-01-29,3.0,4.0,3.0,2.0,2.0,4.0,3.0,Medium Satisfaction
901959,100926,2024-10-09,4.0,4.0,5.0,4.0,5.0,4.0,4.33,High Satisfaction
901960,100927,2023-04-12,3.0,4.0,4.0,3.0,3.0,4.0,3.5,Medium Satisfaction
901961,100927,2023-08-29,2.0,,2.0,1.0,2.0,2.0,1.8,Low Satisfaction
901962,100928,2022-04-18,3.0,2.0,3.0,3.0,3.0,4.0,3.0,Medium Satisfaction
901963,100928,2023-10-25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
901964,100928,2025-01-23,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901965,100928,2025-12-05,3.0,2.0,2.0,1.0,3.0,3.0,2.33,Medium Satisfaction
901966,100930,2024-06-09,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901967,100930,2025-11-11,3.0,3.0,2.0,3.0,3.0,2.0,2.67,Medium Satisfaction
901968,100931,2026-02-03,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
901969,100932,2023-03-01,4.0,4.0,4.0,3.0,5.0,4.0,4.0,High Satisfaction
901970,100932,2023-07-01,4.0,4.0,4.0,4.0,3.0,5.0,4.0,High Satisfaction
901971,100932,2024-07-19,4.0,4.0,,5.0,4.0,4.0,4.2,High Satisfaction
901972,100932,2024-09-29,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
901973,100933,2023-03-21,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
901974,100933,2023-06-17,3.0,,3.0,3.0,2.0,3.0,2.8,Medium Satisfaction
901975,100933,2023-06-21,3.0,3.0,4.0,3.0,3.0,2.0,3.0,Medium Satisfaction
901976,100934,2026-02-12,4.0,3.0,5.0,4.0,5.0,4.0,4.17,High Satisfaction
901977,100937,2023-03-03,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
901978,100937,2025-10-16,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901979,100938,2022-08-24,3.0,3.0,2.0,3.0,4.0,3.0,3.0,Medium Satisfaction
901980,100938,2024-07-09,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
901981,100938,2025-06-27,4.0,3.0,3.0,4.0,,3.0,3.4,High Satisfaction
901982,100941,2022-12-28,4.0,4.0,4.0,4.0,4.0,5.0,4.17,High Satisfaction
901983,100941,2025-11-10,4.0,4.0,,4.0,4.0,3.0,3.8,High Satisfaction
901984,100942,2023-07-01,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
901985,100942,2025-01-27,4.0,5.0,4.0,4.0,3.0,5.0,4.17,High Satisfaction
901986,100942,2026-01-14,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
901987,100943,2025-12-03,2.0,2.0,3.0,3.0,2.0,2.0,2.33,Low Satisfaction
901988,100943,2026-02-28,2.0,2.0,3.0,3.0,2.0,2.0,2.33,Low Satisfaction
901989,100943,2026-04-11,,2.0,3.0,1.0,3.0,2.0,2.2,Unknown
901990,100944,2025-05-19,3.0,3.0,3.0,2.0,3.0,4.0,3.0,Medium Satisfaction
901991,100945,2022-01-18,3.0,3.0,3.0,4.0,4.0,2.0,3.17,Medium Satisfaction
901992,100945,2022-12-06,3.0,3.0,4.0,5.0,3.0,4.0,3.67,Medium Satisfaction
901993,100945,2023-11-02,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901994,100946,2025-06-08,3.0,2.0,3.0,2.0,3.0,2.0,2.5,Medium Satisfaction
901995,100946,2025-08-28,3.0,4.0,3.0,4.0,3.0,4.0,3.5,Medium Satisfaction
901996,100946,2025-10-07,2.0,2.0,2.0,3.0,2.0,2.0,2.17,Low Satisfaction
901997,100946,2026-03-08,2.0,3.0,3.0,2.0,2.0,3.0,2.5,Low Satisfaction
901998,100947,2024-03-13,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
901999,100947,2025-01-05,3.0,2.0,2.0,3.0,2.0,2.0,2.33,Medium Satisfaction
902000,100948,2026-01-27,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
902001,100948,2026-03-19,5.0,4.0,4.0,5.0,4.0,3.0,4.17,High Satisfaction
902002,100949,2022-01-12,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
902003,100949,2022-08-12,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
902004,100949,2023-02-19,2.0,2.0,3.0,3.0,2.0,2.0,2.33,Low Satisfaction
902005,100950,2023-04-03,3.0,2.0,3.0,3.0,4.0,3.0,3.0,Medium Satisfaction
902006,100950,2023-05-24,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
902007,100950,2024-02-09,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
902008,100950,2024-04-17,4.0,4.0,4.0,3.0,3.0,,3.6,High Satisfaction
902009,100951,2023-10-16,4.0,5.0,5.0,4.0,4.0,4.0,4.33,High Satisfaction
902010,100952,2024-02-02,4.0,4.0,4.0,5.0,,4.0,4.2,High Satisfaction
902011,100952,2025-03-04,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
902012,100952,2025-08-20,4.0,4.0,4.0,,4.0,4.0,4.0,High Satisfaction
902013,100954,2025-04-06,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
902014,100954,2025-04-24,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
902015,100954,2025-07-20,2.0,2.0,2.0,2.0,,2.0,2.0,Low Satisfaction
902016,100955,2022-04-25,4.0,3.0,4.0,3.0,4.0,4.0,3.67,High Satisfaction
902017,100955,2023-11-26,3.0,4.0,2.0,4.0,4.0,3.0,3.33,Medium Satisfaction
902018,100955,2025-07-21,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
902019,100956,2022-04-23,3.0,1.0,3.0,2.0,2.0,3.0,2.33,Medium Satisfaction
902020,100956,2024-03-31,4.0,4.0,4.0,4.0,,4.0,4.0,High Satisfaction
902021,100956,2025-03-02,4.0,3.0,3.0,3.0,3.0,3.0,3.17,High Satisfaction
902022,100956,2025-11-10,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
902023,100957,2023-04-02,4.0,5.0,5.0,5.0,4.0,3.0,4.33,High Satisfaction
902024,100957,2025-02-14,4.0,4.0,4.0,3.0,5.0,4.0,4.0,High Satisfaction
902025,100958,2022-12-22,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
902026,100959,2022-07-11,4.0,3.0,5.0,4.0,3.0,4.0,3.83,High Satisfaction
902027,100959,2023-11-25,4.0,5.0,5.0,5.0,5.0,4.0,4.67,High Satisfaction
902028,100959,2025-01-12,3.0,4.0,3.0,3.0,3.0,2.0,3.0,Medium Satisfaction
902029,100959,2025-02-21,4.0,3.0,4.0,5.0,4.0,5.0,4.17,High Satisfaction
902030,100960,2023-01-12,4.0,5.0,4.0,5.0,4.0,3.0,4.17,High Satisfaction
902031,100961,2023-10-10,3.0,3.0,2.0,4.0,3.0,3.0,3.0,Medium Satisfaction
902032,100963,2024-07-16,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
902033,100964,2022-02-13,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
902034,100964,2024-04-04,3.0,3.0,2.0,3.0,2.0,2.0,2.5,Medium Satisfaction
902035,100964,2024-10-15,2.0,2.0,2.0,2.0,3.0,2.0,2.17,Low Satisfaction
902036,100964,2026-04-09,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
902037,100965,2025-10-13,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
902038,100966,2022-10-09,4.0,4.0,,4.0,3.0,3.0,3.6,High Satisfaction
902039,100966,2023-08-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
902040,100966,2025-06-08,5.0,5.0,5.0,4.0,5.0,5.0,4.83,High Satisfaction
902041,100966,2025-11-15,5.0,4.0,4.0,5.0,4.0,4.0,4.33,High Satisfaction
902042,100967,2026-02-17,4.0,5.0,4.0,4.0,4.0,5.0,4.33,High Satisfaction
902043,100967,2026-03-05,4.0,5.0,4.0,4.0,5.0,4.0,4.33,High Satisfaction
902044,100967,2026-03-06,4.0,5.0,4.0,5.0,4.0,5.0,4.5,High Satisfaction
902045,100967,2026-03-18,4.0,5.0,5.0,5.0,3.0,4.0,4.33,High Satisfaction
902046,100968,2023-10-11,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
902047,100968,2024-01-26,4.0,3.0,3.0,4.0,,3.0,3.4,High Satisfaction
902048,100968,2024-02-29,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
902049,100968,2025-02-21,3.0,3.0,4.0,3.0,4.0,3.0,3.33,Medium Satisfaction
902050,100969,2024-11-23,5.0,5.0,4.0,4.0,5.0,5.0,4.67,High Satisfaction
902051,100969,2025-08-15,5.0,5.0,5.0,4.0,5.0,5.0,4.83,High Satisfaction
902052,100970,2025-10-07,3.0,4.0,3.0,3.0,3.0,4.0,3.33,Medium Satisfaction
902053,100971,2024-07-18,4.0,4.0,3.0,4.0,3.0,2.0,3.33,High Satisfaction
902054,100971,2025-08-08,3.0,3.0,3.0,4.0,4.0,2.0,3.17,Medium Satisfaction
902055,100971,2026-04-21,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
902056,100973,2024-08-30,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
902057,100973,2025-05-06,4.0,3.0,3.0,4.0,3.0,3.0,3.33,High Satisfaction
902058,100973,2025-11-25,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
902059,100974,2022-12-03,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
902060,100974,2023-12-03,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
902061,100974,2026-01-19,,5.0,4.0,3.0,4.0,4.0,4.0,Unknown
902062,100975,2022-11-27,4.0,4.0,5.0,4.0,3.0,3.0,3.83,High Satisfaction
902063,100975,2024-05-24,4.0,5.0,3.0,4.0,5.0,4.0,4.17,High Satisfaction
902064,100975,2025-02-08,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
902065,100975,2025-12-30,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
902066,100976,2022-12-12,3.0,4.0,3.0,2.0,3.0,3.0,3.0,Medium Satisfaction
902067,100976,2025-08-25,3.0,2.0,3.0,2.0,2.0,3.0,2.5,Medium Satisfaction
902068,100976,2026-03-01,4.0,4.0,3.0,4.0,3.0,5.0,3.83,High Satisfaction
902069,100977,2023-08-01,3.0,3.0,4.0,4.0,2.0,3.0,3.17,Medium Satisfaction
902070,100977,2025-01-15,3.0,2.0,3.0,3.0,4.0,3.0,3.0,Medium Satisfaction
902071,100978,2022-11-19,3.0,3.0,4.0,4.0,4.0,4.0,3.67,Medium Satisfaction
902072,100978,2023-06-13,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Medium Satisfaction
902073,100979,2025-03-06,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
902074,100979,2025-03-13,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
902075,100979,2025-03-24,3.0,2.0,2.0,3.0,2.0,3.0,2.5,Medium Satisfaction
902076,100979,2025-08-13,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
902077,100980,2022-01-23,3.0,2.0,3.0,3.0,4.0,3.0,3.0,Medium Satisfaction
