attendance_id,employee_id,attendance_date,scheduled_hours,worked_hours,absence_flag,absence_type,late_minutes,absence_day_count,missed_hours
829888,101020,2026-02-19,7.5,7.1,False,None,0.0,0,0.4
829889,101020,2026-04-02,8.0,7.0,False,None,0.0,0,1.0
829890,101020,2026-04-13,8.0,8.5,False,None,0.0,0,0.0
829891,101020,2026-04-20,8.0,6.4,False,None,10.0,0,1.6
829892,101020,2026-04-21,8.0,8.5,False,None,0.0,0,0.0
829893,101020,2026-04-22,9.0,9.6,False,None,0.0,0,0.0
829894,101020,2026-04-24,7.5,8.0,False,None,0.0,0,0.0
829895,101020,2026-04-29,8.0,8.7,False,None,0.0,0,0.0
829896,101020,2026-04-30,7.5,6.7,False,None,0.0,0,0.8
829897,101021,2025-09-03,8.0,8.3,False,None,0.0,0,0.0
829898,101021,2025-09-17,7.5,6.7,False,None,5.0,0,0.8
829899,101021,2025-09-25,8.0,7.4,False,None,30.0,0,0.6
829900,101021,2025-09-29,7.5,7.4,False,None,0.0,0,0.1
829901,101021,2025-10-01,8.0,8.2,False,None,0.0,0,0.0
829902,101021,2025-10-03,9.0,9.2,False,None,0.0,0,0.0
829903,101021,2025-09-10,8.0,9.3,False,None,0.0,0,0.0
829904,101021,2025-10-20,9.0,8.6,False,None,45.0,0,0.4
829905,101021,2025-10-21,8.0,8.4,False,None,0.0,0,0.0
829906,101021,2025-10-23,8.0,8.3,False,None,0.0,0,0.0
829907,101021,2025-10-29,8.0,7.5,False,None,0.0,0,0.5
829908,101021,2025-10-30,7.5,8.3,False,None,30.0,0,0.0
829909,101021,2025-11-06,8.0,0.0,True,Sick Leave,0.0,1,8.0
829910,101021,2025-11-18,9.0,0.0,True,None,0.0,1,9.0
829911,101021,2025-11-24,9.0,8.4,False,None,0.0,0,0.6
829912,101021,2025-11-25,7.5,6.7,False,None,0.0,0,0.8
829913,101021,2025-12-05,7.5,7.6,False,None,0.0,0,0.0
829914,101021,2025-12-12,9.0,9.8,False,None,0.0,0,0.0
829915,101021,2025-12-15,9.0,9.2,False,None,0.0,0,0.0
829916,101021,2025-12-16,8.0,7.9,False,None,0.0,0,0.1
829917,101021,2025-12-18,9.0,9.4,False,None,0.0,0,0.0
829918,101021,2025-12-24,8.0,8.6,False,None,60.0,0,0.0
829919,101021,2026-01-14,7.5,7.8,False,None,10.0,0,0.0
829920,101021,2026-02-09,8.0,7.2,False,None,0.0,0,0.8
829921,101021,2026-02-10,8.0,7.6,False,None,0.0,0,0.4
829922,101021,2026-02-11,7.5,7.0,False,None,0.0,0,0.5
829923,101021,2026-02-17,7.5,7.0,False,None,0.0,0,0.5
829924,101021,2026-02-19,7.5,7.8,False,None,0.0,0,0.0
829925,101021,2026-02-04,8.0,7.4,False,None,0.0,0,0.6
829926,101021,2026-04-13,8.0,6.9,False,None,0.0,0,1.1
829927,101021,2026-04-20,9.0,9.2,False,None,0.0,0,0.0
829928,101021,2026-04-21,8.0,9.5,False,None,0.0,0,0.0
829929,101021,2026-04-22,8.0,7.2,False,None,10.0,0,0.8
829930,101021,2026-04-24,7.5,7.6,False,None,60.0,0,0.0
829931,101021,2026-04-29,8.0,8.8,False,None,0.0,0,0.0
829932,101021,2026-04-30,9.0,9.4,False,None,10.0,0,0.0
829933,101022,2025-09-03,9.0,8.5,False,None,0.0,0,0.5
829934,101022,2025-09-17,8.0,7.6,False,None,0.0,0,0.4
829935,101022,2025-09-25,7.5,6.9,False,None,0.0,0,0.6
829936,101022,2025-09-29,8.0,7.6,False,None,10.0,0,0.4
829937,101022,2025-10-01,9.0,0.0,True,Personal Leave,0.0,1,9.0
829938,101022,2025-10-03,8.0,7.8,False,None,0.0,0,0.2
829939,101022,2025-10-09,7.5,7.9,False,None,0.0,0,0.0
829940,101022,2025-10-20,8.0,8.0,False,None,0.0,0,0.0
829941,101022,2025-10-21,8.0,9.3,False,None,10.0,0,0.0
829942,101022,2025-10-23,8.0,8.4,False,None,0.0,0,0.0
829943,101022,2025-10-29,9.0,8.7,False,None,0.0,0,0.3
829944,101022,2025-10-30,8.0,7.7,False,None,0.0,0,0.3
829945,101022,2025-11-06,8.0,8.2,False,None,45.0,0,0.0
829946,101022,2025-11-18,8.0,7.2,False,None,10.0,0,0.8
829947,101022,2025-11-24,8.0,8.0,False,None,0.0,0,0.0
829948,101022,2025-11-25,8.0,7.5,False,None,0.0,0,0.5
829949,101022,2025-12-05,9.0,9.2,False,None,0.0,0,0.0
829950,101022,2025-12-12,7.5,6.3,False,None,0.0,0,1.2
829951,101022,2025-12-15,8.0,7.6,False,None,0.0,0,0.4
829952,101022,2025-12-16,7.5,6.8,False,None,10.0,0,0.7
829953,101022,2025-12-18,8.0,8.2,False,None,5.0,0,0.0
829954,101022,2025-12-24,7.5,8.4,False,None,0.0,0,0.0
829955,101022,2026-01-14,7.5,6.7,False,None,0.0,0,0.8
829956,101022,2026-02-09,8.0,7.8,False,None,0.0,0,0.2
829957,101022,2026-02-10,9.0,8.0,False,None,15.0,0,1.0
829958,101022,2026-02-11,8.0,0.0,True,Sick Leave,0.0,1,8.0
829959,101022,2026-02-17,8.0,8.3,False,None,5.0,0,0.0
829960,101022,2026-02-19,8.0,7.3,False,None,0.0,0,0.7
829961,101022,2026-04-02,7.5,7.8,False,None,0.0,0,0.0
829962,101022,2026-04-13,7.5,6.9,False,None,0.0,0,0.6
829963,101022,2026-04-20,9.0,9.3,False,None,10.0,0,0.0
829964,101022,2026-04-21,9.0,8.8,False,None,0.0,0,0.2
829965,101022,2026-04-22,9.0,8.7,False,None,0.0,0,0.3
829966,101022,2026-04-24,9.0,9.8,False,None,10.0,0,0.0
829967,101022,2026-04-29,8.0,7.4,False,None,0.0,0,0.6
829968,101022,2026-04-30,8.0,8.4,False,None,0.0,0,0.0
829969,101023,2025-09-03,8.0,8.6,False,None,10.0,0,0.0
829970,101023,2025-09-17,8.0,7.9,False,None,0.0,0,0.1
829971,101023,2025-09-25,9.0,8.8,False,None,0.0,0,0.2
829972,101023,2025-09-29,7.5,8.1,False,None,0.0,0,0.0
829973,101023,2025-10-01,8.0,7.0,False,None,0.0,0,1.0
829974,101023,2025-10-03,8.0,7.4,False,None,0.0,0,0.6
829975,101023,2025-10-09,8.0,8.1,False,None,0.0,0,0.0
829976,101023,2025-10-20,8.0,8.4,False,None,0.0,0,0.0
829977,101023,2025-10-21,7.5,7.6,False,None,0.0,0,0.0
829978,101023,2025-10-23,8.0,7.9,False,None,0.0,0,0.1
829979,101023,2025-10-29,8.0,7.9,False,None,0.0,0,0.1
829980,101023,2025-10-30,8.0,7.4,False,None,0.0,0,0.6
829981,101023,2025-11-06,9.0,8.9,False,None,10.0,0,0.1
829982,101023,2025-11-18,7.5,7.6,False,None,0.0,0,0.0
829983,101023,2025-11-24,8.0,6.9,False,None,0.0,0,1.1
829984,101023,2025-11-25,8.0,7.6,False,None,0.0,0,0.4
829985,101023,2025-12-05,7.5,6.9,False,None,0.0,0,0.6
829986,101023,2025-12-12,9.0,9.3,False,None,30.0,0,0.0
829987,101023,2025-12-15,7.5,7.6,False,None,0.0,0,0.0
829988,101023,2025-12-16,7.5,8.2,False,None,10.0,0,0.0
829989,101023,2025-12-18,8.0,7.4,False,None,0.0,0,0.6
829990,101023,2025-12-24,8.0,7.7,False,None,0.0,0,0.3
829991,101023,2026-01-14,8.0,7.9,False,None,0.0,0,0.1
829992,101023,2026-02-09,8.0,8.1,False,None,0.0,0,0.0
829993,101023,2026-02-10,8.0,7.7,False,None,15.0,0,0.3
829994,101023,2026-02-11,8.0,8.0,False,None,5.0,0,0.0
829995,101023,2026-02-17,8.0,8.1,False,None,0.0,0,0.0
829996,101023,2026-02-19,7.5,7.8,False,None,5.0,0,0.0
829997,101023,2026-04-02,7.5,,False,None,0.0,0,0.0
829998,101023,2026-04-13,9.0,8.8,False,None,45.0,0,0.2
829999,101023,2026-04-20,8.0,6.8,False,None,0.0,0,1.2
830000,101023,2026-04-21,8.0,8.1,False,None,0.0,0,0.0
830001,101023,2026-04-22,9.0,8.9,False,None,0.0,0,0.1
830002,101023,2026-04-24,8.0,7.8,False,None,0.0,0,0.2
830003,101023,2026-04-29,9.0,8.7,False,None,5.0,0,0.3
830004,101023,2026-04-30,7.5,7.4,False,None,0.0,0,0.1
830005,101024,2025-09-03,8.0,7.4,False,None,0.0,0,0.6
830006,101024,2025-09-17,8.0,7.4,False,None,5.0,0,0.6
830007,101024,2025-09-25,8.0,8.0,False,None,5.0,0,0.0
830008,101024,2025-09-29,8.0,7.4,False,None,0.0,0,0.6
830009,101024,2025-01-10,8.0,7.5,False,None,0.0,0,0.5
830010,101024,2025-10-03,8.0,6.7,False,None,10.0,0,1.3
830011,101024,2025-10-09,9.0,10.0,False,None,10.0,0,0.0
830012,101024,2025-10-20,9.0,8.8,False,None,15.0,0,0.2
830013,101024,2025-10-21,8.0,8.0,False,None,0.0,0,0.0
830014,101024,2025-10-23,7.5,7.2,False,None,5.0,0,0.3
830015,101024,2025-10-29,8.0,8.2,False,None,15.0,0,0.0
830016,101024,2025-10-30,8.0,8.9,False,None,0.0,0,0.0
830017,101024,2025-06-11,9.0,8.5,False,None,0.0,0,0.5
830018,101024,2025-11-18,8.0,20.0,False,None,60.0,0,0.0
830019,101024,2025-11-24,8.0,7.3,False,None,15.0,0,0.7
830020,101024,2025-11-25,7.5,7.2,False,None,5.0,0,0.3
830021,101024,2025-12-05,8.0,7.7,False,None,0.0,0,0.3
830022,101024,2025-12-12,7.5,7.5,False,None,0.0,0,0.0
830023,101024,2025-12-15,8.0,8.6,False,None,0.0,0,0.0
830024,101024,2025-12-16,8.0,7.5,False,None,0.0,0,0.5
830025,101024,2025-12-18,8.0,8.5,False,None,0.0,0,0.0
830026,101024,2025-12-24,8.0,8.0,False,None,0.0,0,0.0
830027,101024,2026-01-14,8.0,7.2,False,None,0.0,0,0.8
830028,101024,2026-02-09,7.5,7.4,False,None,10.0,0,0.1
830029,101024,2026-02-10,7.5,0.0,True,None,0.0,1,7.5
830030,101024,2026-02-11,7.5,8.2,False,None,15.0,0,0.0
830031,101024,2026-02-17,8.0,8.7,False,None,0.0,0,0.0
830032,101024,2026-02-19,7.5,7.1,False,None,5.0,0,0.4
830033,101024,2026-02-04,7.5,7.9,False,None,15.0,0,0.0
830034,101024,2026-04-13,9.0,9.6,False,None,0.0,0,0.0
830035,101024,2026-04-20,7.5,6.9,False,None,0.0,0,0.6
830036,101024,2026-04-21,8.0,8.5,False,None,0.0,0,0.0
830037,101024,2026-04-22,7.5,7.7,False,None,0.0,0,0.0
830038,101024,2026-04-24,8.0,8.7,False,None,5.0,0,0.0
830039,101024,2026-04-29,8.0,8.0,False,None,0.0,0,0.0
830040,101024,2026-04-30,9.0,8.5,False,None,0.0,0,0.5
830041,101025,2025-09-03,8.0,7.4,False,None,0.0,0,0.6
830042,101025,2025-09-17,7.5,7.3,False,None,0.0,0,0.2
830043,101025,2025-09-25,8.0,0.0,True,No Show,0.0,1,8.0
830044,101025,2025-09-29,8.0,8.0,False,None,0.0,0,0.0
830045,101025,2025-10-01,8.0,7.7,False,None,0.0,0,0.3
830046,101025,2025-10-03,8.0,8.5,False,None,0.0,0,0.0
830047,101025,2025-10-09,8.0,,False,None,0.0,0,0.0
830048,101025,2025-10-20,8.0,8.4,False,None,15.0,0,0.0
830049,101025,2025-10-21,8.0,7.8,False,None,0.0,0,0.2
830050,101025,2025-10-23,9.0,8.2,False,None,30.0,0,0.8
830051,101025,2025-10-29,8.0,6.8,False,None,10.0,0,1.2
830052,101025,2025-10-30,9.0,9.1,False,None,0.0,0,0.0
830053,101025,2025-11-06,8.0,8.1,False,None,15.0,0,0.0
830054,101025,2025-11-18,7.5,7.8,False,None,10.0,0,0.0
830055,101025,2025-11-24,8.0,8.4,False,None,0.0,0,0.0
830056,101025,2025-11-25,8.0,7.3,False,None,0.0,0,0.7
830057,101026,2025-09-03,9.0,8.6,False,None,0.0,0,0.4
830058,101026,2025-09-17,8.0,7.7,False,None,0.0,0,0.3
830059,101026,2025-09-25,8.0,0.0,True,Personal Leave,0.0,1,8.0
830060,101026,2025-09-29,8.0,0.0,True,No Show,0.0,1,8.0
830061,101026,2025-10-01,8.0,7.8,False,None,0.0,0,0.2
830062,101026,2025-10-03,7.5,0.0,True,Personal Leave,0.0,1,7.5
830063,101026,2025-10-09,8.0,8.0,False,None,0.0,0,0.0
830064,101026,2025-10-20,8.0,7.8,False,None,0.0,0,0.2
830065,101026,2025-10-21,8.0,8.6,False,None,15.0,0,0.0
830066,101026,2025-10-23,7.5,0.0,True,No Show,0.0,1,7.5
830067,101026,2025-10-29,8.0,8.0,False,None,0.0,0,0.0
830068,101026,2025-10-30,8.0,7.7,False,None,0.0,0,0.3
830069,101026,2025-11-06,8.0,8.5,False,None,0.0,0,0.0
830070,101026,2025-11-18,8.0,7.1,False,None,15.0,0,0.9
830071,101026,2025-11-24,7.5,7.6,False,None,45.0,0,0.0
830072,101026,2025-11-25,8.0,7.4,False,None,0.0,0,0.6
830073,101026,2025-12-05,9.0,8.5,False,None,0.0,0,0.5
830074,101026,2025-12-12,7.5,8.3,False,None,15.0,0,0.0
830075,101026,2025-12-15,8.0,8.6,False,None,10.0,0,0.0
830076,101026,2025-12-16,9.0,8.6,False,None,0.0,0,0.4
830077,101026,2025-12-18,8.0,7.8,False,None,0.0,0,0.2
830078,101026,2025-12-24,8.0,6.6,False,None,5.0,0,1.4
830079,101026,2026-01-14,7.5,7.7,False,None,30.0,0,0.0
830080,101026,2026-02-09,9.0,8.7,False,None,0.0,0,0.3
830081,101026,2026-02-10,9.0,9.3,False,None,5.0,0,0.0
830082,101026,2026-02-11,7.5,8.5,False,None,0.0,0,0.0
830083,101026,2026-02-17,8.0,8.2,False,None,0.0,0,0.0
830084,101026,2026-02-19,9.0,8.2,False,None,0.0,0,0.8
830085,101026,2026-04-02,7.5,6.8,False,None,60.0,0,0.7
830086,101026,2026-04-13,8.0,8.8,False,None,10.0,0,0.0
830087,101026,2026-04-20,9.0,9.4,False,None,0.0,0,0.0
830088,101026,2026-04-21,8.0,7.8,False,None,0.0,0,0.2
830089,101026,2026-04-22,9.0,9.7,False,None,15.0,0,0.0
830090,101026,2026-04-24,8.0,8.3,False,None,0.0,0,0.0
830091,101026,2026-04-29,8.0,7.5,False,None,0.0,0,0.5
830092,101026,2026-04-30,8.0,8.0,False,None,0.0,0,0.0
830093,101027,2025-09-03,8.0,8.8,False,None,0.0,0,0.0
830094,101027,2025-09-17,7.5,8.4,False,None,30.0,0,0.0
830095,101027,2025-09-25,9.0,8.7,False,None,0.0,0,0.3
830096,101027,2025-09-29,8.0,7.8,False,None,0.0,0,0.2
830097,101027,2025-10-01,9.0,8.6,False,None,0.0,0,0.4
830098,101027,2025-10-03,7.5,6.7,False,None,0.0,0,0.8
830099,101027,2025-10-09,7.5,7.9,False,None,0.0,0,0.0
830100,101027,2025-10-20,8.0,7.9,False,None,15.0,0,0.1
830101,101027,2025-10-21,8.0,8.3,False,None,0.0,0,0.0
830102,101027,2025-10-23,9.0,9.2,False,None,0.0,0,0.0
830103,101027,2025-10-29,9.0,8.7,False,None,0.0,0,0.3
830104,101027,2025-10-30,8.0,7.3,False,None,15.0,0,0.7
830105,101027,2025-11-06,7.5,6.9,False,None,0.0,0,0.6
830106,101027,2025-11-18,8.0,8.1,False,None,0.0,0,0.0
830107,101027,2025-11-24,8.0,7.0,False,None,0.0,0,1.0
830108,101027,2025-11-25,8.0,9.1,False,None,30.0,0,0.0
830109,101027,2025-12-05,9.0,10.2,False,None,0.0,0,0.0
830110,101027,2025-12-12,7.5,7.2,False,None,0.0,0,0.3
830111,101027,2025-12-15,8.0,8.1,False,None,0.0,0,0.0
830112,101027,2025-12-16,8.0,7.8,False,None,0.0,0,0.2
830113,101027,2025-12-18,8.0,7.7,False,None,10.0,0,0.3
830114,101027,2025-12-24,7.5,8.6,False,None,0.0,0,0.0
830115,101027,2026-01-14,9.0,9.4,False,None,0.0,0,0.0
830116,101027,2026-02-09,8.0,7.7,False,None,0.0,0,0.3
830117,101027,2026-02-10,8.0,9.0,False,None,0.0,0,0.0
830118,101027,2026-02-11,8.0,7.8,False,None,10.0,0,0.2
830119,101027,2026-02-17,8.0,7.5,False,None,0.0,0,0.5
830120,101027,2026-02-19,8.0,6.8,False,None,0.0,0,1.2
830121,101027,2026-04-02,9.0,8.1,False,None,0.0,0,0.9
830122,101027,2026-04-13,7.5,7.6,False,None,0.0,0,0.0
830123,101027,2026-04-20,7.5,8.2,False,None,5.0,0,0.0
830124,101027,2026-04-21,7.5,7.8,False,None,10.0,0,0.0
830125,101027,2026-04-22,8.0,8.1,False,None,15.0,0,0.0
830126,101027,2026-04-24,8.0,8.5,False,None,0.0,0,0.0
830127,101027,2026-04-29,8.0,8.2,False,None,15.0,0,0.0
830128,101027,2026-04-30,9.0,9.3,False,None,0.0,0,0.0
830129,101028,2026-02-09,9.0,8.6,False,None,0.0,0,0.4
830130,101028,2026-02-10,8.0,7.8,False,None,0.0,0,0.2
830131,101028,2026-02-11,7.5,7.4,False,None,0.0,0,0.1
830132,101028,2026-02-17,7.5,8.6,False,None,10.0,0,0.0
830133,101028,2026-02-19,8.0,8.8,False,None,0.0,0,0.0
830134,101028,2026-04-02,8.0,6.9,False,None,5.0,0,1.1
830135,101028,2026-04-13,8.0,7.7,False,None,0.0,0,0.3
830136,101028,2026-04-20,9.0,8.3,False,None,5.0,0,0.7
830137,101028,2026-04-21,9.0,8.8,False,None,0.0,0,0.2
830138,101028,2026-04-22,9.0,9.1,False,None,0.0,0,0.0
830139,101028,2026-04-24,8.0,7.9,False,None,0.0,0,0.1
830140,101028,2026-04-29,7.5,7.6,False,None,0.0,0,0.0
830141,101028,2026-04-30,9.0,8.7,False,None,10.0,0,0.3
830142,101029,2025-09-03,8.0,8.5,False,None,0.0,0,0.0
830143,101029,2025-09-17,9.0,7.5,False,None,5.0,0,1.5
830144,101029,2025-09-25,7.5,6.4,False,None,0.0,0,1.1
830145,101029,2025-09-29,7.5,7.0,False,None,15.0,0,0.5
830146,101029,2025-10-01,7.5,7.7,False,None,0.0,0,0.0
830147,101029,2025-10-03,8.0,7.8,False,None,0.0,0,0.2
830148,101029,2025-10-09,8.0,8.0,False,None,0.0,0,0.0
830149,101029,2025-10-20,8.0,8.2,False,None,45.0,0,0.0
830150,101029,2025-10-21,7.5,7.0,False,None,0.0,0,0.5
830151,101029,2025-10-23,8.0,7.5,False,None,0.0,0,0.5
830152,101029,2025-10-29,8.0,8.8,False,None,0.0,0,0.0
830153,101029,2025-10-30,8.0,8.2,False,None,0.0,0,0.0
830154,101029,2025-11-06,8.0,7.6,False,None,0.0,0,0.4
830155,101029,2025-11-18,7.5,7.5,False,None,0.0,0,0.0
830156,101029,2025-11-24,8.0,8.3,False,None,5.0,0,0.0
830157,101029,2025-11-25,8.0,8.6,False,None,60.0,0,0.0
830158,101029,2025-12-05,8.0,7.5,False,None,0.0,0,0.5
830159,101029,2025-12-12,8.0,8.1,False,None,0.0,0,0.0
830160,101029,2025-12-15,8.0,8.6,False,None,0.0,0,0.0
830161,101029,2025-12-16,8.0,8.4,False,None,0.0,0,0.0
830162,101029,2025-12-18,8.0,8.7,False,None,5.0,0,0.0
830163,101029,2025-12-24,9.0,9.2,False,None,0.0,0,0.0
830164,101029,2026-01-14,8.0,7.0,False,None,0.0,0,1.0
830165,101029,2026-02-09,8.0,8.3,False,None,0.0,0,0.0
830166,101029,2026-02-10,7.5,7.6,False,None,0.0,0,0.0
830167,101029,2026-02-11,8.0,8.2,False,None,0.0,0,0.0
830168,101029,2026-02-17,9.0,9.7,False,None,10.0,0,0.0
830169,101029,2026-02-19,7.5,7.7,False,None,15.0,0,0.0
830170,101029,2026-04-02,7.5,7.8,False,None,45.0,0,0.0
830171,101029,2026-04-13,8.0,7.9,False,None,0.0,0,0.1
830172,101029,2026-04-20,8.0,9.3,False,None,0.0,0,0.0
830173,101029,2026-04-21,7.5,6.5,False,None,10.0,0,1.0
830174,101029,2026-04-22,8.0,7.6,False,None,0.0,0,0.4
830175,101029,2026-04-24,8.0,7.9,False,None,0.0,0,0.1
830176,101029,2026-04-29,7.5,7.0,False,None,10.0,0,0.5
830177,101029,2026-04-30,9.0,8.7,False,None,0.0,0,0.3
830178,101030,2025-09-03,8.0,7.9,False,None,5.0,0,0.1
830179,101030,2025-09-17,9.0,9.3,False,None,0.0,0,0.0
830180,101030,2025-09-25,8.0,8.1,False,None,0.0,0,0.0
830181,101030,2025-09-29,8.0,7.0,False,None,15.0,0,1.0
830182,101030,2025-10-01,8.0,7.2,False,None,0.0,0,0.8
830183,101030,2025-10-03,9.0,8.4,False,None,15.0,0,0.6
830184,101030,2025-10-09,7.5,7.2,False,None,0.0,0,0.3
830185,101030,2025-10-20,7.5,8.6,False,None,0.0,0,0.0
830186,101030,2025-10-21,8.0,8.3,False,None,0.0,0,0.0
830187,101030,2025-10-23,7.5,0.0,True,Unknown,0.0,1,7.5
830188,101030,2025-10-29,9.0,10.1,False,None,0.0,0,0.0
830189,101030,2025-10-30,8.0,7.2,False,None,0.0,0,0.8
830190,101030,2025-11-06,8.0,7.9,False,None,0.0,0,0.1
830191,101030,2025-11-18,8.0,8.2,False,None,0.0,0,0.0
830192,101030,2025-11-24,8.0,8.2,False,None,30.0,0,0.0
830193,101030,2025-11-25,8.0,8.2,False,None,45.0,0,0.0
830194,101030,2025-05-12,9.0,9.4,False,None,10.0,0,0.0
830195,101030,2025-12-12,8.0,9.1,False,None,0.0,0,0.0
830196,101030,2025-12-15,8.0,7.9,False,None,0.0,0,0.1
830197,101030,2025-12-16,8.0,8.2,False,None,0.0,0,0.0
830198,101030,2025-12-18,9.0,10.3,False,None,0.0,0,0.0
830199,101030,2025-12-24,7.5,8.1,False,None,0.0,0,0.0
830200,101030,2026-01-14,8.0,8.1,False,None,0.0,0,0.0
830201,101030,2026-02-09,9.0,9.0,False,None,30.0,0,0.0
830202,101030,2026-02-10,8.0,8.0,False,None,0.0,0,0.0
830203,101030,2026-02-11,8.0,8.4,False,None,15.0,0,0.0
830204,101030,2026-02-17,7.5,7.1,False,None,30.0,0,0.4
830205,101030,2026-02-19,8.0,8.3,False,None,0.0,0,0.0
830206,101030,2026-04-02,9.0,9.5,False,None,0.0,0,0.0
830207,101030,2026-04-13,9.0,8.7,False,None,15.0,0,0.3
830208,101030,2026-04-20,9.0,8.5,False,None,0.0,0,0.5
830209,101030,2026-04-21,8.0,8.4,False,None,0.0,0,0.0
830210,101030,2026-04-22,8.0,7.9,False,None,45.0,0,0.1
830211,101030,2026-04-24,8.0,7.5,False,None,0.0,0,0.5
830212,101030,2026-04-29,8.0,8.1,False,None,0.0,0,0.0
830213,101030,2026-04-30,7.5,6.4,False,None,0.0,0,1.1
830214,101031,2025-09-03,7.5,7.9,False,None,0.0,0,0.0
830215,101031,2025-09-17,8.0,8.2,False,None,0.0,0,0.0
830216,101031,2025-09-25,9.0,9.5,False,None,0.0,0,0.0
830217,101031,2025-09-29,9.0,8.9,False,None,15.0,0,0.1
830218,101031,2025-10-01,8.0,8.3,False,None,0.0,0,0.0
830219,101031,2025-10-03,8.0,7.9,False,None,0.0,0,0.1
830220,101031,2025-10-09,8.0,7.0,False,None,0.0,0,1.0
830221,101031,2025-10-20,8.0,0.0,True,Sick Leave,0.0,1,8.0
830222,101031,2025-10-21,9.0,10.6,False,None,0.0,0,0.0
830223,101031,2025-10-23,9.0,9.8,False,None,0.0,0,0.0
830224,101031,2025-10-29,9.0,8.7,False,None,0.0,0,0.3
830225,101031,2025-10-30,7.5,7.3,False,None,0.0,0,0.2
830226,101031,2025-11-06,8.0,8.3,False,None,10.0,0,0.0
830227,101031,2025-11-18,8.0,8.8,False,None,0.0,0,0.0
830228,101031,2025-11-24,8.0,8.8,False,None,0.0,0,0.0
830229,101031,2025-11-25,8.0,8.4,False,None,0.0,0,0.0
830230,101031,2025-12-05,9.0,9.4,False,None,0.0,0,0.0
830231,101031,2025-12-12,8.0,0.0,True,None,0.0,1,8.0
830232,101031,2025-12-15,8.0,8.0,False,None,5.0,0,0.0
830233,101031,2025-12-16,8.0,7.8,False,None,0.0,0,0.2
830234,101031,2025-12-18,8.0,7.0,False,None,0.0,0,1.0
830235,101031,2025-12-24,8.0,7.1,False,None,0.0,0,0.9
830236,101031,2026-01-14,8.0,8.1,False,None,0.0,0,0.0
830237,101031,2026-02-09,8.0,7.7,False,None,0.0,0,0.3
830238,101031,2026-02-10,9.0,8.5,False,None,0.0,0,0.5
830239,101031,2026-02-11,7.5,7.8,False,None,0.0,0,0.0
830240,101031,2026-02-17,8.0,8.2,False,None,0.0,0,0.0
830241,101031,2026-02-19,8.0,8.2,False,None,0.0,0,0.0
830242,101031,2026-02-04,8.0,8.2,False,None,0.0,0,0.0
830243,101031,2026-04-13,8.0,7.6,False,None,0.0,0,0.4
830244,101031,2026-04-20,9.0,9.2,False,None,0.0,0,0.0
830245,101031,2026-04-21,9.0,0.0,True,Personal Leave,0.0,1,9.0
830246,101031,2026-04-22,8.0,8.0,False,None,0.0,0,0.0
830247,101031,2026-04-24,8.0,8.6,False,None,0.0,0,0.0
830248,101031,2026-04-29,8.0,8.2,False,None,0.0,0,0.0
830249,101031,2026-04-30,9.0,8.4,False,None,0.0,0,0.6
830250,101033,2025-09-03,9.0,8.6,False,None,0.0,0,0.4
830251,101033,2025-09-17,9.0,8.8,False,None,0.0,0,0.2
830252,101033,2025-09-25,8.0,7.8,False,None,0.0,0,0.2
830253,101033,2025-09-29,8.0,7.9,False,None,15.0,0,0.1
830254,101033,2025-10-01,8.0,7.3,False,None,0.0,0,0.7
830255,101033,2025-10-03,8.0,0.0,True,None,0.0,1,8.0
830256,101033,2025-10-09,8.0,8.0,False,None,0.0,0,0.0
830257,101033,2025-10-20,7.5,7.7,False,None,0.0,0,0.0
830258,101033,2025-10-21,8.0,8.4,False,None,0.0,0,0.0
830259,101033,2025-10-23,8.0,8.1,False,None,,0,0.0
830260,101033,2025-10-29,8.0,0.0,True,Personal Leave,0.0,1,8.0
830261,101033,2025-10-30,8.0,7.2,False,None,0.0,0,0.8
830262,101033,2025-11-06,8.0,8.4,False,None,0.0,0,0.0
830263,101033,2025-11-18,8.0,7.9,False,None,15.0,0,0.1
830264,101033,2025-11-24,8.0,7.3,False,None,0.0,0,0.7
830265,101033,2025-11-25,9.0,8.9,False,None,5.0,0,0.1
830266,101033,2025-12-05,8.0,7.8,False,None,0.0,0,0.2
830267,101033,2025-12-12,8.0,7.6,False,None,30.0,0,0.4
830268,101033,2025-12-15,9.0,9.0,False,None,0.0,0,0.0
830269,101033,2025-12-16,8.0,8.7,False,None,0.0,0,0.0
830270,101033,2025-12-18,8.0,7.5,False,None,0.0,0,0.5
830271,101033,2025-12-24,8.0,7.3,False,None,5.0,0,0.7
830272,101033,2026-01-14,9.0,8.5,False,None,0.0,0,0.5
830273,101033,2026-09-02,8.0,8.2,False,None,0.0,0,0.0
830274,101033,2026-02-10,8.0,7.8,False,None,0.0,0,0.2
830275,101033,2026-02-11,9.0,9.1,False,None,30.0,0,0.0
830276,101033,2026-02-17,7.5,6.7,False,None,0.0,0,0.8
830277,101033,2026-02-19,8.0,8.1,False,None,0.0,0,0.0
830278,101033,2026-04-02,9.0,9.6,False,None,0.0,0,0.0
830279,101033,2026-04-13,8.0,7.6,False,None,0.0,0,0.4
830280,101033,2026-04-20,8.0,8.3,False,None,0.0,0,0.0
830281,101033,2026-04-21,7.5,0.0,True,Sick Leave,0.0,1,7.5
830282,101033,2026-04-22,8.0,7.1,False,None,60.0,0,0.9
830283,101033,2026-04-24,7.5,7.6,False,None,0.0,0,0.0
