survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score
901107,100516,2025-09-11,3,4,2,,3,4
901108,100518,2022/06/26,3,,3,3,,3
901109,100518,2022-08-25,3,4,3,3,3,3
901110,100518,2022-09-27,3,3,4,3,3,4
901111,100519,2025-08-20,3,2,2,2,2,2
901112,100520,2023-01-02,4,4,4,5,4,3
901113,100520,2023-01-10,4,5,4,4,4,4
901114,100520,2025-02-02,4,4,5,4,3,4
901115,100520,2025-06-08,3,3,4,3,4,3
901116,100521,2022-08-06,4,3,4,3,4,3
901117,100521,2023-02-23,4,3,3,5,5,5
901118,100521,2026-04-18,3,3,3,3,3,3
901119,100523,2025-05-30,3,3,3,3,2,3
901120,100523,2025-11-29,2,3,3,2,2,2
901121,100523,2025-11-30,3,4,3,2,3,3
901122,100523,2026-04-30,2,3,2,1,2,2
901123,100524,2023-06-22,3,3,,3,4,3
901124,100525,2023-10-31,3,2,2,4,2,3
901125,100525,11/21/2023,2,3,3,1,2,2
901126,100525,2023-12-18,3,3,2,4,3,3
901127,100526,08/22/2022,3,3,3,3,3,3
901128,100526,2024-06-01,3,3,4,3,4,2
901129,100526,2026-03-08,3,3,3,3,3,4
901130,100527,"Dec 20, 2025",3,3,3,2,3,3
901131,100527,"Jan 27, 2026",3,4,3,3,3,3
901132,100527,2026-01-30,3,3,3,2,3,3
901133,100529,2022-04-17,4,4,4,4,,3
901134,100529,2025-07-01,4,3,4,4,4,4
901135,100529,"Dec 25, 2025",5,5,5,5,4,5
901136,100530,2022-04-15,4,4,4,3,3,4
901137,100530,2023/05/04,4,5,4,4,4,5
901138,100530,2023-12-12,4,3,4,3,4,3
901139,100531,2022-06-01,3,3,3,4,4,3
901140,100531,2023-06-20,3,3,4,3,3,4
901141,100531,2024-07-19,4,4,4,5,3,4
901142,100531,2026-02-13,3,3,3,3,3,2
901143,100532,2024-09-15,2,2,,1,1,1
901144,100532,2025-04-28,2,3,2,2,2,2
901145,100533,2023-06-30,3,3,2,3,3,3
901146,100533,2026-02-27,3,3,3,2,3,3
901147,100534,2022-10-25,4,4,4,4,4,4
901148,100534,07/17/2025,4,4,3,4,4,4
901149,100534,2025-10-22,4,4,4,4,3,3
901150,100534,01/17/2026,3,3,3,4,4,4
901151,100535,"Nov 01, 2023",4,4,4,5,5,5
901152,100535,2024-04-06,5,4,5,4,5,5
901153,100535,2024-07-17,5,5,5,5,5,5
901154,100535,2026-04-13,4,,4,5,4,4
901155,100536,18-11-2023,4,3,4,4,4,4
901156,100536,2023-11-24,4,4,5,4,4,4
901157,100536,03/07/2024,4,4,4,,3,4
901158,100536,2024/08/22,4,4,2,3,4,4
901159,100537,2025-05-31,2,3,2,3,3,2
901160,100540,2022-02-05,3,4,4,3,3,1
901161,100540,03/13/2023,2,2,2,1,1,1
901162,100540,"Mar 03, 2025",3,3,3,3,3,2
901163,100540,2025-10-22,2,3,2,2,2,2
901164,100541,23-08-2025,3,4,3,3,3,3
901165,100541,02-11-2025,4,3,4,3,4,4
901166,100541,2025-11-06,3,3,2,3,2,4
901167,100542,2025-12-04,3,2,3,3,3,2
901168,100543,2022-07-05,2,2,1,1,1,2
901169,100546,2025-09-03,4,4,4,4,4,4
901170,100546,2025-11-15,4,3,3,3,3,3
901171,100547,2026-04-09,2,2,3,3,3,2
901172,100549,2024-01-16,4,4,4,5,5,4
901173,100551,2022-11-19,4,4,3,4,3,4
901174,100552,2023-09-14,2,2,2,1,2,1
901175,100552,2024-12-11,2,2,2,2,2,2
901176,100552,2025-04-08,1,1,1,1,1,1
901177,100553,2022-03-11,3,4,3,3,3,2
901178,100553,20-06-2025,3,3,3,4,,2
901179,100553,07/30/2025,3,3,3,3,3,2
901180,100554,2025-01-04,3,3,3,3,3,2
901181,100555,27-02-2024,3,3,3,3,3,2
901182,100558,2023-09-12,5,5,5,4,5,5
901183,100559,2025-09-16,3,3,3,3,3,3
901184,100559,2026-03-19,2,2,2,2,2,2
901185,100560,2026-04-15,5,5,,4,5,5
901186,100560,25-04-2026,5,5,5,5,5,5
901187,100560,2026-05-01,5,,5,4,5,5
901188,100560,2026-05-01,4,5,4,5,5,5
901189,100561,12/11/2022,4,5,4,5,4,4
901190,100562,2022-03-23,4,4,4,4,4,3
901191,100562,2024-06-24,4,4,5,5,4,4
901192,100562,2024-08-04,4,4,5,5,4,4
901193,100563,09/14/2024,4,4,4,4,4,4
901194,100563,2024-10-23,5,5,4,5,5,5
901195,100564,2024-05-10,3,4,,4,3,4
901196,100565,2022-07-25,4,4,3,4,4,3
901197,100565,2023-10-08,4,4,4,4,5,4
901198,100565,2026-03-28,3,3,3,3,3,2
901199,100566,09/22/2022,4,4,4,4,3,3
901200,100567,2022-07-03,5,5,4,5,5,5
901201,100567,2024/09/29,5,5,4,4,5,4
901202,100568,08/04/2022,4,4,4,4,3,4
901203,100568,"Oct 19, 2023",4,5,4,3,5,4
901204,100568,2024/01/07,5,5,5,5,5,5
901205,100569,2022-10-22,3,2,2,3,2,2
901206,100570,2023-01-28,5,5,4,5,4,4
901207,100570,04/07/2023,5,5,5,5,5,5
901208,100570,2025/02/07,5,5,5,5,5,5
901209,100570,2025-06-23,4,5,5,,5,4
901210,100571,2022-12-21,4,4,5,3,4,5
901211,100571,2024-04-22,3,3,4,4,3,3
901212,100571,2026-04-16,4,4,2,4,3,2
901213,100572,2025-10-13,3,2,3,3,2,2
901214,100572,2025-12-20,2,2,1,3,3,2
901215,100572,"Apr 07, 2026",3,3,3,,3,3
901216,100573,2022-12-06,3,3,3,3,3,4
901217,100573,2023-05-03,6,3,3,3,3,3
901218,100574,2023/03/23,5,5,4,4,4,4
901219,100574,2023-12-29,4,4,3,4,4,3
901220,100574,11/29/2024,4,4,5,4,4,3
901221,100574,2025-05-16,4,3,4,3,3,3
901222,100575,2024-09-16,3,3,3,4,3,2
901223,100575,2025-02-26,4,,4,4,4,3
901224,100575,26-04-2025,4,4,4,4,3,3
901225,100576,2022-01-02,3,3,3,5,3,2
901226,100576,01/02/2022,3,3,4,2,3,3
901227,100576,2022/01/02,4,5,3,4,3,4
901228,100576,"Jan 05, 2022",3,4,3,4,3,3
901229,100577,2025-05-22,4,4,4,5,4,5
901230,100577,"Jun 04, 2025",4,4,5,3,4,4
901231,100577,08/10/2025,4,5,4,5,4,4
901232,100577,2025-09-19,4,3,4,4,3,3
901233,100578,2022-01-23,3,4,3,3,3,2
901234,100581,2022-05-30,3,4,3,3,3,2
901235,100581,26-04-2025,3,2,3,3,3,3
901236,100581,2025/04/28,3,3,3,4,3,4
901237,100582,01/31/2026,5,5,5,5,5,4
901238,100582,2026-03-29,4,4,5,3,4,4
901239,100583,2025-02-12,5,5,5,5,5,5
901240,100584,"Jan 07, 2022",2,3,2,3,2,1
901241,100584,2022-01-26,3,3,3,2,3,3
901242,100584,"Feb 23, 2022",2,2,3,1,1,2
901243,100584,2022-03-10,3,3,2,3,3,3
901244,100585,2022-02-18,5,4,4,5,4,4
901245,100585,2024-09-13,3,4,3,3,3,3
901246,100586,"Aug 28, 2022",4,4,5,4,4,4
901247,100586,2022/12/25,3,3,2,4,4,3
901248,100586,2024-12-04,3,3,3,2,4,
901249,100586,"Dec 08, 2025",3,3,4,4,3,2
901250,100587,02-02-2022,4,4,5,5,4,5
901251,100587,2022-08-02,4,4,5,4,5,3
901252,100587,2022-08-31,4,4,4,4,4,4
901253,100587,"May 18, 2023",4,5,5,5,5,4
901254,100588,2022-09-15,4,4,4,4,5,4
901255,100589,2023-04-05,4,4,4,5,3,3
901256,100589,2024-08-16,4,4,4,4,4,4
901257,100590,2022/09/24,3,3,2,2,3,2
901258,100590,2023-03-26,4,4,4,4,4,4
901259,100590,2025-05-24,4,4,4,5,5,3
901260,100590,2026-01-10,4,4,4,4,4,4
901261,100591,06/03/2024,3,3,3,2,3,3
901262,100591,2024-11-05,3,3,3,3,3,3
901263,100591,05-09-2025,3,2,3,3,2,3
901264,100592,2023-08-22,3,3,3,2,3,2
901265,100592,2023-12-25,4,4,4,4,4,3
901266,100593,2022-08-24,3,3,4,3,4,3
901267,100593,"Oct 31, 2023",4,4,4,4,4,5
901268,100593,2024/03/09,4,3,3,4,3,3
901269,100594,05/07/2025,4,4,4,4,4,3
901270,100596,2022/04/20,4,4,5,4,4,3
901271,100597,11-09-2022,4,4,4,4,4,3
901272,100597,2025-06-18,4,4,4,4,3,4
901273,100598,2025-06-26,3,3,3,2,4,2
901274,100598,2026-04-06,3,4,4,3,3,3
901275,100599,2023-01-05,4,3,4,4,4,4
901276,100599,2025-05-27,4,3,4,4,4,4
901277,100601,2023-06-01,4,3,4,4,4,3
901278,100601,2025-02-04,4,3,3,4,3,4
901279,100603,2023-02-06,3,3,2,2,3,2
901280,100603,2024/06/07,3,3,3,2,3,3
901281,100603,26-11-2024,3,2,3,3,3,3
901282,100605,2022-01-07,3,2,3,2,2,3
901283,100605,2022-09-21,2,3,2,2,2,2
901284,100605,2023-01-06,3,3,2,3,2,3
901285,100606,2022-06-21,2,1,2,3,2,3
901286,100606,30-01-2023,3,3,2,,3,3
901287,100606,2025-06-15,3,3,3,4,3,3
901288,100606,2025-06-17,3,2,2,3,2,2
901289,100607,21-10-2025,4,4,4,4,4,3
901290,100607,05-11-2025,4,3,4,4,3,4
901291,100608,26-12-2025,4,5,3,3,5,3
901292,100608,2026-04-29,3,3,3,3,4,3
901293,100609,2023-11-26,3,2,3,2,3,3
901294,100609,2024-05-21,2,2,4,3,1,1
901295,100609,2024-08-14,3,3,,3,,3
901296,100610,2022-02-19,3,4,4,3,3,3
901297,100610,2022-07-17,3,3,2,3,3,2
901298,100610,06-10-2024,3,3,2,3,3,2
901299,100611,2022-04-16,4,4,4,4,4,
901300,100611,2023-04-19,3,2,3,2,,2
901301,100611,30-03-2024,3,3,4,2,4,3
901302,100611,2025-04-30,4,4,4,4,5,4
901303,100612,2025-04-13,4,4,4,4,3,3
901304,100613,2023-01-22,4,4,3,4,3,3
901305,100613,2025/06/02,3,3,4,3,4,1
901306,100615,20-02-2023,3,3,3,3,3,2
901307,100615,2023-02-28,3,3,3,3,3,3
901308,100615,2024-04-10,4,3,2,2,3,3
901309,100615,03/28/2026,3,3,3,3,2,3
901310,100616,2022-10-15,2,3,2,3,3,3
901311,100616,2023-08-20,2,2,2,3,2,1
901312,100616,2025-07-26,2,3,2,2,2,2
901313,100616,2026-03-15,2,2,2,1,2,2
901314,100617,2023-02-19,3,4,,2,4,4
901315,100617,2023-07-30,4,4,4,5,5,4
901316,100617,2025-04-21,3,4,4,3,3,4
901317,100617,2025-05-26,3,3,4,3,3,3
901318,100618,02/25/2026,5,4,5,5,4,4
901319,100618,2026-03-05,3,4,4,3,4,3
901320,100618,2026-04-04,4,4,4,5,,4
901321,100619,2023-02-08,5,5,5,4,5,5
901322,100620,2023-12-15,5,4,5,4,5,4
901323,100620,2024-04-05,5,4,5,5,4,4
901324,100620,"May 05, 2024",5,4,4,5,4,4
901325,100620,0000-00-00,5,5,4,,4,3
901326,100621,2022/01/06,2,1,1,2,2,3
901327,100621,2022-02-02,1,1,1,1,1,1
901328,100621,2022-03-10,2,2,1,2,1,1
901329,100621,2022-06-14,1,1,1,1,1,1
901330,100622,12/01/2024,2,2,2,3,2,2
901331,100622,09-02-2025,3,3,3,3,3,3
901332,100625,2024-02-20,4,3,4,4,3,3
901333,100625,2024-04-17,3,3,3,3,3,4
901334,100626,23-01-2022,3,3,2,3,3,3
901335,100626,2022-08-10,3,4,3,4,3,2
901336,100626,02-11-2022,2,2,3,2,2,2
901337,100626,2023-05-19,3,2,2,2,4,3
901338,100627,2023-01-08,4,4,3,4,3,4
901339,100627,2023-12-27,3,3,4,3,3,4
901340,100628,0000-00-00,4,4,4,3,3,2
901341,100629,2023-10-19,3,2,3,3,2,2
901342,100629,2025-03-24,3,3,3,2,3,3
901343,100629,2025-03-25,3,3,3,4,3,3
901344,100630,2022-10-26,4,4,4,4,3,3
901345,100630,2025-12-27,3,2,3,2,2,2
901346,100632,2023/01/21,3,3,2,3,3,3
901347,100632,2023-01-25,4,4,4,4,4,4
901348,100632,2024-08-26,3,3,4,3,3,2
901349,100632,2025-09-07,3,3,4,3,4,2
901350,100633,12/23/2025,3,4,4,3,3,4
901351,100633,2026/01/23,3,3,4,4,3,3
901352,100634,2026-03-13,3,3,2,2,2,2
901353,100635,"May 04, 2022",4,4,5,4,4,4
901354,100635,2022/07/06,3,3,4,3,3,3
901355,100635,2022-08-22,3,4,3,4,3,3
901356,100635,25-04-2026,3,3,3,3,3,3
901357,100636,"Sep 14, 2025",3,3,3,3,3,3
901358,100637,2025-02-23,4,4,4,,3,4
901359,100637,2025-04-22,4,3,3,5,3,3
901360,100638,2025-05-31,3,3,3,4,3,3
901361,100639,2024/05/22,2,1,1,1,1,1
901362,100640,2022-02-13,3,3,2,3,3,4
901363,100640,2022-09-05,2,2,3,2,2,2
901364,100641,25-06-2022,4,,4,4,5,5
901365,100643,2022-07-06,2,2,2,2,,2
901366,100643,2024-08-12,3,3,2,3,3,2
901367,100643,23-03-2025,6,2,3,3,3,2
901368,100645,2023-02-26,3,3,3,3,2,2
901369,100645,2024-10-07,4,4,3,3,,4
901370,100645,2025-09-08,4,4,4,3,4,2
901371,100646,2024/02/20,4,4,3,3,4,4
901372,100646,2024-09-18,4,4,4,3,2,4
901373,100646,2025-11-27,3,3,3,3,3,2
901374,100647,2022-07-23,4,4,3,3,3,4
901375,100647,2023-08-12,3,3,3,3,3,2
901376,100647,2025-12-04,4,4,3,3,4,3
901377,100648,02/24/2022,3,3,3,3,4,3
901378,100648,2022/03/11,3,3,3,3,3,3
901379,100650,2024-09-17,3,2,3,3,3,3
901380,100650,23-05-2025,2,3,3,1,1,1
901381,100651,TBD,3,3,3,5,3,3
901382,100651,06/13/2025,3,2,,3,3,3
901383,100651,2025-08-03,3,3,4,3,2,2
901384,100651,2026-02-18,3,3,3,4,3,3
901385,100652,2022-07-18,3,3,2,3,3,3
901386,100652,2023-11-09,5,4,5,5,5,5
901387,100653,2026-03-29,3,4,3,2,4,3
901388,100653,2026-04-02,2,3,3,3,2,2
901389,100653,2026-04-18,4,4,5,3,5,3
901390,100654,2023-10-04,2,3,2,2,,2
901391,100654,2024-03-26,2,2,3,3,2,2
901392,100654,2025-04-16,2,2,3,3,2,2
901393,100656,2023-12-29,5,5,4,5,5,4
901394,100656,2026-04-10,4,5,5,4,4,3
901395,100657,2022-01-15,2,,2,2,1,2
901396,100657,2024-07-09,3,2,3,2,2,2
901397,100657,2025-02-25,2,3,2,2,2,2
901398,100658,"Jan 05, 2022",2,2,2,3,1,1
901399,100658,2022-02-15,2,2,2,2,3,2
901400,100659,2024-05-05,6,4,4,5,3,5
901401,100659,2024-10-31,4,4,3,3,4,3
901402,100660,2024-04-02,3,4,3,2,3,3
901403,100660,2024-06-05,3,4,4,3,4,3
901404,100660,2026-01-25,3,3,3,1,3,2
901405,100661,2022-04-08,4,4,3,2,3,3
901406,100661,2022-10-19,4,4,3,4,4,4
901407,100662,2025-12-31,3,3,,3,3,3
901408,100664,2022-07-20,4,3,4,4,4,4
901409,100664,2025-10-25,3,3,4,3,4,3
901410,100664,"Jan 30, 2026",3,3,3,4,2,3
901411,100666,2022-08-17,3,3,3,2,3,2
901412,100666,"Oct 23, 2022",3,4,3,3,5,3
901413,100666,28-02-2023,4,4,4,3,4,4
901414,100667,2022/03/11,3,3,4,3,,2
901415,100667,2022-07-03,3,4,3,2,2,3
901416,100667,2025-06-10,3,3,3,3,3,3
901417,100668,2024/12/26,3,3,3,2,2,3
901418,100669,2022-10-12,2,2,2,3,3,2
901419,100669,"Oct 20, 2023",3,3,3,3,2,3
901420,100669,2024-05-11,3,4,2,3,3,3
901421,100669,2024-06-10,2,2,1,2,2,2
901422,100670,2022-02-14,2,1,2,2,2,1
901423,100670,2024/06/03,1,1,2,2,1,1
901424,100671,2022-01-15,4,4,4,5,4,3
901425,100671,2023-06-19,5,5,5,5,5,5
901426,100671,2025-09-15,5,5,4,5,5,4
901427,100673,2025-09-09,4,4,3,5,3,2
901428,100673,2026/02/25,4,4,4,3,4,4
901429,100674,10-06-2025,2,2,2,3,2,2
901430,100674,"Jun 15, 2025",3,2,3,4,2,2
901431,100675,2022/12/07,3,2,2,2,3,3
901432,100675,2023/08/27,3,4,3,4,4,3
901433,100675,2023-08-30,3,3,4,3,4,3
901434,100676,2022-04-09,4,4,3,3,4,4
901435,100676,2024-01-09,5,4,5,5,3,4
901436,100676,2024-05-01,4,5,5,3,5,5
901437,100677,2023-01-24,4,4,3,5,4,5
901438,100677,2023-12-09,3,3,3,2,2,2
901439,100677,2025-09-16,3,3,,3,3,2
901440,100677,11/21/2025,2,2,2,3,2,2
901441,100678,2025-12-13,3,3,2,3,2,2
901442,100679,2024-07-23,3,3,3,3,2,2
901443,100679,2024-12-17,3,3,3,3,3,3
901444,100680,2022-09-09,3,3,2,3,3,2
901445,100680,2022-10-11,3,3,3,3,3,2
901446,100680,2022/11/15,3,3,2,3,3,3
901447,100680,2022-12-18,3,3,4,3,4,3
901448,100681,2022/05/13,2,3,2,2,3,3
901449,100681,2023-06-10,2,2,2,2,2,3
901450,100681,2026-04-13,2,2,2,3,2,1
901451,100683,2025-06-08,5,5,5,5,4,5
901452,100683,2025-10-12,4,4,4,4,4,5
901453,100684,2022-06-26,3,3,3,2,3,3
901454,100684,"Aug 03, 2023",3,3,4,4,2,3
901455,100684,2023-09-22,3,3,3,3,3,3
901456,100684,2023-12-04,4,5,5,4,5,4
901457,100685,2022-06-17,2,2,2,2,3,2
901458,100685,2024-10-29,3,3,3,3,3,2
901459,100685,13-09-2025,3,3,3,3,3,2
901460,100686,2023-12-05,3,3,3,4,4,3
901461,100687,2022-03-08,2,2,3,2,3,2
901462,100687,2024-03-25,2,1,1,1,,2
901463,100687,2025-07-27,2,3,1,3,2,3
901464,100688,2022-11-20,4,5,5,5,4,4
901465,100688,28-12-2022,4,4,3,4,,4
901466,100688,2023-11-17,4,4,4,4,4,5
901467,100689,04-10-2022,5,5,5,5,5,
901468,100689,2023-06-07,4,4,5,4,5,3
901469,100689,2024-04-22,5,,5,5,5,4
901470,100689,2024-06-08,5,5,5,5,5,4
901471,100692,2023-09-10,3,2,2,2,3,3
901472,100692,2024-12-22,4,,4,4,4,4
901473,100693,2023-02-17,4,4,5,4,3,4
901474,100693,2023-11-14,4,5,5,4,5,3
901475,100693,08/06/2025,5,4,5,4,4,4
901476,100694,2023-05-15,4,5,4,4,4,4
901477,100695,04/13/2024,3,2,4,3,3,3
901478,100697,2025-10-20,4,4,4,4,4,4
901479,100697,2025-11-14,4,3,3,3,2,4
901480,100697,08-04-2026,3,3,3,3,3,3
901481,100698,2025-07-06,2,1,1,2,3,2
901482,100699,2025/01/06,3,3,3,3,3,1
901483,100700,2022-03-18,4,3,4,4,4,3
901484,100700,TBD,3,3,3,4,4,3
901485,100700,2024-01-27,3,3,3,4,3,2
901486,100700,2026-02-23,4,4,,4,4,3
901487,100701,2022-06-08,4,5,4,3,4,3
901488,100701,2023-04-12,4,4,4,3,4,
901489,100701,2025-01-13,3,3,3,3,3,2
901490,100702,"Jan 24, 2024",3,4,4,4,4,3
901491,100702,"Oct 08, 2024",3,3,2,3,2,2
901492,100703,2022-04-04,4,5,5,4,4,5
901493,100703,2022-10-24,4,5,4,5,4,5
901494,100703,2023-03-24,4,4,5,4,4,5
901495,100703,2024-10-30,5,5,4,4,4,5
901496,100704,2022-09-15,2,2,2,2,2,1
901497,100705,2022/09/10,3,4,4,3,2,3
901498,100705,"Nov 03, 2023",2,2,3,2,2,2
901499,100705,2024-07-21,2,2,,3,3,1
901500,100705,2024-11-13,3,2,2,2,3,2
901501,100706,2024-04-13,5,5,5,5,4,4
901502,100707,2023-05-14,4,5,5,4,4,4
901503,100708,2024-09-09,2,2,2,2,2,2
901504,100708,2024-09-27,3,3,3,3,3,3
901505,100710,2025-04-22,5,4,5,5,5,4
901506,100710,2025-05-14,5,5,4,5,5,4
901507,100710,2025-12-12,4,4,4,4,4,3
901508,100710,17-01-2026,4,4,4,5,5,3
901509,100711,09/17/2025,2,2,2,2,2,2
901510,100712,2025-09-27,4,4,5,5,5,4
901511,100712,2025-10-16,4,4,4,5,4,5
901512,100712,2025-12-22,5,5,5,4,5,4
901513,100713,2022-03-22,2,2,3,2,3,2
901514,100713,04/28/2025,2,3,3,2,3,
901515,100716,2023/03/14,5,5,5,4,5,4
901516,100716,08/31/2023,4,4,4,5,4,5
901517,100716,2023-09-08,5,5,5,5,4,5
901518,100716,2024-05-06,5,5,4,5,4,
901519,100717,2023-03-23,5,5,5,5,5,4
901520,100717,2023-11-02,3,4,3,,3,3
901521,100717,2024-01-02,4,4,4,5,4,4
901522,100718,30-07-2022,3,3,3,4,3,2
901523,100718,2024-08-15,3,3,4,3,4,3
901524,100719,2022-08-26,3,3,4,4,2,2
901525,100719,2023-02-07,2,3,3,2,3,2
901526,100719,2024/11/02,4,4,3,3,5,3
901527,100720,2022-04-29,2,1,,2,1,2
901528,100720,2023-10-30,2,1,2,3,2,1
901529,100720,2024-05-26,2,2,2,2,2,2
901530,100721,2025-09-20,3,2,4,3,3,3
901531,100722,2025-04-29,2,3,3,2,2,
901532,100722,2025-06-08,3,3,3,3,2,3
901533,100722,03/22/2026,4,4,4,3,3,4
901534,100723,2023-12-26,3,3,4,5,3,3
901535,100724,02/03/2026,3,3,3,3,3,3
901536,100724,2026-03-05,2,2,2,2,1,1
901537,100724,2026-03-27,3,3,3,3,3,4
901538,100725,2022-06-22,2,2,3,2,2,2
901539,100725,"Aug 27, 2023",2,1,2,2,1,1
901540,100725,2024-04-30,2,2,2,3,2,2
901541,100725,2025-06-18,2,1,2,2,2,3
901542,100727,2024-03-16,4,4,4,4,,2
901543,100727,2024-10-26,3,4,3,4,3,3
901544,100727,2024-12-23,3,3,4,3,3,3
901545,100729,02/26/2022,4,3,3,4,3,4
901546,100729,2022-05-02,3,3,4,3,3,4
901547,100729,2024-08-24,4,4,4,3,4,5
901548,100729,11/02/2025,4,4,3,3,4,4
901549,100730,2022-02-07,4,3,3,3,4,3
901550,100730,07-10-2024,4,4,4,4,4,3
901551,100730,2025-05-08,4,4,4,5,4,4
901552,100731,2026-02-28,4,4,,4,3,5
901553,100732,2025-09-30,3,2,3,3,3,2
901554,100732,11/02/2025,4,4,4,5,4,3
901555,100732,0000-00-00,4,3,3,4,4,4
901556,100734,07/05/2022,4,4,4,4,3,3
901557,100734,15-07-2022,4,4,5,4,4,4
901558,100734,2022/08/20,3,3,3,3,4,3
901559,100734,09/28/2023,3,4,3,4,3,4
901560,100736,2024-04-13,5,4,4,4,5,5
901561,100736,"Jan 31, 2025",4,4,4,4,5,4
901562,100736,2026-02-12,4,5,5,5,4,4
901563,100737,2025-08-16,2,3,3,1,2,3
901564,100737,12/08/2025,1,2,2,2,1,1
901565,100737,2026-03-14,2,3,2,2,2,1
901566,100738,2024-10-20,3,2,2,2,2,2
901567,100739,2023-08-05,3,3,4,4,3,3
901568,100739,"Oct 13, 2024",3,3,,4,4,3
901569,100739,2025/09/03,2,1,3,2,2,2
901570,100739,2026-03-30,2,2,2,2,2,2
901571,100740,2025-06-27,3,4,3,4,3,3
901572,100740,2026-03-03,2,3,2,3,2,1
901573,100741,2024-11-28,4,,5,5,4,
901574,100742,2025-09-27,2,1,2,1,2,2
901575,100742,2025-11-02,2,2,2,2,2,1
901576,100742,2026-03-13,2,1,2,1,2,1
901577,100742,2026/04/26,2,,2,2,2,3
901578,100743,08/03/2025,3,4,3,4,3,3
901579,100744,2023-11-03,4,4,5,4,4,4
901580,100745,2024-03-30,4,3,,3,4,3
901581,100745,2024-04-22,3,3,3,2,3,3
901582,100745,2025-01-17,4,4,4,4,5,4
901583,100746,2025-07-05,3,3,2,3,,4
901584,100747,2022-12-29,3,3,4,3,3,3
901585,100747,2023-04-27,3,3,3,,2,
901586,100747,2023-06-08,4,4,3,4,3,4
901587,100747,2024-03-14,4,3,4,4,4,3
901588,100748,06-03-2025,4,4,5,4,4,5
901589,100748,08/25/2025,3,3,2,3,4,3
901590,100748,2026-01-08,3,4,3,3,3,3
901591,100749,2023-12-13,4,4,2,3,4,3
901592,100750,2024/01/02,4,4,4,3,4,4
901593,100750,2025-10-03,3,3,3,3,2,3
901594,100751,2024-05-06,5,5,5,,5,5
901595,100751,2024/10/20,4,4,3,5,4,3
901596,100751,2025-01-04,3,3,4,4,4,4
901597,100751,2025-03-06,4,4,5,4,5,3
901598,100752,2024-10-06,1,2,2,1,1,2
901599,100753,02/13/2022,2,2,1,2,2,2
901600,100753,2022-06-01,2,4,3,3,2,3
901601,100753,1900-01-01,3,3,3,3,,3
901602,100753,2023-10-02,2,2,3,1,2,1
901603,100754,10/19/2023,3,3,3,2,2,3
901604,100754,13-08-2024,3,4,4,4,3,3
901605,100755,09/18/2022,5,4,5,5,5,4
901606,100755,2025-06-03,5,5,,5,4,4
901607,100756,03/08/2022,3,3,2,2,3,3
901608,100756,16-04-2022,3,3,2,3,2,3
901609,100758,2024-02-20,2,3,2,3,1,3
901610,100758,2024-03-29,3,3,3,4,3,4
901611,100759,2024-10-02,4,4,4,3,4,4
901612,100759,06/10/2025,4,5,4,5,4,5
901613,100760,06/22/2024,3,3,3,2,3,3
901614,100760,31-10-2024,3,3,4,4,3,4
901615,100760,12/07/2024,3,3,3,3,3,3
901616,100761,2022-03-30,5,5,5,4,4,4
901617,100761,2023-09-04,4,3,4,3,3,3
901618,100761,2024-08-30,3,3,4,2,3,3
901619,100762,26-07-2022,5,4,5,4,5,5
901620,100762,2025-03-06,5,5,5,5,5,5
901621,100763,2023-04-13,3,3,3,3,4,3
901622,100763,2023-06-27,3,3,2,4,4,
901623,100764,"Jan 23, 2022",4,4,4,4,4,3
901624,100764,2025-06-09,4,3,5,4,3,4
901625,100764,2026-04-22,3,3,3,3,2,2
901626,100765,2022-03-10,4,,,4,3,3
901627,100765,2022/07/13,4,4,3,3,3,3
901628,100767,2022-07-04,3,2,2,2,2,2
901629,100767,2022-07-24,3,,3,4,3,3
901630,100767,16-07-2025,3,3,3,2,2,2
901631,100768,2022-03-09,2,2,3,2,1,2
901632,100768,2023-09-22,2,2,2,2,2,2
901633,100768,05/31/2024,2,,2,1,2,2
901634,100770,"Dec 11, 2023",4,3,4,3,3,5
901635,100771,2024/05/13,4,4,4,4,3,3
901636,100771,2025-06-06,4,4,4,4,5,4
901637,100771,2025-09-11,4,4,4,3,3,4
901638,100772,2026-04-13,3,3,3,2,3,2
901639,100773,2024-02-08,4,4,4,4,3,4
901640,100773,2025-03-05,4,3,4,4,5,
901641,100775,2022-03-20,4,3,4,4,4,4
901642,100775,2025-11-05,6,3,4,3,3,3
901643,100776,2023-07-29,4,5,4,4,4,4
901644,100776,2025-01-14,4,5,5,4,3,4
901645,100777,01/16/2024,3,3,4,3,3,4
901646,100777,2024-03-23,3,3,3,3,3,2
901647,100779,2022-12-23,3,3,3,3,3,3
901648,100779,2024-08-05,3,4,4,4,4,3
901649,100780,2023-07-30,3,3,3,2,3,3
901650,100780,06/20/2024,3,3,,3,4,1
901651,100780,2024-11-25,3,3,4,3,4,4
901652,100780,2025-02-01,3,3,,4,3,3
901653,100781,2024/08/07,4,4,4,4,5,3
901654,100781,08/26/2024,5,4,4,4,5,4
901655,100781,2025-01-19,3,3,3,4,4,3
901656,100781,03/25/2025,5,5,4,5,5,5
901657,100782,2024-11-03,3,3,2,2,3,3
901658,100782,2025-02-09,2,2,2,3,3,4
901659,100782,03/22/2025,3,3,3,3,3,3
901660,100782,2025-06-28,3,3,3,4,2,3
901661,100783,2024-08-26,3,3,4,3,3,3
