training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
303255,100839,Product Discovery Basics,Product,0000-00-00,2025-12-09,Completed,77.8,10.7
303256,100839,Data Privacy and GDPR,Compliance,2025-08-13,,Assigned,,2.0
303257,100839,Enterprise Sales Methodology,Sales,2025-07-19,,Assigned,,14.3
303258,100839,Leadership Essentials,Leadership,2026-01-29,2026-03-02,Completed,79.0,18.4
303259,100839,Secure Coding Basics,Technical,2025-06-11,2025/06/19,Completed,80.3,11.0
303260,100840,New Hire Onboarding,Onboarding,2026-04-29,"May 31, 2026",Completed,71.9,9.2
303261,100840,Advanced Customer Handling,Customer Experience,2025-10-29,,Assigned,,14.9
303262,100841,Manager Coaching Skills,Leadership,01/23/2025,"Feb 16, 2025",Completed,78.0,19.0
303263,100841,Cybersecurity Awareness,Compliance,2024-03-12,2024-04-26,Completed,100.0,2.5
303264,100842,Leadership Essentials,Leadership,2025/01/07,,Assigned,,21.3
303265,100843,New Hire Onboarding,Onboarding,2026-02-04,2026-03-21,Completed,76.1,7.7
303266,100843,SQL for Business Analysts,Technical,2025-05-18,05/21/2025,Complete,100.0,16.1
303267,100843,Manager Coaching Skills,Leadership,2025-08-21,2025-08-23,Completed,74.3,16.1
303268,100843,Data Privacy and GDPR,Compliance,2026-01-27,,In Progress,,3.7
303269,100843,Product Discovery Basics,Product,2025-06-23,,In Progress,,10.3
303270,100844,Data Privacy and GDPR,Compliance,2025-12-27,,Not Started,,2.8
303271,100844,New Hire Onboarding,Onboarding,2024-02-13,,In Progress,,7.7
303272,100844,Enterprise Sales Methodology,Sales,2021-03-21,2021-04-13,Completed,100.0,15.7
303273,100845,SQL for Business Analysts,Technical,15-10-2023,2023-10-29,Completed,95.7,15.9
303274,100845,Enterprise Sales Methodology,Sales,07-10-2023,,Assigned,,19.9
303275,100845,Advanced Customer Handling,Customer Experience,2022-03-20,,Completed,58.5,12.9
303276,100845,Manager Coaching Skills,Leadership,2022-05-31,2022-07-13,Completed,67.9,15.2
303277,100846,New Hire Onboarding,Onboarding,2022-08-04,2022-09-11,Completed,82.8,9.6
303278,100847,New Hire Onboarding,Onboarding,2024/09/06,,Completed,70.3,10.5
303279,100847,Conflict Resolution,Soft Skills,2023-10-18,2023/10/29,Completed,85.4,5.1
303280,100847,Manager Coaching Skills,Leadership,2025-02-22,"Mar 06, 2025",Completed,81.5,17.3
303281,100847,Secure Coding Basics,Technical,2025-06-22,16-07-2025,Completed,80.1,11.9
303282,100847,Data Privacy and GDPR,Compliance,2025-03-20,,Done,83.0,3.3
303283,100848,Enterprise Sales Methodology,Sales,2022-02-28,2022/03/25,Completed,62.0,20.5
303284,100848,Manager Coaching Skills,Leadership,2023-04-17,,In Progress,,10.3
303285,100848,Secure Coding Basics,Technical,2021-05-13,,Assigned,,7.8
303286,100848,Power BI Fundamentals,Technical,2021-03-28,2021-04-10,Completed,80.9,16.5
303287,100848,New Hire Onboarding,Onboarding,10/24/2022,,Not Started,,8.7
303288,100848,Cybersecurity Awareness,Compliance,2022-09-07,,Assigned,,2.3
303289,100848,Conflict Resolution,Soft Skills,2023-03-03,,Completed,97.7,5.8
303290,100849,New Hire Onboarding,Onboarding,04/21/2025,,Completed,71.0,5.9
303291,100849,Secure Coding Basics,Technical,2022/09/08,,Assigned,,5.9
303292,100849,Cybersecurity Awareness,Compliance,2021-11-23,12/17/2021,Completed,83.1,1.7
303293,100849,Manager Coaching Skills,Leadership,28-07-2021,2021-09-09,Done,61.4,16.1
303294,100849,SQL for Business Analysts,Technical,10-08-2021,,Not Started,,24.3
303295,100850,New Hire Onboarding,Onboarding,2026-01-06,,In Progress,,5.9
303296,100850,Leadership Essentials,Leadership,0000-00-00,15-07-2024,Completed,98.2,20.0
303297,100850,Conflict Resolution,Soft Skills,2024-10-15,2024-11-10,Completed,87.4,5.7
303298,100850,Cybersecurity Awareness,Compliance,2026-03-27,,In Progress,,2.1
303299,100850,Power BI Fundamentals,Technical,2025-11-06,2025-11-28,Completed,91.6,10.2
303300,100850,Product Discovery Basics,Product,2026-04-03,2026-04-14,Complete,84.6,13.2
303301,100851,Cybersecurity Awareness,Compliance,2023-10-13,06-11-2023,Completed,80.8,1.6
303302,100851,Secure Coding Basics,Technical,2025-05-30,2025-06-12,Complete,67.1,8.5
303303,100851,Product Discovery Basics,Product,2025-12-21,2026-01-28,Completed,76.9,10.2
303304,100851,New Hire Onboarding,Onboarding,2024-06-08,,In Progress,,9.4
303305,100851,Power BI Fundamentals,Technical,2025-02-14,03/24/2025,Completed,77.9,15.5
303306,100851,SQL for Business Analysts,Technical,2024-06-15,2024-07-03,Completed,,19.7
303307,100852,New Hire Onboarding,Onboarding,2023-02-10,,In Progress,,10.2
303308,100853,New Hire Onboarding,Onboarding,14-08-2023,2023-08-23,Completed,67.0,6.9
303309,100853,Data Privacy and GDPR,Compliance,2021-12-29,,In Progress,,3.5
303310,100853,Conflict Resolution,Soft Skills,2021-12-19,2022-01-05,Complete,77.7,3.9
303311,100853,Enterprise Sales Methodology,Sales,2023-02-09,08-03-2023,Completed,90.8,16.1
303312,100853,Power BI Fundamentals,Technical,2021-12-19,,Assigned,,19.8
303313,100854,New Hire Onboarding,Onboarding,2022-08-02,2022-09-10,Completed,49.7,9.4
303314,100854,Product Discovery Basics,Product,05/30/2022,06/13/2022,Complete,80.4,8.7
303315,100854,New Hire Onboarding,Onboarding,"Sep 07, 2023",2023-09-26,Completed,83.6,7.5
303316,100854,Data Privacy and GDPR,Compliance,2025-06-17,07/16/2025,Completed,69.2,2.8
303317,100855,New Hire Onboarding,Onboarding,01/07/2025,,Assigned,,8.1
303318,100855,Product Discovery Basics,Product,12/14/2024,2024-12-31,Complete,92.3,6.9
303319,100855,New Hire Onboarding,Onboarding,2023-04-25,2023/05/01,Completed,93.6,8.2
303320,100855,Enterprise Sales Methodology,Sales,07/02/2024,2024-08-06,Complete,76.7,14.2
303321,100855,SQL for Business Analysts,Technical,"Apr 09, 2023",,Assigned,,20.6
303322,100856,Cybersecurity Awareness,Compliance,2025-10-29,2025-10-31,Completed,78.1,1.7
303323,100856,New Hire Onboarding,Onboarding,2025/11/25,2025-12-18,Completed,80.6,7.4
303324,100857,New Hire Onboarding,Onboarding,2025-12-28,,Not Started,,8.0
303325,100857,New Hire Onboarding,Onboarding,2023-02-25,2023-02-26,Completed,79.3,7.5
303326,100857,Manager Coaching Skills,Leadership,2023-03-27,,Assigned,,12.7
303327,100857,Secure Coding Basics,Technical,"May 12, 2025",,In Progress,,13.2
303328,100857,Product Discovery Basics,Product,2024-05-01,2024/05/22,Completed,63.5,9.2
303329,100857,Advanced Customer Handling,Customer Experience,05/21/2023,2023-06-16,Complete,70.8,11.9
303330,100857,Leadership Essentials,Leadership,2026-02-22,2026-03-08,Completed,71.4,20.7
303331,100858,New Hire Onboarding,Onboarding,2025/05/08,05/18/2025,Completed,87.6,6.7
303332,100858,Manager Coaching Skills,Leadership,2025-03-01,"Apr 01, 2025",Completed,82.9,10.9
303333,100859,Manager Coaching Skills,Leadership,03/13/2025,,Not Started,,17.9
303334,100860,New Hire Onboarding,Onboarding,2023-04-06,16-04-2023,Done,80.2,12.0
303335,100861,New Hire Onboarding,Onboarding,2022-03-23,,In Progress,,8.1
303336,100861,SQL for Business Analysts,Technical,"Nov 08, 2024",20-11-2024,Completed,89.1,18.4
303337,100861,Conflict Resolution,Soft Skills,23-02-2022,"Mar 30, 2022",Completed,59.9,6.2
303338,100862,New Hire Onboarding,Onboarding,2026/03/14,,Assigned,,8.9
303339,100862,Secure Coding Basics,Technical,2021-01-29,01/31/2021,Done,77.8,6.3
303340,100863,Manager Coaching Skills,Leadership,02/20/2022,2022-04-02,Completed,92.7,14.5
303341,100864,New Hire Onboarding,Onboarding,"Dec 24, 2023",2023-12-27,Completed,77.2,7.5
303342,100864,SQL for Business Analysts,Technical,2025-10-01,2025-10-12,Completed,72.7,16.5
303343,100865,Data Privacy and GDPR,Compliance,2023-05-22,,Assigned,,2.4
303344,100865,Cybersecurity Awareness,Compliance,2024-10-21,,Complete,76.6,1.4
303345,100865,Enterprise Sales Methodology,Sales,2025-06-23,"Aug 04, 2025",Completed,70.1,10.8
303346,100865,Secure Coding Basics,Technical,2023/08/28,2023-09-23,Completed,91.3,11.5
303347,100866,New Hire Onboarding,Onboarding,2024-11-05,,Not Started,,10.0
303348,100866,Leadership Essentials,Leadership,2023/02/11,2023-02-28,Completed,98.0,20.5
303349,100866,Cybersecurity Awareness,Compliance,28-10-2023,11/07/2023,Completed,70.4,1.8
303350,100866,Power BI Fundamentals,Technical,2022-10-28,2022-10-30,Completed,86.4,18.6
303351,100866,New Hire Onboarding,Onboarding,2025-06-15,2025-07-08,Completed,80.2,10.0
303352,100866,Manager Coaching Skills,Leadership,2024-12-07,,In Progress,,15.2
303353,100866,Advanced Customer Handling,Customer Experience,"Sep 02, 2025",,In Progress,,9.2
303354,100867,Leadership Essentials,Leadership,2024-09-05,10/20/2024,Completed,77.1,22.9
303355,100868,New Hire Onboarding,Onboarding,12/17/2021,2021-12-30,Complete,76.0,7.7
303356,100868,Cybersecurity Awareness,Compliance,2024-08-16,07-09-2024,Completed,79.2,1.9
303357,100868,Enterprise Sales Methodology,Sales,2025-01-27,,Assigned,,13.0
303358,100869,New Hire Onboarding,Onboarding,2025-10-26,2025-11-21,Completed,87.0,8.7
303359,100870,New Hire Onboarding,Onboarding,2023-05-06,,In Progress,,9.4
303360,100870,Advanced Customer Handling,Customer Experience,2023-04-05,,In Progress,,11.7
303361,100870,Enterprise Sales Methodology,Sales,2022-12-18,12/21/2022,Completed,83.7,13.5
303362,100870,Manager Coaching Skills,Leadership,2022/07/17,31-07-2022,Completed,77.4,16.6
303363,100871,New Hire Onboarding,Onboarding,2025-09-25,,Assigned,,9.4
303364,100871,Power BI Fundamentals,Technical,2025-06-05,,Complete,84.8,17.0
303365,100872,New Hire Onboarding,Onboarding,28-03-2023,"Apr 27, 2023",Completed,77.5,5.6
303366,100872,Cybersecurity Awareness,Compliance,11/24/2021,,In Progress,,2.3
303367,100872,Enterprise Sales Methodology,Sales,2022-11-13,,Assigned,,18.4
303368,100872,Conflict Resolution,Soft Skills,2022-09-26,11/04/2022,Completed,71.7,5.8
303369,100872,Product Discovery Basics,Product,2021-01-11,,Completed,72.4,11.0
303370,100872,SQL for Business Analysts,Technical,2022-10-30,,In Progress,,19.0
303371,100872,Leadership Essentials,Leadership,2021-12-15,2022-01-06,Completed,65.8,22.0
303372,100873,New Hire Onboarding,Onboarding,15-03-2022,,Completed,78.3,8.2
303373,100873,Product Discovery Basics,Product,08/09/2022,2022/09/04,Completed,63.9,13.9
303374,100873,Manager Coaching Skills,Leadership,2023-05-16,,Completed,70.7,19.1
303375,100873,Leadership Essentials,Leadership,2022-01-14,,Dropped,,17.3
303376,100873,Secure Coding Basics,Technical,2022-11-18,14-12-2022,Completed,73.5,11.5
303377,100873,SQL for Business Analysts,Technical,2023-06-03,23-06-2023,Completed,74.1,21.2
303378,100874,Data Privacy and GDPR,Compliance,2024-03-09,2024-03-25,Completed,66.0,3.1
303379,100874,SQL for Business Analysts,Technical,2025-10-04,,Not Started,,19.8
303380,100874,Secure Coding Basics,Technical,2024-10-02,,Completed,48.7,6.3
303381,100874,Advanced Customer Handling,Customer Experience,09-08-2024,2024-08-18,Completed,81.0,10.8
303382,100874,New Hire Onboarding,Onboarding,2025-07-25,2025-08-19,Completed,74.3,9.8
303383,100874,Enterprise Sales Methodology,Sales,2024-04-19,,In Progress,,14.0
303384,100875,New Hire Onboarding,Onboarding,10-04-2023,2023-04-29,Completed,82.8,8.5
303385,100875,Advanced Customer Handling,Customer Experience,2024-05-28,2024-06-15,Completed,75.2,14.0
303386,100875,Secure Coding Basics,Technical,2023-10-31,2023-12-01,Done,74.2,9.8
303387,100875,Conflict Resolution,Soft Skills,2024-06-21,2024-06-25,Completed,84.3,4.2
303388,100875,SQL for Business Analysts,Technical,2024-01-11,2024-02-15,Complete,94.4,15.6
303389,100876,New Hire Onboarding,Onboarding,03/15/2022,2022-04-25,Completed,58.3,5.0
303390,100876,Secure Coding Basics,Technical,2023-04-08,,In Progress,,9.4
303391,100877,New Hire Onboarding,Onboarding,2021-10-02,,Assigned,,10.4
303392,100877,Conflict Resolution,Soft Skills,2021-12-18,,In Progress,,5.8
303393,100877,Manager Coaching Skills,Leadership,2025-07-30,06-09-2025,Completed,79.3,23.2
303394,100878,New Hire Onboarding,Onboarding,2024-08-18,2024-09-27,Completed,68.9,8.2
303395,100878,Conflict Resolution,Soft Skills,2025-09-28,2025-11-01,Done,84.8,6.7
303396,100878,Advanced Customer Handling,Customer Experience,TBD,2024-09-07,Completed,70.7,9.1
303397,100878,New Hire Onboarding,Onboarding,2025-06-30,"Aug 01, 2025",Completed,91.1,7.3
303398,100878,Cybersecurity Awareness,Compliance,2021-12-14,,In Progress,,2.1
303399,100879,New Hire Onboarding,Onboarding,2025-09-04,2025-09-13,Completed,49.0,5.3
303400,100879,Power BI Fundamentals,Technical,2025-05-11,,Not Started,,16.6
303401,100879,Conflict Resolution,Soft Skills,2026-03-16,20-03-2026,Completed,86.2,4.4
303402,100879,Leadership Essentials,Leadership,2025-04-03,2025-05-16,Completed,95.8,18.2
303403,100879,New Hire Onboarding,Onboarding,03-06-2025,2025/06/21,Completed,82.7,11.1
303404,100879,Advanced Customer Handling,Customer Experience,2026-01-27,,Not Started,,9.3
303405,100880,New Hire Onboarding,Onboarding,2021-09-06,09/16/2021,Completed,74.5,8.7
303406,100880,Power BI Fundamentals,Technical,"Oct 26, 2021",,Not Started,,8.1
303407,100881,New Hire Onboarding,Onboarding,2024-11-08,,Assigned,,8.3
303408,100881,Secure Coding Basics,Technical,2022-12-02,2022-12-24,Completed,84.3,12.1
303409,100881,Power BI Fundamentals,Technical,2023/11/03,2023-11-09,Completed,76.2,13.2
303410,100881,Enterprise Sales Methodology,Sales,2026-03-10,,Completed,80.6,14.6
303411,100881,SQL for Business Analysts,Technical,2023/01/02,2023-01-06,Complete,100.0,13.3
303412,100882,New Hire Onboarding,Onboarding,"Aug 16, 2024",2024-09-06,Completed,85.8,7.0
303413,100883,New Hire Onboarding,Onboarding,2021-08-31,2021-09-19,Completed,75.8,8.5
303414,100883,Power BI Fundamentals,Technical,2024-01-20,,Not Started,,11.1
303415,100883,Advanced Customer Handling,Customer Experience,2021-06-10,2021-06-23,Completed,58.1,11.4
303416,100884,New Hire Onboarding,Onboarding,2024-10-01,2024-10-24,Complete,72.5,9.3
303417,100884,Conflict Resolution,Soft Skills,"Apr 26, 2025",05/28/2025,Done,72.0,7.0
303418,100884,Data Privacy and GDPR,Compliance,2023/10/10,,Assigned,,3.1
303419,100884,Enterprise Sales Methodology,Sales,2025-12-06,,In Progress,,17.4
303420,100884,New Hire Onboarding,Onboarding,2025-06-20,2025/06/28,Completed,62.2,9.9
303421,100884,Cybersecurity Awareness,Compliance,2026-01-05,2026-02-04,Done,93.8,2.0
303422,100885,Leadership Essentials,Leadership,2025-02-19,2025-03-05,Completed,65.3,21.9
303423,100886,New Hire Onboarding,Onboarding,2023-04-08,2023-05-09,Completed,83.9,9.5
303424,100886,Advanced Customer Handling,Customer Experience,2021-06-20,2021-07-22,Completed,,7.4
303425,100886,SQL for Business Analysts,Technical,2025-12-12,2025-12-19,Completed,76.9,18.4
303426,100886,Leadership Essentials,Leadership,"Nov 28, 2024",2024-12-16,Completed,74.6,12.7
303427,100887,New Hire Onboarding,Onboarding,2024-05-07,,Not Started,,10.3
303428,100887,Secure Coding Basics,Technical,04/19/2024,,In Progress,,9.2
303429,100887,Advanced Customer Handling,Customer Experience,2026-01-27,"Jan 31, 2026",Done,87.8,10.9
303430,100887,Power BI Fundamentals,Technical,2025-02-03,2025-03-14,Completed,76.1,11.6
303431,100887,SQL for Business Analysts,Technical,2025-10-27,,Dropped,,15.1
303432,100887,Conflict Resolution,Soft Skills,2025/04/30,,Assigned,,7.0
303433,100887,Manager Coaching Skills,Leadership,2025-02-02,2025-02-27,Complete,63.6,17.4
303434,100888,New Hire Onboarding,Onboarding,"Sep 16, 2024",,Completed,75.3,6.5
303435,100889,New Hire Onboarding,Onboarding,12-02-2026,03/19/2026,Completed,90.3,8.9
303436,100889,Leadership Essentials,Leadership,"Apr 12, 2026",,Dropped,,22.6
303437,100889,Leadership Essentials,Leadership,2026-04-18,2026-06-01,Completed,71.7,20.9
303438,100890,New Hire Onboarding,Onboarding,2024-08-15,2024-08-16,Complete,83.1,6.4
303439,100890,Secure Coding Basics,Technical,2025-11-26,,In Progress,,11.4
303440,100890,Product Discovery Basics,Product,2024-06-08,,Assigned,,10.5
303441,100890,Advanced Customer Handling,Customer Experience,2023-05-16,2023-06-27,Complete,70.4,11.5
303442,100891,New Hire Onboarding,Onboarding,2024-04-19,,Assigned,,9.2
303443,100891,Advanced Customer Handling,Customer Experience,2023-04-10,05/23/2023,Completed,79.5,10.6
303444,100891,Enterprise Sales Methodology,Sales,2025-06-06,2025-07-17,Completed,78.1,18.2
303445,100891,Leadership Essentials,Leadership,14-02-2025,,Assigned,,18.1
303446,100892,New Hire Onboarding,Onboarding,2022-10-19,not available,Completed,66.9,8.5
303447,100892,Power BI Fundamentals,Technical,2021/08/23,,Complete,63.8,12.1
303448,100892,SQL for Business Analysts,Technical,2023-12-26,2024-01-30,Completed,70.3,14.0
303449,100892,Cybersecurity Awareness,Compliance,10-03-2025,2025-03-31,Completed,100.0,1.4
303450,100892,Manager Coaching Skills,Leadership,2021-12-21,,Assigned,,16.3
303451,100893,New Hire Onboarding,Onboarding,2022-02-09,,Assigned,,7.5
303452,100893,Leadership Essentials,Leadership,2024-09-02,,Assigned,,14.4
303453,100893,Product Discovery Basics,Product,2024-03-31,2024-05-04,Completed,73.8,8.9
303454,100893,Conflict Resolution,Soft Skills,2026/02/18,,In Progress,,8.6
303455,100893,Power BI Fundamentals,Technical,2022-04-14,2022-04-18,Done,86.2,15.1
303456,100893,Secure Coding Basics,Technical,2021-10-31,,In Progress,,10.4
303457,100894,New Hire Onboarding,Onboarding,2024-09-06,2024-10-10,Completed,71.2,5.1
303458,100894,Leadership Essentials,Leadership,2021-12-05,,Dropped,,20.9
303459,100894,Advanced Customer Handling,Customer Experience,20-02-2026,,Assigned,,9.5
303460,100894,Power BI Fundamentals,Technical,05/28/2023,,Not Started,,14.0
303461,100894,Manager Coaching Skills,Leadership,2022-10-26,2022-12-03,Completed,74.9,12.4
303462,100894,Product Discovery Basics,Product,2024-01-02,2024-01-13,Completed,76.3,11.5
303463,100895,New Hire Onboarding,Onboarding,2025-11-16,,Not Started,,7.0
303464,100895,Cybersecurity Awareness,Compliance,09/03/2021,2021-09-27,Complete,96.5,1.7
303465,100895,Enterprise Sales Methodology,Sales,2023-12-24,,Not Started,,17.2
303466,100895,Conflict Resolution,Soft Skills,2021-12-26,2022-01-27,Completed,63.6,5.7
303467,100895,Data Privacy and GDPR,Compliance,28-01-2024,2024-01-31,Completed,54.5,3.4
303468,100895,SQL for Business Analysts,Technical,2021-12-02,2021-12-07,Completed,78.1,16.3
303469,100896,New Hire Onboarding,Onboarding,2025-06-14,,Completed,97.4,7.9
303470,100896,SQL for Business Analysts,Technical,04/24/2022,,Completed,93.9,17.6
303471,100896,New Hire Onboarding,Onboarding,2024-08-24,2024-09-04,Completed,98.2,6.8
303472,100896,Manager Coaching Skills,Leadership,2024-12-23,2025-01-13,Completed,85.5,16.9
303473,100897,SQL for Business Analysts,Technical,2023-12-06,2023-12-18,Completed,78.8,16.5
303474,100897,Product Discovery Basics,Product,2025-11-05,11/07/2025,Completed,61.5,10.3
303475,100897,Data Privacy and GDPR,Compliance,2023-08-09,,Assigned,,3.5
303476,100898,Advanced Customer Handling,Customer Experience,2025-03-20,2025/05/04,Completed,91.5,10.9
303477,100899,New Hire Onboarding,Onboarding,2025-08-18,2025-09-03,Done,43.6,8.0
303478,100900,New Hire Onboarding,Onboarding,"Jun 04, 2022",2022-06-26,Completed,76.5,8.5
303479,100900,Power BI Fundamentals,Technical,2023/12/24,,Not Started,,16.6
303480,100900,Leadership Essentials,Leadership,2022-08-04,,Assigned,,15.3
303481,100900,Advanced Customer Handling,Customer Experience,11-11-2021,,In Progress,,11.1
303482,100900,Secure Coding Basics,Technical,"Jan 07, 2026",2026-01-09,Completed,74.5,10.5
303483,100901,New Hire Onboarding,Onboarding,01/12/2021,2021-01-30,Completed,60.5,9.2
303484,100902,New Hire Onboarding,Onboarding,2026-01-09,2026-02-04,Completed,85.5,4.5
303485,100902,Conflict Resolution,Soft Skills,2025-06-13,06-07-2025,Complete,85.5,6.6
303486,100902,Advanced Customer Handling,Customer Experience,2026-01-29,2026-02-24,Completed,94.5,10.3
303487,100902,Data Privacy and GDPR,Compliance,2025-06-01,2025/06/22,Completed,92.4,3.5
303488,100902,SQL for Business Analysts,Technical,2025-05-06,2025-06-11,Completed,68.4,18.4
303489,100902,New Hire Onboarding,Onboarding,2025-03-20,,In Progress,,7.7
303490,100902,Manager Coaching Skills,Leadership,"Aug 10, 2025",2025-09-19,Completed,91.7,20.0
303491,100903,New Hire Onboarding,Onboarding,2023-03-28,2023-04-22,Completed,,7.4
303492,100903,Secure Coding Basics,Technical,2025-07-18,,Not Started,,8.9
303493,100903,Advanced Customer Handling,Customer Experience,"Aug 24, 2021",2021/09/19,Completed,83.4,13.6
303494,100903,New Hire Onboarding,Onboarding,11/15/2023,30-11-2023,Complete,54.7,6.8
303495,100903,Manager Coaching Skills,Leadership,2022-04-13,,Not Started,,16.1
303496,100903,SQL for Business Analysts,Technical,2024-04-06,,In Progress,,24.5
303497,100904,Conflict Resolution,Soft Skills,2023-03-09,2023-03-29,Completed,71.8,3.9
303498,100904,Secure Coding Basics,Technical,"Sep 29, 2024",01-10-2024,Completed,59.3,10.5
303499,100904,Data Privacy and GDPR,Compliance,2025-11-25,,Assigned,,2.3
303500,100905,New Hire Onboarding,Onboarding,2025-12-22,2026/01/03,Complete,82.0,9.6
303501,100905,Data Privacy and GDPR,Compliance,2026-01-19,,Assigned,,3.4
303502,100905,Leadership Essentials,Leadership,2026-01-06,,In Progress,,22.0
303503,100905,SQL for Business Analysts,Technical,2025/08/21,2025-09-16,Done,125.0,21.7
303504,100906,Product Discovery Basics,Product,2021/06/25,2021-07-07,Completed,75.6,11.6
303505,100906,Cybersecurity Awareness,Compliance,2023-12-17,,In Progress,,1.9
303506,100906,SQL for Business Analysts,Technical,"Jun 15, 2023",2023-06-26,Completed,84.6,15.8
303507,100906,Conflict Resolution,Soft Skills,2024-11-05,2024-12-08,Completed,77.4,5.4
303508,100907,New Hire Onboarding,Onboarding,2021/01/01,2021-01-08,Completed,,9.7
303509,100908,New Hire Onboarding,Onboarding,2023-09-13,,Complete,52.1,6.0
303510,100908,Leadership Essentials,Leadership,2023/05/02,2023/06/06,Completed,81.2,24.2
303511,100909,Secure Coding Basics,Technical,2026-04-22,2026-05-03,Completed,82.5,12.7
303512,100909,Data Privacy and GDPR,Compliance,10/07/2025,2025-11-16,Completed,53.4,3.1
303513,100909,Manager Coaching Skills,Leadership,"Dec 02, 2025",2025-12-26,Completed,87.5,20.1
303514,100909,Power BI Fundamentals,Technical,11/23/2025,12/07/2025,Completed,87.5,13.7
303515,100909,Conflict Resolution,Soft Skills,2025-12-06,2026-01-11,Completed,69.5,6.9
303516,100909,Advanced Customer Handling,Customer Experience,2025-08-10,2025/08/22,Completed,97.4,14.7
303517,100910,New Hire Onboarding,Onboarding,2026-03-10,2026-04-07,Complete,69.3,8.6
303518,100910,Leadership Essentials,Leadership,2025-04-26,,In Progress,,20.3
303519,100911,New Hire Onboarding,Onboarding,2025-09-23,,Assigned,,9.7
303520,100911,Secure Coding Basics,Technical,2025-08-09,,Completed,61.0,12.4
303521,100911,Product Discovery Basics,Product,"Dec 25, 2024",2025-01-02,Done,90.8,9.9
303522,100911,Enterprise Sales Methodology,Sales,2025-03-08,,Not Started,,9.4
303523,100911,Cybersecurity Awareness,Compliance,2025-05-06,,Assigned,,2.0
303524,100911,SQL for Business Analysts,Technical,2025-04-18,2025-06-02,Completed,54.4,27.6
303525,100911,Conflict Resolution,Soft Skills,"Jan 10, 2026",,Completed,71.7,6.5
303526,100912,Enterprise Sales Methodology,Sales,2022-07-02,"Aug 13, 2022",Complete,64.2,16.8
303527,100912,Manager Coaching Skills,Leadership,2024-04-08,,In Progress,,11.3
303528,100912,Data Privacy and GDPR,Compliance,2025-01-17,2025-01-19,Done,62.4,3.2
303529,100912,New Hire Onboarding,Onboarding,2025-04-18,2025-04-24,Done,89.8,5.3
303530,100912,Cybersecurity Awareness,Compliance,2021-06-19,,Complete,75.4,1.2
303531,100912,Secure Coding Basics,Technical,2024-01-23,02/26/2024,Complete,100.0,10.8
303532,100913,Conflict Resolution,Soft Skills,2023/08/12,22-09-2023,Completed,66.8,4.4
303533,100913,SQL for Business Analysts,Technical,2024-09-13,2024-10-12,Completed,61.3,15.5
303534,100913,Leadership Essentials,Leadership,2025-05-10,2025-05-28,Completed,69.4,17.0
303535,100914,Enterprise Sales Methodology,Sales,2026-02-17,,In Progress,,15.8
303536,100914,SQL for Business Analysts,Technical,2025-12-20,,Assigned,,18.0
303537,100914,New Hire Onboarding,Onboarding,01/21/2025,,In Progress,,6.8
303538,100914,Advanced Customer Handling,Customer Experience,2025-11-17,2025-12-04,Completed,73.3,12.0
303539,100914,Secure Coding Basics,Technical,2022-06-22,2022-07-10,Completed,57.6,8.8
303540,100915,New Hire Onboarding,Onboarding,03/20/2023,,Dropped,,8.5
303541,100915,Leadership Essentials,Leadership,2024-04-18,2024-04-22,Completed,82.1,23.7
303542,100915,Enterprise Sales Methodology,Sales,2021/06/27,04-08-2021,Completed,69.9,21.5
303543,100916,Data Privacy and GDPR,Compliance,16-08-2025,,Assigned,,2.9
303544,100916,Secure Coding Basics,Technical,2023-01-06,2023-02-11,Complete,82.6,13.9
303545,100916,Enterprise Sales Methodology,Sales,27-06-2023,,Dropped,,17.1
303546,100916,Cybersecurity Awareness,Compliance,2022-11-30,,In Progress,,1.7
303547,100916,New Hire Onboarding,Onboarding,"Oct 14, 2022",,Assigned,,6.2
303548,100916,Leadership Essentials,Leadership,2023-06-30,,In Progress,,22.3
303549,100916,SQL for Business Analysts,Technical,2025-06-04,15-07-2025,Completed,67.0,16.9
303550,100917,New Hire Onboarding,Onboarding,02-05-2025,2025-05-10,Complete,81.7,9.9
303551,100917,Leadership Essentials,Leadership,2022-12-09,2022-12-17,Completed,89.0,14.6
303552,100917,Enterprise Sales Methodology,Sales,2024-09-04,23-09-2024,Completed,88.8,17.6
303553,100917,Product Discovery Basics,Product,11/28/2021,2021-11-30,Completed,94.0,10.3
303554,100917,Conflict Resolution,Soft Skills,2024-11-08,2024-12-15,Completed,52.5,6.0
303555,100918,New Hire Onboarding,Onboarding,2024-09-11,14-09-2024,Completed,78.0,10.1
303556,100918,New Hire Onboarding,Onboarding,18-01-2022,,Assigned,,6.9
303557,100918,Secure Coding Basics,Technical,2025-10-02,,In Progress,,9.8
303558,100918,Conflict Resolution,Soft Skills,07/31/2025,2025-08-01,Complete,82.9,6.3
303559,100918,Manager Coaching Skills,Leadership,2023-04-21,2023-04-30,Completed,75.3,14.6
303560,100919,New Hire Onboarding,Onboarding,"Feb 09, 2026",2026-03-14,Completed,54.3,8.2
303561,100919,Secure Coding Basics,Technical,2025-10-21,2025-10-27,Complete,69.9,10.2
303562,100919,Data Privacy and GDPR,Compliance,2026/04/12,19-05-2026,Completed,92.0,2.4
303563,100919,Enterprise Sales Methodology,Sales,2025-10-23,,Not Started,,14.6
303564,100919,New Hire Onboarding,Onboarding,2026-02-07,2026-02-20,Completed,70.4,7.3
