review_id,employee_id,review_date,performance_score,manager_score,goals_met_percentage,promotion_recommended,reviewer_id
702270,100946,2025-11-04,4.31,4.71,64.7,0,100292
702271,100946,2026-04-08,4.41,4.56,72.1,TRUE,100292
702272,100947,2021-05-20,3.93,4.12,76.7,0,100292
702273,100948,2025-09-29,3.98,,71.1,0,100810
702274,100948,2026-03-01,3.33,2.42,89.8,No,100810
702275,100949,2021-10-21,3.01,3.12,60.7,0,100615
702276,100949,2022-06-08,2.86,2.96,59.1,No,100615
702277,100949,2022-09-09,3.01,3.24,72.9,FALSE,100615
702278,100949,2022-12-25,2.76,2.77,43.8,No,100615
702279,100950,2024-10-15,4.11,4.31,86.6,FALSE,100404
702280,100950,2024/10/25,3.61,3.20,63.7,0,100404
702281,100950,2025-12-06,3.63,3.78,74.3,0,100404
702282,100951,2022-03-24,4.94,4.73,88.9,No,100586
702283,100952,2021-09-23,2.63,2.23,52.8,0,100329
702284,100952,2023-10-12,3.28,2.83,85.4,FALSE,100329
702285,100952,2024/02/26,3.01,2.29,45.2,No,100329
702286,100952,2025-09-27,2.91,3.01,61.8,No,100329
702287,100954,06/08/2025,3.01,2.75,77.3,FALSE,100688
702288,100954,07/02/2025,2.97,2.86,43.4,FALSE,100688
702289,100954,2025-08-31,3.17,2.70,61.0,0,100688
702290,100955,2025-01-15,3.92,4.12,74.0,No,100504
702291,100956,2022-11-25,3.75,2.99,72.1,No,100572
702292,100957,2022-08-16,3.51,4.16,54.2,FALSE,100813
702293,100958,2022-08-20,3.04,3.14,44.7,No,100608
702294,100959,2023-08-18,3.75,2.90,55.2,0,100527
702295,100960,2021-09-23,1.63,1.64,20.5,FALSE,100146
702296,100960,"May 04, 2022",2.12,2.15,40.8,0,100146
702297,100960,2024-08-28,2.40,1.69,53.5,FALSE,100146
702298,100961,2024-11-12,3.50,4.24,92.2,0,100184
702299,100961,2025-02-04,3.94,4.16,68.7,No,100184
702300,100961,27-05-2025,3.66,3.76,60.0,FALSE,100184
702301,100962,2025-05-08,3.79,2.94,70.2,0,100101
702302,100962,2025/06/05,3.81,3.44,84.1,FALSE,101751
702303,100962,2025-08-14,3.77,4.40,73.9,No,101368
702304,100963,2022-06-17,3.46,3.46,93.1,No,100030
702305,100963,2023-10-04,3.28,3.10,42.9,FALSE,100030
702306,100963,2024-03-22,3.41,3.18,65.1,No,100030
702307,100963,2025-07-30,2.89,2.95,59.3,FALSE,100030
702308,100964,2021-06-02,2.56,3.08,48.7,0,100430
702309,100964,2021-09-26,2.69,2.46,68.6,0,100430
702310,100965,2024-06-24,3.34,3.46,66.5,0,101272
702311,100966,26-12-2022,2.66,2.86,44.2,No,100724
702312,100966,2024-08-25,2.61,2.73,57.2,0,100724
702313,100966,2025-11-09,2.83,3.16,68.0,No,100724
702314,100967,2026-04-20,2.71,3.04,29.8,0,100051
702315,100967,04/21/2026,3.28,2.95,69.0,0,100051
702316,100967,04/23/2026,2.72,2.56,57.5,FALSE,100051
702317,100967,2026-04-29,2.94,2.76,72.3,FALSE,100051
702318,100968,2024-06-01,3.64,3.57,60.7,No,100941
702319,100969,2024-11-27,2.50,2.38,44.4,No,100404
702320,100969,2024-12-26,2.71,2.98,33.4,0,100404
702321,100969,2025-02-02,2.99,3.76,73.3,0,100404
702322,100969,2026-01-18,2.26,3.00,39.4,FALSE,100404
702323,100970,2021-02-06,3.42,3.00,53.9,No,101560
702324,100970,2023-02-26,2.57,2.40,62.7,0,101668
702325,100970,2024-01-30,2.80,2.02,42.5,0,101579
702326,100970,03/26/2024,3.04,2.86,44.1,No,101399
702327,100971,2024-09-05,3.72,3.25,84.4,0,100819
702328,100971,2025-01-28,3.63,3.30,70.5,FALSE,100819
702329,100971,2025-06-02,3.73,3.33,71.1,No,100819
702330,100972,2021-02-06,3.99,3.58,66.9,0,100168
702331,100972,04-03-2021,4.08,4.10,81.1,TRUE,100168
702332,100972,2021-07-01,3.87,3.38,90.5,Yes,100168
702333,100972,"Sep 08, 2021",3.30,3.07,68.3,No,100168
702334,100973,2024-06-09,3.15,2.82,49.8,0,100473
702335,100973,2025-10-31,3.49,3.73,59.5,0,100473
702336,100973,2025-12-31,3.96,3.96,79.6,No,100473
702337,100973,2026-02-22,3.60,3.42,94.0,No,100473
702338,100974,2021-04-26,4.42,4.66,90.3,Yes,100107
702339,100974,15-12-2022,3.94,4.11,79.4,FALSE,100107
702340,100974,2023-12-24,4.33,4.73,83.4,FALSE,100107
702341,100974,2024-06-06,4.80,3.79,98.2,No,100107
702342,100975,2023-11-05,5.00,5.00,102.1,No,100174
702343,100976,11/26/2023,3.48,4.12,69.1,No,100124
702344,100976,2024-09-10,2.91,3.40,54.0,0,100124
702345,100977,2021-03-28,2.98,2.72,58.8,FALSE,100441
702346,100977,06/29/2022,2.80,2.38,61.1,No,100441
702347,100977,2025-06-29,3.56,2.87,62.8,FALSE,100441
702348,100977,2025-08-02,3.34,3.78,66.9,No,100441
702349,100978,2021-03-19,3.77,4.10,75.5,No,100604
702350,100978,2021-06-12,3.89,3.81,75.4,FALSE,100604
702351,100979,2025/07/04,3.58,3.64,71.5,FALSE,100133
702352,100979,01/11/2026,3.99,3.79,94.3,FALSE,100133
702353,100979,2026/04/03,3.76,3.83,78.1,FALSE,100133
702354,100980,2021-10-26,3.95,3.67,103.2,Yes,100845
702355,100980,2022-09-21,4.80,4.98,103.4,Yes,100845
702356,100980,2025-01-29,4.22,3.73,82.2,0,100845
702357,100980,2025-03-05,4.87,3.56,84.1,FALSE,100845
702358,100981,2024-05-29,3.46,3.41,85.6,FALSE,100807
702359,100982,23-02-2021,4.49,4.82,90.1,TRUE,100294
702360,100982,2021-12-08,4.20,4.58,,0,100294
702361,100982,2023-12-16,3.93,3.34,82.6,FALSE,100294
702362,100982,2024-01-06,4.23,4.36,81.7,1,100294
702363,100983,2024-12-29,3.00,2.90,46.7,FALSE,100518
702364,100984,2025-05-10,4.28,4.07,82.9,FALSE,100586
702365,100984,2025-12-28,4.06,4.10,91.9,FALSE,100586
702366,100985,09-06-2024,4.02,4.00,88.3,0,100318
702367,100985,2025-06-27,4.12,3.50,83.4,TRUE,100318
702368,100985,2026-02-13,4.24,4.08,73.1,0,100318
702369,100986,2026-05-01,3.53,3.29,81.9,0,100445
702370,100987,2025/01/11,3.16,3.63,54.9,FALSE,100942
702371,100987,2025-10-27,2.98,2.91,62.1,FALSE,100942
702372,100988,2021-04-27,3.57,3.67,76.4,0,100718
702373,100988,10/10/2024,3.45,2.90,90.7,No,100718
702374,100988,2025-03-26,3.70,3.44,86.3,FALSE,100718
702375,100989,2022/10/13,3.85,4.08,80.9,0,101074
702376,100989,2022/10/29,3.41,3.54,66.6,0,100399
702377,100989,"Mar 16, 2023",3.36,3.47,77.6,FALSE,100710
702378,100989,28-03-2023,3.85,4.56,59.1,FALSE,100507
702379,100990,2022-11-13,3.52,4.47,62.1,0,100146
702380,100990,22-03-2024,2.82,3.51,56.7,No,100146
702381,100991,2025-07-28,3.64,3.69,85.9,0,100188
702382,100991,2025-12-01,2.81,2.73,32.2,No,100188
702383,100991,01/29/2026,3.05,3.22,72.3,0,100188
702384,100992,2021-01-10,2.66,2.82,46.9,No,101396
702385,100992,30-07-2025,2.73,1.91,72.2,No,100709
702386,100993,"May 01, 2025",3.65,2.89,81.6,0,101600
702387,100993,08/01/2025,3.31,3.45,90.2,No,100987
702388,100993,2025-09-03,3.07,3.81,72.7,0,101047
702389,100993,2026-01-19,3.43,3.53,49.8,No,100018
702390,100994,2022-03-09,4.59,4.47,79.7,TRUE,100760
702391,100994,08/06/2023,4.41,4.29,75.3,No,100760
702392,100995,2025-09-20,4.40,4.07,96.1,TRUE,100091
702393,100996,06/30/2023,3.73,3.42,89.7,0,100595
702394,100996,2023/08/03,3.31,2.66,79.9,0,100595
702395,100996,2023-10-22,2.70,1.98,58.6,0,100595
702396,100996,2025-02-24,2.56,1.95,47.9,0,100595
702397,100997,2025-05-06,2.94,2.53,51.0,No,100051
702398,100998,10/24/2025,2.81,2.89,38.5,No,100648
702399,100998,2025-11-18,2.85,3.56,53.8,FALSE,100648
702400,100998,2026-02-28,2.43,2.93,49.3,0,100648
702401,101000,2024-02-04,3.14,3.77,41.3,No,100023
702402,101000,10/09/2024,3.43,2.69,62.6,FALSE,100023
702403,101001,2026-03-01,2.90,2.39,67.3,No,100525
702404,101001,05-03-2026,2.66,2.51,54.1,FALSE,101656
702405,101001,2026-03-05,2.89,3.36,67.1,No,101060
702406,101002,2021-03-06,4.95,4.62,105.6,FALSE,100702
702407,101002,2021-09-25,4.34,3.72,77.6,0,100702
702408,101002,2022-12-21,4.10,3.96,86.8,No,100702
702409,101002,2025-10-17,3.96,3.69,62.6,No,100702
702410,101003,2022-02-24,2.93,3.51,60.0,No,100387
702411,101003,2022-11-14,3.14,3.56,63.6,FALSE,100387
702412,101003,"Nov 30, 2022",2.53,1.06,70.0,FALSE,100387
702413,101003,2023-01-19,2.94,2.07,55.5,0,100387
702414,101004,09-01-2025,3.13,2.44,66.1,0,100544
702415,101004,2025-07-28,2.88,3.21,64.8,No,100544
702416,101004,2025-10-07,3.43,2.96,74.6,FALSE,100544
702417,101004,2025-11-12,2.96,2.77,58.1,No,100544
702418,101005,09/22/2021,3.10,3.20,44.9,FALSE,100872
702419,101005,2022/12/11,3.00,,73.6,FALSE,100872
702420,101006,2021-05-04,3.51,3.48,87.9,0,100586
702421,101006,26-12-2021,3.29,3.44,65.7,0,100586
702422,101006,2023-08-17,3.34,2.71,68.0,No,100586
702423,101006,2024-05-14,2.95,4.05,46.0,No,100586
702424,101007,2023-08-23,4.27,4.42,81.7,0,100995
702425,101007,2025-11-13,4.34,4.29,73.7,0,100995
702426,101008,2021-02-06,3.10,3.34,65.1,No,100773
702427,101008,2021-09-27,3.22,3.88,74.9,No,100773
702428,101008,2021-11-13,3.15,3.30,70.6,No,100773
702429,101008,2022-06-30,3.30,3.95,70.7,FALSE,100773
702430,101009,12/18/2021,3.21,2.85,33.0,FALSE,100760
702431,101009,0000-00-00,3.34,3.11,58.3,No,100760
702432,101010,2021-06-28,3.40,2.28,61.5,No,100978
702433,101010,2021-07-14,3.71,3.57,68.7,FALSE,100978
702434,101010,12/10/2021,3.79,4.40,94.9,0,100978
702435,101011,2023-01-13,4.30,4.94,90.7,1,100924
702436,101012,2021-10-05,3.06,2.33,62.4,No,100201
702437,101013,16-05-2022,3.93,4.36,89.8,1,100691
702438,101013,2023/09/18,3.63,,82.0,FALSE,100691
702439,101013,02/22/2024,3.92,3.81,105.1,1,100691
702440,101013,"Nov 15, 2024",3.82,3.44,72.2,FALSE,100691
702441,101014,2022-05-24,3.17,3.62,64.1,0,100590
702442,101014,2022-12-13,3.99,3.50,74.6,No,100590
702443,101014,2024-02-17,3.31,3.37,72.2,FALSE,100590
702444,101015,03-01-2024,2.59,2.62,47.7,0,100441
702445,101016,2025-13-40,2.96,2.71,65.2,FALSE,100527
702446,101016,"Oct 17, 2023",2.98,2.39,46.7,FALSE,100527
702447,101016,2025-07-19,3.14,2.86,37.2,0,100527
702448,101016,"Jan 29, 2026",2.42,2.45,46.2,0,100527
702449,101017,2024-11-30,3.57,3.56,89.4,0,100626
702450,101017,2025-01-06,2.92,3.30,76.8,FALSE,100626
702451,101017,2025-06-03,2.88,2.22,54.2,FALSE,100626
702452,101018,06-02-2024,2.88,2.75,68.7,No,100391
702453,101018,"Oct 10, 2024",2.84,2.51,55.7,FALSE,100391
702454,101019,2023-09-03,2.74,2.62,36.0,No,100296
702455,101020,"Mar 21, 2021",3.53,3.66,86.5,FALSE,100815
702456,101020,2025-08-15,3.62,3.66,81.1,FALSE,100815
702457,101021,2022-01-06,3.82,3.88,78.5,Yes,100867
702458,101021,2023-05-05,4.20,4.75,57.3,No,100867
702459,101022,06-02-2026,3.94,3.59,70.1,Yes,100651
702460,101022,04/05/2026,3.79,3.54,107.9,No,100651
702461,101023,07-06-2021,2.77,2.32,44.4,0,100404
702462,101023,2025-12-07,2.74,1.85,75.2,FALSE,100404
702463,101024,2023-11-08,3.16,3.87,58.3,No,100145
702464,101025,2024-12-04,3.25,3.75,78.6,FALSE,100733
702465,101025,2025-04-05,2.96,3.40,61.6,FALSE,100733
702466,101025,2025-08-28,3.20,2.38,86.4,No,100733
702467,101025,2025-11-18,2.67,2.17,53.4,No,100733
702468,101026,2024-11-22,2.84,2.64,69.2,No,100638
702469,101026,2025-04-20,2.14,1.72,60.3,No,100638
702470,101026,"Dec 25, 2025",2.58,2.07,85.5,0,100638
702471,101027,2025/02/22,3.79,3.32,68.0,No,100311
702472,101027,07/01/2025,3.74,3.77,60.6,0,100311
702473,101027,2025-07-03,4.88,4.57,110.4,TRUE,100311
702474,101027,2026-02-05,4.79,5.00,107.5,0,100311
702475,101029,2022-10-10,4.15,3.51,74.1,TRUE,100382
702476,101029,2023-10-04,3.34,3.18,72.7,0,100382
702477,101030,07-09-2022,3.00,2.78,74.0,FALSE,100789
702478,101030,2023-01-07,3.61,3.64,64.1,0,100789
702479,101030,"Apr 07, 2023",3.65,3.99,89.2,0,100789
702480,101030,2025-04-10,3.10,2.28,61.1,0,100789
702481,101031,"Apr 20, 2021",2.98,3.56,50.5,No,100249
702482,101031,2025-05-02,2.25,2.01,47.0,No,100249
702483,101031,2026-03-15,2.45,2.14,56.7,No,100249
702484,101032,2024-08-21,3.12,2.90,54.6,FALSE,100174
702485,101033,2021-12-09,3.87,3.59,90.5,No,100242
702486,101033,2022-08-09,3.85,3.79,77.6,FALSE,100242
702487,101035,15-05-2024,2.85,3.87,47.6,0,100675
702488,101036,2021/06/02,2.18,1.15,23.7,0,100740
702489,101036,02-12-2021,2.59,3.45,56.1,No,100740
702490,101036,2022-03-15,1.85,,20.1,No,100740
702491,101036,2023-11-14,1.69,1.37,22.2,FALSE,100740
702492,101037,28-05-2021,3.51,2.73,86.1,No,100039
702493,101038,2025-05-20,3.71,2.76,70.4,FALSE,100462
702494,101038,2025-11-20,3.58,3.32,75.3,0,100462
702495,101039,2025-02-14,4.24,3.79,69.0,Yes,100327
702496,101039,2025-03-14,4.83,4.68,96.9,0,100327
702497,101039,2025-04-05,4.40,4.33,93.5,No,100327
702498,101039,2025-08-05,3.94,3.70,66.7,TRUE,100327
702499,101040,2022-04-18,5.00,4.14,,0,100892
702500,101040,2023-07-20,4.66,4.42,94.8,TRUE,100892
702501,101040,2025-01-03,4.80,4.86,,0,100892
702502,101041,2022-04-18,4.97,4.06,108.0,1,100770
702503,101041,2022-09-09,4.41,4.14,69.2,1,100770
702504,101041,2024-02-21,5.00,4.57,94.3,TRUE,100770
702505,101042,2021-11-15,3.73,3.53,82.8,No,100105
702506,101042,2022-05-05,3.70,3.96,49.0,No,101142
702507,101043,2021-02-20,3.57,4.43,55.1,0,100055
702508,101043,2023-12-13,3.10,2.70,53.9,No,100055
702509,101043,"Mar 21, 2025",3.08,2.57,64.0,0,100055
702510,101044,2026-04-15,4.03,3.02,90.9,0,100271
702511,101045,2023-10-23,3.30,2.86,66.6,FALSE,100968
702512,101045,31/31/2024,3.59,3.58,69.1,No,100968
702513,101046,2024-11-14,3.90,3.76,70.8,No,100289
702514,101046,2025-02-10,3.57,3.25,65.3,No,100289
702515,101047,"Jun 03, 2021",2.39,2.47,52.2,FALSE,100422
702516,101047,08/13/2022,2.67,2.13,72.4,FALSE,100422
702517,101047,2023-05-06,2.22,1.81,34.8,No,100422
702518,101047,"Aug 09, 2023",3.10,3.29,45.6,FALSE,100422
702519,101048,08/15/2023,3.51,3.71,65.0,No,100481
702520,101048,2025-11-12,3.46,3.88,59.6,No,100481
702521,101048,2026-01-30,3.97,4.55,,Yes,100481
702522,101049,2024-03-01,2.83,2.39,74.2,FALSE,100532
702523,101049,2024-03-03,3.29,3.02,88.3,0,100532
702524,101049,2025-01-08,3.38,2.83,67.4,FALSE,100532
702525,101049,2025-03-23,3.53,2.93,62.2,FALSE,100532
702526,101050,2024-04-09,3.67,4.35,79.3,No,100960
702527,101050,02/02/2025,3.64,3.60,79.0,FALSE,100707
702528,101050,2025-02-19,3.28,3.87,52.1,0,100644
702529,101051,07/13/2023,4.39,4.66,92.3,TRUE,101411
702530,101051,08/23/2024,3.74,3.77,98.1,FALSE,100803
702531,101051,2025-06-24,3.88,3.34,73.1,FALSE,101108
702532,101052,08-03-2022,3.66,3.50,76.3,0,100927
702533,101052,2023/11/20,2.98,3.23,66.1,0,100927
702534,101052,2025-09-10,4.03,4.40,106.8,No,100927
702535,101053,05-05-2022,3.11,2.67,67.3,FALSE,100416
702536,101053,"Nov 08, 2023",3.63,,85.2,No,100416
702537,101054,2024-12-16,3.72,3.52,76.7,0,101043
702538,101054,2025-02-09,5.00,4.83,107.2,0,101043
702539,101054,2025-07-16,4.91,5.00,100.4,FALSE,101043
702540,101055,2021-12-27,3.77,4.34,86.0,0,100437
702541,101056,2023-09-29,2.73,2.80,58.0,FALSE,101547
702542,101057,2021-06-12,,3.58,84.1,FALSE,100913
702543,101057,2021-12-10,4.51,4.26,120.0,1,100913
702544,101057,26-07-2023,5.00,4.44,81.6,Yes,100913
702545,101057,2024-01-23,5.00,4.57,76.1,1,100913
702546,101058,2024-02-08,3.53,4.05,77.7,0,100532
702547,101058,2026-03-12,3.35,3.45,59.1,0,100532
702548,101058,04/03/2026,3.30,2.50,65.7,0,100532
702549,101059,2024-03-31,,2.50,63.9,0,100693
702550,101059,2025-10-07,2.99,2.34,79.7,No,100316
702551,101060,2022-09-06,2.51,2.22,23.1,No,100146
702552,101060,2023-02-22,2.67,3.32,58.6,No,100146
702553,101060,2023-07-09,3.06,2.60,54.4,FALSE,100146
702554,101061,2022-08-14,3.34,3.50,78.2,No,101028
702555,101062,2023-10-26,4.89,4.92,102.0,Yes,100286
702556,101063,"Dec 04, 2024",3.03,3.24,57.7,0,100585
702557,101063,2025/03/13,3.60,4.27,65.9,No,100585
702558,101063,2025-04-27,2.70,3.89,79.0,0,100585
702559,101063,2025-07-29,2.90,3.16,43.8,FALSE,100585
702560,101064,2024-10-02,4.11,4.58,76.5,1,100208
702561,101064,2025-01-13,4.42,4.74,93.9,Yes,100208
702562,101064,2025-07-17,3.78,3.41,81.2,0,100208
702563,101066,2023-03-04,3.96,3.60,83.3,0,101594
702564,101066,2025-01-13,3.77,3.36,93.2,0,101194
702565,101066,30-12-2025,3.51,3.38,88.8,0,100270
702566,101067,2026-01-05,3.92,3.49,69.6,1,100599
702567,101068,2024-01-24,4.67,3.74,104.7,No,101028
702568,101069,2024-07-24,4.64,3.10,98.5,FALSE,100220
702569,101070,2024-07-23,4.05,5.00,90.3,No,100979
702570,101070,2024-10-10,3.90,3.52,89.9,Yes,100979
702571,101071,2023-11-19,4.06,3.80,99.1,Yes,100226
702572,101071,10/01/2025,4.61,5.00,101.6,TRUE,100226
702573,101072,12/03/2022,2.37,2.77,55.9,No,100122
702574,101072,2024-02-16,2.61,3.24,50.7,No,100122
702575,101072,2026-02-17,2.41,2.05,53.3,0,100122
702576,101073,2022-11-23,2.51,2.57,28.2,FALSE,100513
702577,101074,2026-01-08,3.03,2.83,68.2,FALSE,100558
702578,101076,2021-05-14,4.48,4.72,120.0,Yes,101056
702579,101076,2022-10-21,3.46,3.61,77.1,FALSE,101056
702580,101076,"Apr 12, 2023",3.16,2.88,70.3,FALSE,101056
702581,101076,2024-04-29,4.34,3.62,63.3,1,101056
702582,101077,2026-04-22,2.86,2.84,33.7,0,100347
702583,101078,2023-10-08,3.89,3.41,75.1,No,100032
702584,101078,15-02-2026,3.50,3.47,71.1,FALSE,101589
702585,101079,03/25/2022,2.79,2.89,39.8,FALSE,100422
702586,101079,2023-01-28,2.58,1.93,67.9,FALSE,100422
702587,101079,2026-02-23,2.58,2.19,47.7,0,100422
702588,101080,2025-02-18,3.33,3.21,81.9,FALSE,100896
702589,101081,2025-02-17,2.52,3.30,,0,100107
702590,101082,10/13/2024,3.36,4.10,92.4,No,100784
702591,101082,2025-11-22,3.05,2.74,53.3,FALSE,100784
702592,101083,2025-08-29,3.16,3.09,78.1,FALSE,100915
702593,101085,2024-06-23,3.62,3.84,78.1,0,100115
702594,101086,2021/08/18,5.00,4.68,108.8,0,100087
702595,101087,2023-05-25,4.04,3.76,80.7,0,100664
702596,101087,2023-10-15,3.90,4.06,84.6,TRUE,100664
702597,101088,2021-03-27,4.09,4.33,72.2,1,100651
702598,101089,2024-10-09,3.39,3.66,56.4,0,100291
702599,101089,2025-03-06,3.66,3.94,72.8,FALSE,101275
702600,101089,2025-06-03,4.23,4.31,92.5,0,100356
702601,101090,2026-02-20,3.06,3.50,68.6,FALSE,100527
702602,101090,2026-03-15,2.91,3.70,44.3,No,100527
702603,101090,2026-03-30,3.97,4.83,85.6,No,100527
702604,101090,16-04-2026,3.86,3.92,,No,100527
702605,101091,2021-03-12,3.25,3.37,58.4,FALSE,100513
702606,101091,2021-10-11,3.62,3.35,62.7,FALSE,100513
702607,101092,2024-11-17,4.17,3.84,63.4,Yes,100376
702608,101092,"Nov 24, 2025",4.28,4.72,70.9,Yes,100376
702609,101092,2026-03-09,3.89,3.96,90.8,FALSE,100376
702610,101093,2023-04-19,2.88,2.62,97.0,No,100488
702611,101093,2024-09-29,3.12,3.30,87.0,0,100488
702612,101093,2025-11-12,2.79,3.69,75.6,0,100488
702613,101094,2024-02-19,3.83,2.66,106.4,Yes,101417
702614,101094,2024-12-30,3.57,3.21,88.5,0,101556
702615,101094,2025/08/19,3.74,3.98,93.2,FALSE,100597
702616,101094,2026/02/09,3.18,3.11,51.7,0,101164
702617,101095,"Apr 18, 2026",3.43,3.82,88.5,0,101535
702618,101096,2021-08-05,3.49,3.48,62.3,0,100891
702619,101096,2023-10-17,4.25,4.13,97.3,0,100062
702620,101096,2024-09-28,4.18,3.56,74.0,No,100511
702621,101097,2021-08-30,4.05,,69.7,TRUE,100678
702622,101097,2022-07-13,4.01,3.60,91.2,TRUE,100678
702623,101097,"Sep 22, 2024",4.05,4.10,81.5,Yes,100678
702624,101098,2022-08-30,6.2,,54.5,FALSE,100013
702625,101098,2025-07-28,2.94,2.37,39.8,FALSE,100013
702626,101099,03/15/2024,3.18,3.02,45.1,0,100319
702627,101100,2022-03-06,3.93,4.36,103.4,1,100161
702628,101100,2024-01-22,3.44,3.40,89.8,No,100161
702629,101100,2025-10-11,3.38,3.58,79.8,FALSE,100161
702630,101101,2021-01-23,4.01,3.69,68.5,0,100658
702631,101101,2021-02-08,4.28,3.75,89.2,FALSE,100658
702632,101102,24-05-2022,2.75,1.67,64.3,FALSE,100726
702633,101104,2021-04-14,3.80,4.25,69.5,0,100942
702634,101104,12-07-2023,3.87,3.93,78.6,FALSE,100942
702635,101104,2025-02-07,3.16,2.63,53.1,FALSE,100942
702636,101104,2026-01-29,3.63,2.92,89.4,0,100942
702637,101105,2023-03-26,3.60,3.06,84.5,FALSE,100693
702638,101106,2022-07-24,4.80,4.43,97.6,FALSE,100188
702639,101106,2025-06-18,4.09,4.13,114.8,1,100188
702640,101107,2022-02-23,2.61,2.43,40.9,No,100497
702641,101108,28-04-2022,3.15,2.94,61.4,0,100536
702642,101108,05/27/2024,2.75,2.48,37.6,No,100536
702643,101108,2025-01-22,3.52,3.33,82.4,FALSE,100536
702644,101108,10-12-2025,2.98,2.85,72.0,0,100536
702645,101109,08/24/2022,3.22,2.42,64.9,No,101411
702646,101109,2026-01-20,3.19,3.09,73.5,No,101745
702647,101110,2025-10-30,3.35,3.84,60.2,0,100282
702648,101111,30-08-2024,3.86,3.68,85.7,1,100390
702649,101112,04-01-2023,3.01,3.18,76.5,No,100763
702650,101112,2023-07-18,3.31,2.51,58.9,0,100763
702651,101112,2024-03-23,2.38,3.49,62.7,No,100763
702652,101112,2024-11-24,2.86,2.44,50.5,FALSE,100763
702653,101114,2024-12-15,2.75,2.70,56.3,0,100244
702654,101115,2023-10-11,4.55,4.31,66.8,0,100106
702655,101115,2024-08-01,4.11,3.37,89.5,No,101046
702656,101115,2024-09-23,3.22,2.83,41.1,FALSE,100040
702657,101117,"Jun 11, 2024",4.33,4.32,96.3,0,101849
702658,101117,2024-06-22,3.60,3.62,56.4,No,100445
702659,101117,2024-10-22,3.90,3.75,,FALSE,101791
702660,101118,2023-06-20,4.32,3.56,65.3,Yes,100016
702661,101118,03/01/2026,4.27,4.02,119.9,Yes,100016
702662,101119,2024-08-03,3.18,2.18,60.0,No,100056
702663,101119,2025-02-03,3.13,3.14,61.4,No,100056
702664,101119,2025-03-26,2.33,2.38,40.5,FALSE,100056
702665,101119,2025-11-21,2.50,2.36,54.7,0,100056
702666,101120,14-11-2024,3.40,3.93,71.1,No,100938
702667,101120,30-06-2025,3.58,4.34,71.9,FALSE,101653
702668,101120,04-11-2025,4.08,4.00,70.0,0,100501
702669,101121,03/11/2024,3.96,4.06,67.2,No,100184
702670,101122,2023-05-15,3.03,2.87,70.4,No,100063
702671,101122,2023-08-07,3.02,3.28,55.0,FALSE,100063
702672,101122,"Jan 09, 2025",3.29,2.75,70.4,0,100063
702673,101122,2026-03-13,3.10,3.39,57.1,0,100063
702674,101123,2023-07-23,2.76,2.98,35.6,No,100467
702675,101123,2024-07-20,2.86,3.36,37.9,0,100467
702676,101123,2024-09-19,3.65,4.01,43.2,0,100467
702677,101123,2025-08-22,3.54,3.60,70.3,FALSE,100467
702678,101126,2025-10-02,2.72,2.36,49.8,FALSE,101033
702679,101126,2025-10-09,2.38,2.59,33.6,No,101033
702680,101126,2025-10-23,2.98,3.04,55.3,No,101033
702681,101127,"May 07, 2023",2.30,1.39,34.3,FALSE,100648
702682,101127,2023-07-07,2.97,3.19,50.7,No,100648
702683,101127,2025-09-12,2.29,1.40,62.3,0,100648
702684,101127,24-09-2025,2.43,2.36,30.6,0,100648
702685,101128,2025-07-05,4.47,4.57,104.4,No,100858
702686,101129,2021-05-26,2.97,3.17,72.0,FALSE,100446
702687,101129,2021-07-12,2.97,2.10,46.8,No,100195
702688,101129,2022-10-22,3.69,3.82,56.3,0,100154
702689,101129,2025/10/08,3.19,2.86,57.1,0,100680
702690,101130,2021/07/13,3.64,4.16,79.8,FALSE,101326
702691,101131,2024-03-24,3.81,3.89,74.1,1,100289
702692,101131,2024-10-31,2.93,3.83,62.6,FALSE,100289
702693,101131,2025-06-02,3.35,2.46,46.2,No,100289
702694,101131,2026-04-30,3.30,3.72,66.1,FALSE,100289
702695,101132,09-05-2022,3.73,3.95,93.7,No,100089
702696,101132,2023-07-16,4.32,4.53,94.8,0,100089
702697,101132,2024-01-13,3.59,3.24,77.2,FALSE,100089
702698,101132,"Mar 09, 2025",4.18,4.54,84.3,0,100089
702699,101133,2025-01-18,4.15,,83.8,0,100305
702700,101133,2025-06-27,4.42,4.72,100.6,Yes,100305
702701,101133,2025-09-06,4.31,3.90,74.3,FALSE,100305
702702,101134,"Sep 05, 2024",4.31,4.55,89.4,Yes,100031
702703,101134,2025-03-11,4.52,5.00,108.2,1,100936
702704,101134,05-12-2025,4.46,3.80,81.4,0,101633
702705,101135,2025-11-20,3.50,3.86,49.1,0,101006
702706,101136,2026/02/02,3.21,3.07,55.3,0,100773
702707,101136,2026-03-27,3.57,3.21,73.1,FALSE,100773
702708,101137,2023/06/27,3.92,3.59,91.3,0,100587
702709,101137,11/17/2023,4.36,3.83,94.3,FALSE,100587
702710,101137,2025-06-16,4.02,4.36,86.8,FALSE,100587
702711,101138,2024-08-10,2.91,2.60,85.2,No,101057
702712,101139,2024-12-04,4.76,5.00,108.3,FALSE,100721
702713,101139,0000-00-00,4.33,4.51,73.1,No,100721
702714,101139,2025-12-03,4.34,3.80,88.2,1,100721
702715,101140,2021-11-03,3.06,2.47,72.4,0,100552
702716,101141,2025-11-12,4.32,3.66,94.5,FALSE,100978
