attendance_id,employee_id,attendance_date,scheduled_hours,worked_hours,absence_flag,absence_type,late_minutes
829844,101019,2025-12-16,8.0,6.7,0,,10
829845,101019,2025-12-18,9.0,8.3,FALSE,,30
829846,101019,2025-12-24,8.0,8.3,N,,0
829847,101019,2026-01-14,8.0,7.9,N,,10
829848,101019,2026-02-09,8.0,7.9,FALSE,,15
829849,101019,2026-02-10,8.0,8.4,N,,0
829850,101019,2026-02-11,8.0,7.9,FALSE,,0
829851,101019,2026-02-17,7.5,7.2,0,,5
829852,101019,2026-02-19,8.0,8.7,0,,5
829853,101019,2026-04-02,7.5,7.3,N,,0
829854,101019,04/13/2026,7.5,7.1,FALSE,,0
829855,101019,"Apr 20, 2026",8.0,7.3,FALSE,,0
829856,101019,2026-04-21,9.0,9.3,No,,10
829857,101019,2026-04-22,7.5,8.6,N,,0
829858,101019,2026-04-24,8.0,8.2,FALSE,,0
829859,101019,2026-04-29,8.0,8.1,No,,0
829860,101019,2026-04-30,7.5,7.3,No,,15
829861,101020,2025-09-03,9.0,9.3,FALSE,,0
829862,101020,2025-09-17,7.5,7.7,0,,0
829863,101020,2025-09-25,9.0,9.7,No,,0
829864,101020,2025-09-29,8.0,7.7,0,,0
829865,101020,2025-10-01,8.0,8.0,N,,0
829866,101020,03-10-2025,8.0,7.4,0,,0
829867,101020,2025-10-09,8.0,8.5,FALSE,,0
829868,101020,2025-10-20,7.5,8.0,No,,0
829869,101020,2025-10-21,7.5,7.8,0,,5
829870,101020,2025-10-23,8.0,7.7,No,,0
829871,101020,2025-10-29,9.0,9.0,0,,0
829872,101020,2025-10-30,7.5,8.1,N,,0
829873,101020,11/06/2025,7.5,7.5,No,,0
829874,101020,2025-11-18,7.5,7.0,0,,0
829875,101020,2025-11-24,8.0,8.2,0,,5
829876,101020,2025-11-25,7.5,8.6,N,,10
829877,101020,12/05/2025,7.5,7.1,FALSE,,0
829878,101020,12-12-2025,8.0,7.8,N,,0
829879,101020,2025-12-15,8.0,7.1,No,,0
829880,101020,2025-12-16,7.5,6.6,No,,0
829881,101020,2025-12-18,8.0,8.6,N,,45
829882,101020,2025/12/24,8.0,7.6,FALSE,,0
829883,101020,2026-01-14,8.0,8.6,N,,0
829884,101020,2026-02-09,8.0,8.2,0,,5
829885,101020,2026-02-10,8.0,7.3,N,,5
829886,101020,2026-02-11,9.0,8.2,0,,0
829887,101020,2026-02-17,8.0,8.3,N,,0
829888,101020,2026-02-19,7.5,7.1,N,,0
829889,101020,2026-04-02,8.0,7.0,No,,0
829890,101020,13-04-2026,8.0,8.5,N,,0
829891,101020,2026-04-20,8.0,6.4,0,,10
829892,101020,2026-04-21,8.0,8.5,FALSE,,0
829893,101020,2026-04-22,9.0,9.6,FALSE,,0
829894,101020,2026-04-24,7.5,8.0,0,,0
829895,101020,2026-04-29,8.0,8.7,N,,0
829896,101020,04/30/2026,7.5,6.7,N,,0
829897,101021,2025-09-03,8.0,8.3,FALSE,,0
829898,101021,2025-09-17,7.5,6.7,FALSE,,5
829899,101021,2025-09-25,8.0,7.4,FALSE,,30
829900,101021,2025-09-29,7.5,7.4,No,,0
829901,101021,2025-10-01,8.0,8.2,N,,0
829902,101021,2025-10-03,9.0,9.2,FALSE,,0
829903,101021,09-10-2025,8.0,9.3,FALSE,,0
829904,101021,2025-10-20,9.0,8.6,FALSE,,45
829905,101021,2025-10-21,8.0,8.4,N,,0
829906,101021,2025-10-23,8.0,8.3,No,,0
829907,101021,2025-10-29,8.0,7.5,N,,0
829908,101021,30-10-2025,7.5,8.3,N,,30
829909,101021,"Nov 06, 2025",8.0,0.0,TRUE,Sick Leave,0
829910,101021,2025-11-18,9.0,0.0,TRUE,,0
829911,101021,2025-11-24,9.0,8.4,No,,0
829912,101021,2025-11-25,7.5,6.7,FALSE,,0
829913,101021,2025-12-05,7.5,7.6,FALSE,,0
829914,101021,2025-12-12,9.0,9.8,N,,0
829915,101021,2025-12-15,9.0,9.2,N,,0
829916,101021,2025-12-16,8.0,7.9,0,,0
829917,101021,12/18/2025,9.0,9.4,0,,0
829918,101021,2025-12-24,8.0,8.6,0,,60
829919,101021,2026-01-14,7.5,7.8,N,,10
829920,101021,02/09/2026,8.0,7.2,0,,0
829921,101021,2026-02-10,8.0,7.6,No,,0
829922,101021,2026-02-11,7.5,7.0,No,,0
829923,101021,2026-02-17,7.5,7.0,No,,0
829924,101021,2026-02-19,7.5,7.8,FALSE,,0
829925,101021,02-04-2026,8.0,7.4,N,,0
829926,101021,2026-04-13,8.0,6.9,0,,0
829927,101021,2026-04-20,9.0,9.2,No,,0
829928,101021,"Apr 21, 2026",8.0,9.5,N,,0
829929,101021,04/22/2026,8.0,7.2,No,,10
829930,101021,2026-04-24,7.5,7.6,0,,60
829931,101021,2026-04-29,8.0,8.8,N,,0
829932,101021,2026-04-30,9.0,9.4,No,,10
829933,101022,2025-09-03,9.0,8.5,No,,0
829934,101022,2025-09-17,8.0,7.6,No,,0
829935,101022,2025-09-25,7.5,6.9,FALSE,,0
829936,101022,2025-09-29,8.0,7.6,FALSE,,10
829937,101022,2025-10-01,9.0,0.0,1,Personal Leave,0
829938,101022,2025-10-03,8.0,7.8,N,,0
829939,101022,"Oct 09, 2025",7.5,7.9,FALSE,,0
829940,101022,2025-10-20,8.0,8.0,N,,0
829941,101022,2025-10-21,8.0,9.3,N,,10
829942,101022,2025-10-23,8.0,8.4,FALSE,,0
829943,101022,2025-10-29,9.0,8.7,0,,0
829944,101022,2025/10/30,8.0,7.7,0,,0
829945,101022,2025-11-06,8.0,8.2,FALSE,,45
829946,101022,18-11-2025,8.0,7.2,FALSE,,10
829947,101022,2025-11-24,8.0,8.0,N,,0
829948,101022,2025-11-25,8.0,7.5,N,,0
829949,101022,2025-12-05,9.0,9.2,0,,0
829950,101022,"Dec 12, 2025",7.5,6.3,N,,0
829951,101022,2025-12-15,8.0,7.6,FALSE,,0
829952,101022,2025-12-16,7.5,6.8,No,,10
829953,101022,2025-12-18,8.0,8.2,0,,5
829954,101022,2025-12-24,7.5,8.4,N,,0
829955,101022,01/14/2026,7.5,6.7,0,,0
829956,101022,2026-02-09,8.0,7.8,0,,0
829957,101022,02/10/2026,9.0,8.0,FALSE,,15
829958,101022,2026-02-11,8.0,0.0,TRUE,sick,0
829959,101022,2026-02-17,8.0,8.3,0,,5
829960,101022,2026/02/19,8.0,7.3,FALSE,,0
829961,101022,2026-04-02,7.5,7.8,No,,0
829962,101022,04/13/2026,7.5,6.9,N,,0
829963,101022,2026-04-20,9.0,9.3,0,,10
829964,101022,2026-04-21,9.0,8.8,No,,0
829965,101022,22-04-2026,9.0,8.7,0,,0
829966,101022,2026-04-24,9.0,9.8,N,,10
829967,101022,2026-04-29,8.0,7.4,No,,0
829968,101022,30-04-2026,8.0,8.4,N,,0
829969,101023,2025/09/03,8.0,8.6,0,,10
829970,101023,2025-09-17,8.0,7.9,N,,0
829971,101023,2025-09-25,9.0,8.8,0,,0
829972,101023,2025-09-29,7.5,8.1,No,,0
829973,101023,10/01/2025,8.0,7.0,N,,0
829974,101023,2025-10-03,8.0,7.4,No,,0
829975,101023,2025-10-09,8.0,8.1,FALSE,,0
829976,101023,"Oct 20, 2025",8.0,8.4,0,,0
829977,101023,"Oct 21, 2025",7.5,7.6,N,,0
829978,101023,10/23/2025,8.0,7.9,FALSE,,0
829979,101023,2025/10/29,8.0,7.9,0,,0
829980,101023,30-10-2025,8.0,7.4,FALSE,,0
829981,101023,2025-11-06,9.0,8.9,0,,10
829982,101023,2025-11-18,7.5,7.6,FALSE,,0
829983,101023,2025-11-24,8.0,6.9,0,,0
829984,101023,2025-11-25,8.0,7.6,0,,0
829985,101023,12/05/2025,7.5,6.9,FALSE,,0
829986,101023,2025-12-12,9.0,9.3,0,,30
829987,101023,2025/12/15,7.5,7.6,No,,0
829988,101023,2025-12-16,7.5,8.2,N,,10
829989,101023,"Dec 18, 2025",8.0,7.4,N,,0
829990,101023,2025-12-24,8.0,7.7,N,,0
829991,101023,2026-01-14,8.0,7.9,N,,0
829992,101023,"Feb 09, 2026",8.0,8.1,FALSE,,0
829993,101023,2026-02-10,8.0,7.7,0,,15
829994,101023,2026-02-11,8.0,8.0,0,,5
829995,101023,02/17/2026,8.0,8.1,0,,0
829996,101023,2026-02-19,7.5,7.8,0,,5
829997,101023,2026-04-02,7.5,,No,,0
829998,101023,2026-04-13,9.0,8.8,No,,45
829999,101023,"Apr 20, 2026",8.0,6.8,N,,0
830000,101023,2026/04/21,8.0,8.1,FALSE,,0
830001,101023,04/22/2026,9.0,8.9,N,,0
830002,101023,2026-04-24,8.0,7.8,0,,0
830003,101023,2026/04/29,9.0,8.7,FALSE,,5
830004,101023,2026-04-30,7.5,7.4,N,,0
830005,101024,2025-09-03,8.0,7.4,No,,0
830006,101024,2025-09-17,8.0,7.4,FALSE,,5
830007,101024,2025/09/25,8.0,8.0,0,,5
830008,101024,2025/09/29,8.0,7.4,FALSE,,0
830009,101024,01-10-2025,8.0,7.5,0,,0
830010,101024,2025-10-03,8.0,6.7,FALSE,,10
830011,101024,2025-10-09,9.0,10.0,0,,10
830012,101024,2025-10-20,9.0,8.8,No,,15
830013,101024,2025-10-21,8.0,8.0,No,,0
830014,101024,2025-10-23,7.5,7.2,0,,5
830015,101024,2025-10-29,8.0,8.2,N,,15
830016,101024,2025-10-30,8.0,8.9,0,,0
830017,101024,06-11-2025,9.0,8.5,N,,0
830018,101024,2025-11-18,8.0,20.0,N,,60
830019,101024,24-11-2025,8.0,7.3,FALSE,,15
830020,101024,2025-11-25,7.5,7.2,N,,5
830021,101024,2025/12/05,8.0,7.7,FALSE,,0
830022,101024,2025-12-12,7.5,7.5,N,,0
830023,101024,12/15/2025,8.0,8.6,No,,0
830024,101024,2025-12-16,8.0,7.5,N,,0
830025,101024,2025-12-18,8.0,8.5,N,,0
830026,101024,2025-12-24,8.0,8.0,N,,0
830027,101024,14-01-2026,8.0,7.2,No,,0
830028,101024,2026-02-09,7.5,7.4,N,,10
830029,101024,2026-02-10,7.5,0.0,Yes,,0
830030,101024,2026-02-11,7.5,8.2,FALSE,,15
830031,101024,2026-02-17,8.0,8.7,N,,0
830032,101024,2026-02-19,7.5,7.1,FALSE,,5
830033,101024,02-04-2026,7.5,7.9,N,,15
830034,101024,2026-04-13,9.0,9.6,No,,0
830035,101024,2026-04-20,7.5,6.9,FALSE,,0
830036,101024,2026-04-21,8.0,8.5,0,,0
830037,101024,2026-04-22,7.5,7.7,N,,0
830038,101024,"Apr 24, 2026",8.0,8.7,FALSE,,5
830039,101024,04/29/2026,8.0,8.0,No,,0
830040,101024,2026-04-30,9.0,8.5,N,,0
830041,101025,2025-09-03,8.0,7.4,FALSE,,0
830042,101025,2025-09-17,7.5,7.3,FALSE,,0
830043,101025,2025/09/25,8.0,0.0,1,No Show,0
830044,101025,09/29/2025,8.0,8.0,N,,0
830045,101025,2025-10-01,8.0,7.7,No,,0
830046,101025,2025-10-03,8.0,8.5,FALSE,,0
830047,101025,2025-10-09,8.0,,No,,0
830048,101025,10/20/2025,8.0,8.4,0,,15
830049,101025,"Oct 21, 2025",8.0,7.8,No,,0
830050,101025,2025-10-23,9.0,8.2,N,,30
830051,101025,29-10-2025,8.0,6.8,No,,10
830052,101025,10/30/2025,9.0,9.1,N,,0
830053,101025,2025-11-06,8.0,8.1,No,,15
830054,101025,2025-11-18,7.5,7.8,FALSE,,10
830055,101025,2025-11-24,8.0,8.4,N,,0
830056,101025,2025-11-25,8.0,7.3,N,,0
830057,101026,"Sep 03, 2025",9.0,8.6,FALSE,,0
830058,101026,2025-09-17,8.0,7.7,N,,0
830059,101026,2025-09-25,8.0,0.0,TRUE,Personal,0
830060,101026,2025/09/29,8.0,0.0,1,No Show,0
830061,101026,10/01/2025,8.0,7.8,0,,0
830062,101026,2025-10-03,7.5,0.0,Y,Personal Leave,0
830063,101026,2025-10-09,8.0,8.0,No,,0
830064,101026,2025-10-20,8.0,7.8,0,,0
830065,101026,21-10-2025,8.0,8.6,FALSE,,15
830066,101026,2025-10-23,7.5,0.0,Y,No Show,0
830067,101026,2025-10-29,8.0,8.0,No,,0
830068,101026,30-10-2025,8.0,7.7,0,,0
830069,101026,2025-11-06,8.0,8.5,FALSE,,0
830070,101026,"Nov 18, 2025",8.0,7.1,FALSE,,15
830071,101026,2025-11-24,7.5,7.6,N,,45
830072,101026,2025-11-25,8.0,7.4,FALSE,,0
830073,101026,12/05/2025,9.0,8.5,0,,0
830074,101026,2025-12-12,7.5,8.3,No,,15
830075,101026,2025-12-15,8.0,8.6,No,,10
830076,101026,2025-12-16,9.0,8.6,0,,0
830077,101026,"Dec 18, 2025",8.0,7.8,FALSE,,0
830078,101026,12/24/2025,8.0,6.6,FALSE,,5
830079,101026,2026-01-14,7.5,7.7,No,,30
830080,101026,2026-02-09,9.0,8.7,N,,0
830081,101026,2026-02-10,9.0,9.3,No,,5
830082,101026,02/11/2026,7.5,8.5,N,,0
830083,101026,2026-02-17,8.0,8.2,0,,0
830084,101026,2026-02-19,9.0,8.2,0,,0
830085,101026,2026-04-02,7.5,6.8,No,,60
830086,101026,2026-04-13,8.0,8.8,N,,10
830087,101026,2026-04-20,9.0,9.4,FALSE,,0
830088,101026,2026-04-21,8.0,7.8,0,,0
830089,101026,2026-04-22,9.0,9.7,0,,15
830090,101026,04/24/2026,8.0,8.3,FALSE,,0
830091,101026,2026-04-29,8.0,7.5,N,,0
830092,101026,2026-04-30,8.0,8.0,0,,0
830093,101027,2025-09-03,8.0,8.8,0,,0
830094,101027,"Sep 17, 2025",7.5,8.4,N,,30
830095,101027,2025-09-25,9.0,8.7,No,,0
830096,101027,2025-09-29,8.0,7.8,N,,0
830097,101027,2025-10-01,9.0,8.6,N,,0
830098,101027,2025-10-03,7.5,6.7,FALSE,,0
830099,101027,2025-10-09,7.5,7.9,No,,0
830100,101027,2025-10-20,8.0,7.9,No,,15
830101,101027,2025-10-21,8.0,8.3,0,,0
830102,101027,2025-10-23,9.0,9.2,0,,0
830103,101027,2025-10-29,9.0,8.7,No,,0
830104,101027,2025-10-30,8.0,7.3,0,,15
830105,101027,"Nov 06, 2025",7.5,6.9,0,,0
830106,101027,2025-11-18,8.0,8.1,0,,0
830107,101027,2025-11-24,8.0,7.0,0,,0
830108,101027,"Nov 25, 2025",8.0,9.1,No,,30
830109,101027,2025-12-05,9.0,10.2,No,,0
830110,101027,2025-12-12,7.5,7.2,N,,0
830111,101027,2025-12-15,8.0,8.1,FALSE,,0
830112,101027,2025-12-16,8.0,7.8,N,,0
830113,101027,18-12-2025,8.0,7.7,No,,10
830114,101027,2025-12-24,7.5,8.6,FALSE,,0
830115,101027,2026-01-14,9.0,9.4,0,,0
830116,101027,2026-02-09,8.0,7.7,No,,0
830117,101027,2026-02-10,8.0,9.0,N,,0
830118,101027,2026-02-11,8.0,7.8,No,,10
830119,101027,2026-02-17,8.0,7.5,No,,0
830120,101027,2026-02-19,8.0,6.8,N,,0
830121,101027,2026-04-02,9.0,8.1,No,,0
830122,101027,2026-04-13,7.5,7.6,No,,0
830123,101027,2026-04-20,7.5,8.2,0,,5
830124,101027,2026-04-21,7.5,7.8,FALSE,,10
830125,101027,2026-04-22,8.0,8.1,0,,15
830126,101027,2026-04-24,8.0,8.5,FALSE,,0
830127,101027,2026-04-29,8.0,8.2,N,,15
830128,101027,2026/04/30,9.0,9.3,No,,0
830129,101028,2026-02-09,9.0,8.6,FALSE,,0
830130,101028,2026-02-10,8.0,7.8,0,,0
830131,101028,02/11/2026,7.5,7.4,0,,0
830132,101028,2026-02-17,7.5,8.6,FALSE,,10
830133,101028,02/19/2026,8.0,8.8,No,,0
830134,101028,2026-04-02,8.0,6.9,0,,5
830135,101028,2026-04-13,8.0,7.7,No,,0
830136,101028,20-04-2026,9.0,8.3,FALSE,,5
830137,101028,2026-04-21,9.0,8.8,FALSE,,0
830138,101028,2026-04-22,9.0,9.1,No,,0
830139,101028,04/24/2026,8.0,7.9,0,,0
830140,101028,2026-04-29,7.5,7.6,FALSE,,0
830141,101028,2026-04-30,9.0,8.7,N,,10
830142,101029,2025-09-03,8.0,8.5,FALSE,,0
830143,101029,2025-09-17,9.0,7.5,0,,5
830144,101029,2025-09-25,7.5,6.4,0,,0
830145,101029,2025-09-29,7.5,7.0,No,,15
830146,101029,10/01/2025,7.5,7.7,No,,0
830147,101029,2025-10-03,8.0,7.8,FALSE,,0
830148,101029,2025-10-09,8.0,8.0,N,,0
830149,101029,20-10-2025,8.0,8.2,0,,45
830150,101029,2025-10-21,7.5,7.0,0,,0
830151,101029,2025-10-23,8.0,7.5,FALSE,,0
830152,101029,2025-10-29,8.0,8.8,No,,0
830153,101029,2025-10-30,8.0,8.2,FALSE,,0
830154,101029,2025-11-06,8.0,7.6,FALSE,,0
830155,101029,2025-11-18,7.5,7.5,FALSE,,0
830156,101029,2025-11-24,8.0,8.3,N,,5
830157,101029,2025-11-25,8.0,8.6,FALSE,,60
830158,101029,2025-12-05,8.0,7.5,0,,0
830159,101029,2025-12-12,8.0,8.1,FALSE,,0
830160,101029,2025-12-15,8.0,8.6,N,,0
830161,101029,2025/12/16,8.0,8.4,0,,0
830162,101029,2025-12-18,8.0,8.7,0,,5
830163,101029,2025-12-24,9.0,9.2,No,,0
830164,101029,2026-01-14,8.0,7.0,No,,0
830165,101029,2026-02-09,8.0,8.3,No,,0
830166,101029,2026-02-10,7.5,7.6,0,,0
830167,101029,02/11/2026,8.0,8.2,0,,0
830168,101029,2026-02-17,9.0,9.7,0,,10
830169,101029,"Feb 19, 2026",7.5,7.7,FALSE,,15
830170,101029,2026-04-02,7.5,7.8,No,,45
830171,101029,2026-04-13,8.0,7.9,FALSE,,0
830172,101029,04/20/2026,8.0,9.3,FALSE,,0
830173,101029,2026/04/21,7.5,6.5,No,,10
830174,101029,2026/04/22,8.0,7.6,FALSE,,0
830175,101029,2026-04-24,8.0,7.9,0,,0
830176,101029,04/29/2026,7.5,7.0,N,,10
830177,101029,2026-04-30,9.0,8.7,No,,0
830178,101030,2025-09-03,8.0,7.9,No,,5
830179,101030,2025-09-17,9.0,9.3,FALSE,,0
830180,101030,2025-09-25,8.0,8.1,FALSE,,0
830181,101030,"Sep 29, 2025",8.0,7.0,0,,15
830182,101030,2025-10-01,8.0,7.2,No,,0
830183,101030,"Oct 03, 2025",9.0,8.4,No,,15
830184,101030,2025-10-09,7.5,7.2,No,,0
830185,101030,20-10-2025,7.5,8.6,No,,0
830186,101030,2025/10/21,8.0,8.3,FALSE,,0
830187,101030,10/23/2025,7.5,0.0,TRUE,UNKNOWN,0
830188,101030,2025-10-29,9.0,10.1,No,,0
830189,101030,2025/10/30,8.0,7.2,0,,0
830190,101030,2025-11-06,8.0,7.9,No,,0
830191,101030,2025-11-18,8.0,8.2,No,,0
830192,101030,2025-11-24,8.0,8.2,FALSE,,30
830193,101030,2025-11-25,8.0,8.2,0,,45
830194,101030,05-12-2025,9.0,9.4,0,,10
830195,101030,2025-12-12,8.0,9.1,No,,0
830196,101030,2025-12-15,8.0,7.9,N,,0
830197,101030,2025-12-16,8.0,8.2,FALSE,,0
830198,101030,2025-12-18,9.0,10.3,N,,0
830199,101030,2025-12-24,7.5,8.1,FALSE,,0
830200,101030,2026-01-14,8.0,8.1,0,,0
830201,101030,2026-02-09,9.0,9.0,0,,30
830202,101030,2026-02-10,8.0,8.0,FALSE,,0
830203,101030,2026-02-11,8.0,8.4,FALSE,,15
830204,101030,2026-02-17,7.5,7.1,No,,30
830205,101030,2026-02-19,8.0,8.3,FALSE,,0
830206,101030,2026-04-02,9.0,9.5,N,,0
830207,101030,2026-04-13,9.0,8.7,N,,15
830208,101030,2026-04-20,9.0,8.5,FALSE,,0
830209,101030,2026-04-21,8.0,8.4,0,,0
830210,101030,2026-04-22,8.0,7.9,No,,45
830211,101030,2026-04-24,8.0,7.5,0,,0
830212,101030,"Apr 29, 2026",8.0,8.1,0,,0
830213,101030,04/30/2026,7.5,6.4,FALSE,,0
830214,101031,2025-09-03,7.5,7.9,No,,0
830215,101031,2025-09-17,8.0,8.2,0,,0
830216,101031,2025-09-25,9.0,9.5,0,,0
830217,101031,2025-09-29,9.0,8.9,FALSE,,15
830218,101031,2025-10-01,8.0,8.3,0,,0
830219,101031,2025-10-03,8.0,7.9,0,,0
830220,101031,2025-10-09,8.0,7.0,FALSE,,0
830221,101031,2025-10-20,8.0,0.0,Y,sick,0
830222,101031,2025-10-21,9.0,10.6,FALSE,,0
830223,101031,2025-10-23,9.0,9.8,0,,0
830224,101031,2025-10-29,9.0,8.7,No,,0
830225,101031,2025-10-30,7.5,7.3,No,,0
830226,101031,2025-11-06,8.0,8.3,0,,10
830227,101031,2025-11-18,8.0,8.8,FALSE,,0
830228,101031,2025-11-24,8.0,8.8,N,,0
830229,101031,"Nov 25, 2025",8.0,8.4,N,,0
830230,101031,2025-12-05,9.0,9.4,0,,0
830231,101031,2025-12-12,8.0,0.0,TRUE,,0
830232,101031,2025-12-15,8.0,8.0,0,,5
830233,101031,2025-12-16,8.0,7.8,0,,0
830234,101031,"Dec 18, 2025",8.0,7.0,N,,0
830235,101031,2025-12-24,8.0,7.1,0,,0
830236,101031,2026-01-14,8.0,8.1,No,,0
830237,101031,2026-02-09,8.0,7.7,N,,0
830238,101031,02/10/2026,9.0,8.5,0,,0
830239,101031,02/11/2026,7.5,7.8,FALSE,,0
830240,101031,2026-02-17,8.0,8.2,0,,0
830241,101031,"Feb 19, 2026",8.0,8.2,FALSE,,0
830242,101031,02-04-2026,8.0,8.2,0,,0
830243,101031,2026-04-13,8.0,7.6,FALSE,,0
830244,101031,04/20/2026,9.0,9.2,N,,0
830245,101031,2026-04-21,9.0,0.0,TRUE,Personal Leave,0
830246,101031,2026-04-22,8.0,8.0,FALSE,,0
830247,101031,2026-04-24,8.0,8.6,0,,0
830248,101031,2026-04-29,8.0,8.2,FALSE,,0
830249,101031,2026-04-30,9.0,8.4,0,,0
830250,101033,09/03/2025,9.0,8.6,0,,0
830251,101033,2025-09-17,9.0,8.8,FALSE,,0
830252,101033,09/25/2025,8.0,7.8,0,,0
830253,101033,2025-09-29,8.0,7.9,N,,15
830254,101033,2025-10-01,8.0,7.3,FALSE,,0
830255,101033,2025-10-03,8.0,0.0,Y,,0
830256,101033,2025-10-09,8.0,8.0,0,,0
830257,101033,2025-10-20,7.5,7.7,FALSE,,0
830258,101033,2025-10-21,8.0,8.4,FALSE,,0
830259,101033,2025-10-23,8.0,8.1,FALSE,,
830260,101033,2025-10-29,8.0,0.0,1,Personal,0
830261,101033,2025-10-30,8.0,7.2,0,,0
830262,101033,2025-11-06,8.0,8.4,N,,0
830263,101033,2025-11-18,8.0,7.9,FALSE,,15
830264,101033,2025-11-24,8.0,7.3,0,,0
830265,101033,2025-11-25,9.0,8.9,0,,5
830266,101033,2025-12-05,8.0,7.8,N,,0
830267,101033,12/12/2025,8.0,7.6,FALSE,,30
830268,101033,15-12-2025,9.0,9.0,No,,0
830269,101033,2025-12-16,8.0,8.7,FALSE,,0
830270,101033,2025-12-18,8.0,7.5,N,,0
830271,101033,2025-12-24,8.0,7.3,0,,5
830272,101033,2026-01-14,9.0,8.5,N,,0
830273,101033,09-02-2026,8.0,8.2,No,,0
830274,101033,2026-02-10,8.0,7.8,N,,0
830275,101033,2026-02-11,9.0,9.1,No,,30
830276,101033,2026-02-17,7.5,6.7,0,,0
830277,101033,2026-02-19,8.0,8.1,No,,0
830278,101033,2026-04-02,9.0,9.6,0,,0
830279,101033,2026-04-13,8.0,7.6,No,,0
830280,101033,2026-04-20,8.0,8.3,N,,0
830281,101033,2026-04-21,7.5,0.0,1,sick,0
830282,101033,2026-04-22,8.0,7.1,FALSE,,60
830283,101033,2026-04-24,7.5,7.6,FALSE,,0
830284,101033,2026-04-29,7.5,7.3,0,,0
830285,101033,2026-04-30,9.0,8.5,0,,5
830286,101035,2025-09-03,8.0,8.4,No,,0
830287,101035,2025-09-17,9.0,8.6,No,,0
830288,101035,2025-09-25,8.0,6.9,0,,30
830289,101035,2025-09-29,8.0,7.5,0,,0
830290,101035,2025-10-01,7.5,7.6,N,,
830291,101035,"Oct 03, 2025",9.0,8.7,FALSE,,0
830292,101035,10/09/2025,9.0,9.0,No,,15
830293,101035,2025-10-20,8.0,8.1,0,,0
830294,101035,10/21/2025,9.0,8.0,N,,0
830295,101035,2025-10-23,8.0,7.8,N,,0
830296,101035,2025-10-29,9.0,8.4,No,,15
830297,101035,2025-10-30,7.5,8.4,No,,0
830298,101035,2025-11-06,7.5,7.8,0,,10
830299,101035,2025-11-18,7.5,7.0,N,,15
830300,101035,11/24/2025,8.0,7.5,No,,0
830301,101035,2025-11-25,7.5,8.2,0,,0
830302,101035,2025/12/05,9.0,9.0,FALSE,,0
830303,101035,2025-12-12,8.0,8.1,No,,30
830304,101035,2025-12-15,7.5,7.6,N,,0
830305,101035,2025-12-16,8.0,7.6,FALSE,,30
830306,101035,2025-12-18,8.0,7.1,N,,45
830307,101035,2025-12-24,8.0,8.5,No,,0
830308,101035,2026-01-14,8.0,7.8,FALSE,,0
830309,101035,2026-02-09,8.0,8.0,N,,0
830310,101035,2026-02-10,8.0,8.5,FALSE,,10
830311,101035,02/11/2026,7.5,7.3,0,,0
830312,101035,2026-02-17,8.0,8.2,No,,0
830313,101035,02/19/2026,8.0,8.0,0,,0
830314,101035,02-04-2026,7.5,7.1,No,,0
830315,101035,2026-04-13,7.5,6.9,0,,5
830316,101035,20-04-2026,7.5,6.5,No,,0
830317,101035,21-04-2026,8.0,7.5,N,,0
830318,101035,2026-04-22,7.5,8.2,No,,10
830319,101035,2026-04-24,9.0,9.4,No,,0
830320,101035,2026-04-29,8.0,7.8,No,,0
830321,101035,2026-04-30,8.0,7.8,No,,0
830322,101036,03-09-2025,8.0,7.7,No,,0
830323,101036,2025-09-17,8.0,7.7,FALSE,,10
830324,101036,2025/09/25,8.0,6.8,FALSE,,0
830325,101036,2025-09-29,8.0,7.6,0,,0
830326,101036,2025-10-01,7.5,6.7,N,,5
830327,101036,2025-10-03,8.0,7.9,N,,0
830328,101036,2025-10-09,7.5,0.0,Yes,UNKNOWN,0
830329,101036,2025-10-20,8.0,7.0,FALSE,,10
830330,101036,2025-10-21,8.0,8.3,No,,5
830331,101036,2025/10/23,8.0,0.0,1,Personal Leave,0
830332,101036,2025-10-29,8.0,7.5,0,,60
830333,101036,2025-10-30,8.0,7.5,FALSE,,10
830334,101036,2025-11-06,8.0,7.1,No,,0
830335,101036,2025-11-18,9.0,7.6,0,,15
830336,101036,"Nov 24, 2025",7.5,8.0,No,,0
830337,101036,2025-11-25,9.0,8.7,FALSE,,0
830338,101036,2025-12-05,7.5,8.2,0,,5
830339,101036,2025-12-12,8.0,7.8,FALSE,,0
830340,101036,2025-12-15,8.0,0.0,Yes,Sick Leave,0
830341,101036,12/16/2025,8.0,9.0,0,,10
830342,101036,2025-12-18,9.0,9.0,N,,0
830343,101036,2025-12-24,9.0,8.9,0,,0
830344,101036,2026-01-14,7.5,8.5,0,,10
830345,101036,2026-02-09,9.0,8.7,0,,0
830346,101036,10-02-2026,7.5,6.4,N,,15
830347,101036,11-02-2026,8.0,7.8,N,,0
830348,101036,2026-02-17,8.0,8.2,FALSE,,0
830349,101036,2026-02-19,8.0,8.4,N,,0
830350,101036,02-04-2026,8.0,8.5,FALSE,,0
830351,101036,2026-04-13,8.0,8.2,0,,0
830352,101036,2026-04-20,8.0,6.6,FALSE,,5
830353,101036,2026-04-21,8.0,8.0,N,,0
830354,101036,2026-04-22,7.5,6.4,FALSE,,0
830355,101036,2026-04-24,8.0,7.6,0,,0
830356,101036,2026-04-29,8.0,7.2,No,,0
830357,101036,2026-04-30,8.0,8.4,No,,10
